 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
t	0.9880095	0.007604625	0.00082344055	0.0021307277	0.0003566836	0.00022621153	0.00017332895	0.00067548006
ù	0.9889737	0.003610503	0.00068340707	0.0004034071	0.00026015236	0.00013726256	0.0009767578	0.0049547786
t	0.9892223	0.010151458	0.0002673749	7.033271e-05	0.00018009242	4.852917e-05	5.3842607e-05	6.057363e-06
t	0.92389643	0.06686571	0.0028488396	0.00044153238	0.0022319786	0.0006829841	0.0021884586	0.0008441179
o	0.2432386	0.38066265	0.08661454	0.0039478582	0.06225644	0.07207139	0.14680485	0.004403631
s	0.0651099	0.8523603	0.06064116	0.0033634831	0.010123849	0.0047392966	0.0016173798	0.0020446747
p	0.010929385	0.84002584	0.10754898	0.012523362	0.005864507	0.0037409696	0.01779522	0.0015717165
ì	0.0069933916	0.7586949	0.1540716	0.0037549844	0.018763477	0.009786592	0.04576541	0.0021696212
t	0.0032624512	0.4365102	0.5499397	0.0021432517	0.0065394016	0.0007655498	0.0008119059	2.7527718e-05
i	0.0014748742	0.3806302	0.5708301	0.0041303127	0.007604172	0.004798583	0.023573032	0.0069587016
t	0.0119412225	0.06465641	0.7490693	0.046684925	0.03818091	0.058610823	0.023189535	0.007666852
o	0.0010034419	0.025760211	0.64332855	0.24941745	0.023507401	0.007987942	0.04767518	0.0013198424
f	0.009016773	0.028383996	0.81078863	0.07537064	0.012636704	0.016427923	0.009849302	0.037526075
a	0.00059394713	0.0035564224	0.19429663	0.72881806	0.041070763	0.008457034	0.01931649	0.003890623
b	0.009822872	0.022772808	0.7097603	0.1849154	0.025345553	0.0105494885	0.007823022	0.029010585
b	0.0012807859	0.0030108362	0.069707215	0.7673592	0.115455724	0.011813835	0.028669244	0.002703154
r	0.0031113338	0.009152702	0.39567322	0.29758394	0.13107349	0.055072952	0.09985303	0.008479273
i	0.002334976	0.005695656	0.107374966	0.40016395	0.17630528	0.05097883	0.1905091	0.06663728
k	0.007111045	0.019675443	0.08238241	0.2845114	0.25323442	0.21891804	0.06683447	0.067332745
è	0.00030269663	0.00074112	0.013857868	0.59272164	0.22900824	0.04263558	0.11596323	0.00476964
t	0.0013795474	0.0036827545	0.029473234	0.34524757	0.4512687	0.11416793	0.05388963	0.00089057063
s	0.00045477037	0.0020120472	0.04585427	0.34626436	0.44101092	0.11276369	0.044158414	0.0074815783
a	0.00023056273	0.0016466045	0.012187403	0.13585253	0.1777909	0.41596887	0.12950541	0.1268178
n	0.0013849912	0.0038135638	0.0072573028	0.03217342	0.35293624	0.50428563	0.096567675	0.0015811668
o	0.00018735239	0.00030854033	0.0014681489	0.13763112	0.48046976	0.20049982	0.16444245	0.014992874
p	0.0042347107	0.01480661	0.031026306	0.0151445735	0.66381025	0.14849046	0.1131968	0.0092902705
e	0.0002651249	0.00041298158	0.0010029449	0.018195929	0.5155724	0.26929507	0.19135039	0.0039050991
t	0.0056275683	0.01797368	0.02333323	0.010133686	0.6257671	0.26943493	0.045650408	0.0020794459
t	0.00023222448	0.00036386715	0.000658621	0.0032126908	0.3464649	0.34552076	0.29060692	0.012939997
ì	0.0004503763	0.0012822633	0.002839426	0.0023354534	0.4071453	0.5168268	0.064710334	0.004410093
n	7.61408e-05	0.000283215	0.0007708136	0.0011240081	0.037079487	0.8001496	0.15974753	0.00076923985
t	6.399709e-05	0.00018572007	0.00041942965	0.0020556955	0.24819845	0.56984717	0.17134522	0.007884342
a	9.3722556e-05	0.0006938589	0.0016526828	0.00082881056	0.080594316	0.5920927	0.15571716	0.16832674
c	0.0010648398	0.0039322013	0.0070146113	0.0116054	0.026978513	0.6067541	0.33678564	0.005864704
h	8.6684086e-05	0.00010507337	0.00015443239	0.0005038887	0.06406545	0.25621524	0.58240926	0.09646001
r	0.0005541292	0.0013039646	0.0023650185	0.00075948064	0.08133187	0.5140568	0.25948328	0.14014544
ò	0.00112074	0.001604381	0.0021617718	0.0006807716	0.11057317	0.24291952	0.4785784	0.1623612
n	0.00020912892	0.0010226738	0.0022003266	0.004081481	0.0073828865	0.20761469	0.773938	0.0035508287
u	2.2028524e-05	3.8354585e-05	5.7646605e-05	0.00023706487	0.025481809	0.31303507	0.4478849	0.21324307
a	0.017248534	0.03622841	0.05601852	0.030180959	0.071980014	0.14056593	0.6284433	0.019334354
m	0.0047312863	0.0321986	0.066549934	0.06225296	0.04846845	0.6084053	0.15982036	0.017573062
p	0.0012564544	0.0033010726	0.007918398	0.0046491474	0.021187479	0.25461492	0.63503635	0.07203612
ì	0.00097132364	0.003075465	0.003383178	0.005221708	0.018753625	0.570959	0.39024866	0.0073871724
</S>	0.0004583775	0.0021710189	0.0056380914	0.007292761	0.0072349696	0.1119388	0.8195528	0.045713227
