 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
m	0.988303	0.006471344	0.0027515097	0.0008511777	0.00047290715	0.00015131022	0.00024493833	0.000753804
ò	0.8839208	0.013184832	0.0067930957	0.0026254212	0.0044600246	0.008972713	0.030182922	0.049860135
t	0.9858438	0.003389079	0.008030568	0.0016351724	0.00025722262	0.00032502032	0.0003289786	0.00019014018
t	0.9500349	0.008704627	0.010094251	0.01321734	0.0021214788	0.011769981	0.0030007197	0.0010566709
i	0.237685	0.013440738	0.026605561	0.20674145	0.08024253	0.2875423	0.1040428	0.04369963
ì	0.26577482	0.36763087	0.17443994	0.14609623	0.012147657	0.014077566	0.0048734536	0.014959488
r	0.017378766	0.89015263	0.06311545	0.012732814	0.0026868898	0.0034866324	0.0023218272	0.008124995
t	0.019061064	0.80756253	0.059168335	0.043217614	0.008588353	0.045470502	0.014240405	0.0026912447
e	0.00913045	0.18639232	0.028211381	0.16230012	0.07913197	0.3187836	0.12836355	0.08768659
o	0.017788399	0.64736545	0.15698189	0.14220257	0.015921483	0.014781063	0.00392808	0.0010310495
G	0.022302944	0.46511844	0.44197243	0.025239415	0.004832769	0.0048886724	0.0040071514	0.0316382
i	0.0015385749	0.6627263	0.2855182	0.031622525	0.009205181	0.0034357104	0.0047436254	0.0012099515
o	0.020366043	0.3594918	0.491562	0.075228855	0.02484159	0.004607844	0.0046151537	0.019286668
v	0.010838975	0.19157408	0.72628945	0.014502533	0.0021809917	0.004509201	0.0036122268	0.046492536
à	0.0040057553	0.18369733	0.75881636	0.030166887	0.008751857	0.0011169424	0.003852946	0.009591879
n	0.006560734	0.06976801	0.85444164	0.02496677	0.021977311	0.0059474455	0.007334417	0.009003597
n	0.003584903	0.10043649	0.80596155	0.056335893	0.004717873	0.013155687	0.0096008135	0.0062068435
i	0.0006493044	0.04552287	0.08142239	0.025006406	0.03073698	0.049760476	0.06743144	0.69947016
e	0.005372917	0.007574296	0.28463358	0.14265455	0.32126263	0.13823733	0.08501564	0.015249055
A	0.0052078804	0.008909773	0.7549874	0.15257293	0.032680783	0.008314661	0.004212052	0.03311441
n	0.00079975266	0.0018922185	0.33973336	0.34503022	0.29500714	0.005824965	0.011462589	0.0002497596
n	0.0006462017	0.0009942005	0.43505558	0.48464164	0.039989512	0.022835406	0.00952646	0.006311052
a	0.00035088445	0.00057614647	0.076108	0.096781924	0.28889558	0.113893956	0.19557488	0.22781864
g	0.0011057965	0.0012689971	0.03976068	0.25836387	0.58107096	0.05455271	0.061993137	0.0018837654
i	0.0003219368	0.00045605103	0.19034916	0.35049227	0.29203525	0.0510025	0.1114232	0.003919641
à	0.0023302021	0.0011708264	0.0282339	0.43516126	0.23015451	0.21161316	0.067804866	0.023531225
ì	0.00020351313	0.0018617905	0.0031952262	0.020123435	0.8975822	0.022358604	0.053759877	0.0009154123
c	0.00081675977	0.008284625	0.003229978	0.013626315	0.8137025	0.06685503	0.08305933	0.010425477
h	0.0003597595	0.001648882	0.020324543	0.07446766	0.5293216	0.108463585	0.26314747	0.0022665083
e	2.9299095e-05	0.00023919305	0.018708007	0.07535173	0.60019314	0.043431967	0.18754318	0.074503474
p	0.00024864747	0.0020378109	0.0014586532	0.008846934	0.29746595	0.14841329	0.46940684	0.07212191
l	0.0012782889	0.000660315	0.0050133877	0.031750977	0.2296004	0.1547987	0.5221712	0.05472676
ò	0.0004261884	0.00027432188	0.0016775685	0.023492021	0.1605742	0.28441936	0.34791702	0.18121924
s	0.00013263927	0.00036226425	0.00056021754	0.0034769026	0.028988384	0.16767536	0.7647812	0.034023013
o	0.00022140706	7.657434e-05	0.0010326658	0.011127925	0.030967567	0.33809698	0.45077428	0.16770263
n	0.015623487	0.0053902874	0.0071954755	0.032527752	0.14805287	0.3063305	0.45505482	0.0298249
t	8.7945074e-05	0.000100487596	0.00016759636	0.00045197923	0.0037665926	0.048334222	0.8049664	0.14212471
a	0.00060959475	0.00029856688	0.00069075933	0.004193455	0.009869325	0.09563412	0.6320158	0.2566884
</S>	0.0014733069	0.0043539945	0.0031416384	0.014029756	0.10269046	0.08493518	0.75210696	0.03726868
