 	non	mi	aspetti	che	non	vengo	</S>
m	0.6547729	0.34233657	0.0002830452	0.0003499214	0.0003643937	0.00041134475	0.0014818717
ì	0.155346	0.5412075	0.15460739	0.013870351	0.049259067	0.049020126	0.036689587
m	0.0089719435	0.963157	0.014534224	0.010801057	0.0006061337	0.0016499113	0.0002797089
e	0.041806098	0.4923114	0.33518767	0.038063213	0.036262184	0.048127726	0.008241735
m	0.061157655	0.29417047	0.22368856	0.31472123	0.034134552	0.04114919	0.030978296
ì	0.03701153	0.021052655	0.69304156	0.1316338	0.05983398	0.048682623	0.008743805
n	0.0029155964	0.022861678	0.073765054	0.8020698	0.034807343	0.061192315	0.0023882343
e	0.013872954	0.008526034	0.21752948	0.5589844	0.10420719	0.06596604	0.03091396
k	0.013634841	0.07009437	0.021433795	0.69008416	0.028982602	0.16888547	0.006884769
a	0.005499982	0.0019955083	0.010346516	0.72432274	0.14488758	0.10962873	0.0033189703
e	0.03264218	0.047383286	0.006830195	0.7485676	0.019662173	0.12305636	0.021858165
n	0.054294594	0.027159343	0.01151335	0.38293526	0.33317196	0.067337714	0.12358783
è	0.0074214963	0.0061807916	0.0030862328	0.4211365	0.10429286	0.44418365	0.013698435
r	0.021166682	0.0336671	0.0063642673	0.36812696	0.020256357	0.5446115	0.005807109
k	0.0018329723	0.00043716893	0.00033244235	0.09763498	0.05234184	0.825662	0.021758564
u	0.053543877	0.011204498	0.01678029	0.2492483	0.24321198	0.37251183	0.05349914
m	0.013308578	0.035975955	0.019156193	0.038680118	0.02523248	0.857311	0.010335628
e	0.028185882	0.0019161893	0.019878644	0.0089009795	0.32451287	0.5491517	0.067453794
</S>	0.094815664	0.09111861	0.012791218	0.11348539	0.022389708	0.6633102	0.0020891817
