 	sul	muro	vuole	uno	specchio	</S>
s	0.98507696	0.009962496	0.0015865718	6.549347e-05	0.0028721036	0.0004362985
t	0.9616161	0.016142871	0.0065018306	0.00018742969	0.0041254475	0.011426374
o	0.9200636	0.027878266	0.014419396	0.0044196397	0.031663056	0.001555995
t	0.3711927	0.09100547	0.08651308	0.37622854	0.047056265	0.02800396
ì	0.0132385	0.8809988	0.051643513	6.4562475e-05	0.046627916	0.00742672
c	0.061764024	0.6829408	0.18451135	0.018999962	0.04995615	0.0018276711
h	0.018681869	0.672391	0.1835924	0.011616084	0.062085394	0.051633272
o	0.0019301316	0.13006635	0.009656209	0.8381807	0.007569588	0.012597104
t	0.054725606	0.09807864	0.32728586	0.2486273	0.26088616	0.010396447
è	0.0011697907	0.023261672	0.85325956	0.0045515853	0.10710596	0.010651351
l	0.00228792	0.0075922497	0.8723032	0.05364902	0.062168002	0.0019996744
i	0.0009569641	0.006802229	0.8854043	0.032014064	0.06712228	0.007700133
o	0.040220425	0.05116097	0.18885924	0.07513537	0.5707909	0.073833115
j	0.03490084	0.018266628	0.22276872	0.024774237	0.63297236	0.06631725
e	0.005519548	0.0017979613	0.2835991	0.018530978	0.6801269	0.010425524
l	0.052089736	0.043942694	0.31372634	0.011781035	0.44544327	0.13301694
ì	0.0012315481	0.00020837864	0.01959285	0.0014523146	0.9767611	0.0007538698
</S>	0.001490178	0.0022168413	0.28001153	0.08694674	0.5730465	0.056288168
