 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a	0.906777	0.075284295	0.0052727247	0.003241722	0.0019206064	0.0018663453	0.0020862613	0.0035509507
n	0.43404162	0.036891952	0.009560283	0.0038741324	0.010831587	0.0045062094	0.034488037	0.46580616
è	0.0029268914	0.9577438	0.0056725205	0.0038741138	0.0068428125	0.005480469	0.013677589	0.003781857
r	0.0067502847	0.9238256	0.039151106	0.0035499604	0.00906199	0.0045205373	0.004389399	0.008751093
k	0.0050157732	0.9623101	0.01704375	0.007371148	0.0028099027	0.0016849345	0.002387232	0.0013771662
e	0.033406187	0.19613141	0.49366078	0.025333963	0.08941222	0.06749038	0.056949556	0.037615575
s	0.0054864623	0.350345	0.5444488	0.04446968	0.027917417	0.021814186	0.0051831314	0.00033536454
e	0.012441624	0.30908543	0.48340777	0.056412783	0.027260391	0.016728008	0.08799833	0.006665567
s	0.049432274	0.073584475	0.4976926	0.2312755	0.075874545	0.048936848	0.006849447	0.01635434
e	0.018748658	0.035005108	0.1301053	0.5598686	0.074482314	0.024094442	0.14750859	0.01018695
s	0.05371753	0.03169476	0.1923657	0.46624205	0.0898722	0.0650714	0.009084167	0.091952205
e	0.011884161	0.0066189645	0.015514209	0.74207515	0.13608325	0.016882936	0.06577342	0.0051678894
t	0.015828345	0.014087809	0.03971052	0.6699263	0.15094423	0.07404049	0.009618647	0.025843628
t	0.011248477	0.0029050969	0.0036523056	0.64397836	0.26653	0.020119756	0.04757167	0.0039942837
à	0.005127333	0.00094096054	0.020450672	0.54303324	0.38448238	0.025811588	0.016187057	0.003966741
s	0.00028917973	0.0006094946	0.0073785675	0.19096906	0.7141398	0.07585992	0.010547102	0.00020687902
t	0.00011299407	0.00026734805	0.009960718	0.2919037	0.6223443	0.048375614	0.023837313	0.003197954
e	0.00086657563	0.0003570725	0.012973724	0.13133836	0.57655114	0.13642775	0.039997764	0.101487614
a	0.0015149293	0.0033323965	0.036925826	0.045285445	0.5010367	0.34562498	0.06449004	0.0017897106
n	0.110052295	0.028954644	0.03434062	0.027046787	0.13758774	0.49361536	0.10027015	0.06813245
k	0.04520205	0.0008640061	0.003224409	0.034560315	0.30144826	0.313088	0.28225902	0.019353956
ò	0.0036946668	0.0046648034	0.0468019	0.09031285	0.5980445	0.1876449	0.063968875	0.004867393
r	0.00012483177	0.00052694534	0.003514056	0.002541649	0.044874154	0.7356589	0.21193947	0.0008199893
a	8.194187e-05	0.00023650865	0.0018162659	0.0105133	0.22015838	0.4383181	0.31564605	0.013229516
m	0.0037424387	0.016701777	0.03447673	0.033908818	0.07319343	0.49177837	0.3353682	0.010830243
a	0.0073538716	0.00068891706	0.017896026	0.0079094665	0.10728852	0.46944124	0.33273715	0.05668485
r	0.0029345609	0.017083881	0.014472888	0.02168044	0.029817019	0.20493034	0.7084416	0.0006393705
è	0.00337239	9.2182956e-05	0.0007829605	0.0005650885	0.00472291	0.058240123	0.8993667	0.03285766
o	0.000110587716	0.0007567334	0.0014005479	0.0011138468	0.0026422704	0.062483463	0.9305682	0.00092434173
</S>	0.058851223	0.027902856	0.043817908	0.040364962	0.039230313	0.21376926	0.5638081	0.012255458
