 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.99448097	0.001761788	0.0013187339	0.00020006852	0.0001780964	0.00023952057	5.6713816e-05	0.00015043803	0.0002610879	0.0006894479	0.000663157
v	0.990954	0.0010649903	0.00040150687	0.0004300234	0.00021761778	0.0004605486	0.000435026	0.0002867792	0.00088409684	0.00054526667	0.004320137
ò	0.98335946	0.0007433799	0.002020475	0.0004096229	0.00016568138	0.0019347712	0.00012697515	0.00018787557	0.0029701155	0.0006194265	0.007462271
e	0.9681714	0.020616906	0.0027250564	0.0016377735	0.00058494153	0.0002837476	0.0030441105	0.0007488155	0.0005038555	0.00088551844	0.00079789024
n	0.25071535	0.024180826	0.037407376	0.04960086	0.009185611	0.015215333	0.21448426	0.0512814	0.059808206	0.067459546	0.22066122
ì	0.0620925	0.0027223155	0.87318385	0.01910747	0.0022265727	0.005513828	0.0005187654	0.0005912673	0.008418592	0.0063601485	0.01926476
m	0.049631927	0.014656049	0.8634569	0.021222048	0.00702806	0.004627891	0.0060273022	0.0050601284	0.0065337894	0.020710286	0.0010456764
e	0.0030555543	0.011112506	0.6930968	0.036545184	0.048327837	0.06864021	0.005091918	0.028443772	0.040716846	0.05469981	0.010269539
g	0.042536374	0.04613347	0.32780847	0.051816907	0.1391597	0.17495736	0.026271246	0.02917111	0.03885652	0.11671815	0.006570716
r	0.007611967	0.0037262007	0.12124213	0.6073207	0.13499577	0.038523655	0.0011241607	0.002160549	0.046343338	0.032606512	0.004344912
a	0.00078456866	0.023401057	0.0095240725	0.842686	0.09130449	0.0033173114	0.010740599	0.003087941	0.006043471	0.006369456	0.0027410684
m	0.015741749	0.051245242	0.05576048	0.03405168	0.67969376	0.054017384	0.020883545	0.016377417	0.013155508	0.057563797	0.001509362
m	0.00073648855	0.0048018196	0.0022248314	0.6486235	0.29766127	0.020782918	0.005905798	0.0026815126	0.005942275	0.007169481	0.0034700506
è	0.005492482	0.050957583	0.027146209	0.023489833	0.772797	0.031641085	0.014392959	0.018835897	0.015218008	0.03907514	0.00095373916
n	0.0016460348	0.0016261172	0.01208664	0.0017261248	0.6479198	0.28503942	0.015674073	0.014796439	0.013081656	0.005783871	0.00061983237
a	7.948369e-05	0.0024241884	0.003176476	0.032546785	0.8390958	0.042342212	0.06388888	0.012528515	0.00167575	0.0013662264	0.00087570545
m	0.0013737035	0.021179466	0.029657342	0.002453081	0.4411024	0.36064097	0.015172644	0.07667469	0.022938993	0.02772583	0.0010809209
a	0.00018133555	0.005166023	0.001518414	0.022283448	0.81859314	0.09239879	0.02506148	0.021262066	0.0035573104	0.009029824	0.00094815396
i	0.02089334	0.017598689	0.068909444	0.0014163685	0.09363286	0.48796567	0.008313749	0.04307323	0.111834005	0.1356225	0.01074016
a	0.0073772804	0.022159314	0.021753766	0.0032678451	0.060216017	0.6839857	0.051199626	0.08594795	0.013367915	0.044373997	0.006350489
n	0.0064958064	0.004397347	0.014016897	0.00043709666	0.012657692	0.6481781	0.006893801	0.17882836	0.036183782	0.072838835	0.019072326
g	0.002184261	0.0342581	0.008587584	0.029476777	0.037912533	0.26575524	0.23499724	0.13047805	0.068728864	0.1619714	0.025649916
r	0.003562267	0.01533799	0.01551124	0.00029445553	0.104896285	0.5634242	0.018368294	0.144853	0.022730285	0.110081695	0.0009402501
à	0.0010711792	0.0048141186	0.0022031574	0.0118345115	0.0269411	0.42051947	0.12705131	0.24468143	0.089986406	0.014422316	0.05647509
m	0.00023117897	0.0018177099	0.0013849941	0.0003387611	0.005492454	0.20539057	0.03525906	0.6768836	0.05981651	0.013057354	0.00032786137
m	2.75662e-05	0.000551358	0.00014108277	0.00026103473	0.006132767	0.112399876	0.25127146	0.5356236	0.03472011	0.056177083	0.0026940142
a	0.000110683584	0.002742769	0.0012539182	0.00066796114	0.008646319	0.10991503	0.110265695	0.6760773	0.0486571	0.028409246	0.013254004
t	0.0007429512	0.010915678	0.01076145	0.0035558199	0.009987562	0.09844035	0.019737756	0.6018264	0.19087037	0.05057023	0.0025914353
a	0.00023368739	0.0044666165	0.00051707507	0.014223549	0.0051634307	0.09200665	0.19788826	0.4466783	0.147533	0.029816369	0.06147309
d	0.0043801353	0.012076256	0.018479278	0.0023436712	0.0080516385	0.02521559	0.0018775671	0.12409691	0.373999	0.425684	0.0037959598
e	8.042657e-05	0.004168201	0.00028991984	0.01912352	0.0010084242	0.005286444	0.023706108	0.2608845	0.54936415	0.10475248	0.031335767
r	0.0030165594	0.0081529515	0.0070325173	0.0009937349	0.003106146	0.009299701	0.0011452909	0.051645108	0.38832697	0.5258124	0.0014686519
f	7.823948e-05	0.0077992487	0.0004949598	0.020685656	0.0012118528	0.0016449996	0.007802451	0.13071293	0.5931435	0.21257263	0.023853492
ù	0.00012423407	0.0030170747	0.0026727465	0.00030683517	0.006531391	0.015100515	0.004847403	0.6723743	0.19252278	0.09664159	0.005861103
m	0.00020462155	0.0018824885	0.0010369483	0.000468841	0.0014331861	0.0083552925	0.0075950003	0.08156495	0.738018	0.1556025	0.0038382113
m	1.537228e-05	0.0004556574	3.9319304e-05	0.00029519503	0.00018403078	0.0008378741	0.010764413	0.2065241	0.36178285	0.40713868	0.011962523
u	0.00019944202	0.0023093224	0.00086572085	0.00062545645	0.0017505923	0.0038665093	0.008687492	0.17068733	0.57609725	0.19117442	0.043736458
</S>	0.002225419	0.037128072	0.022901079	0.020943338	0.01702832	0.07505964	0.09499138	0.081920184	0.428367	0.21342285	0.0060128076
