 	quando	divento	vecchio	vendo	mia	casa	e	vado	a	vivere	al	mare	</S>
m	0.9835519	0.010786012	0.0009174052	0.0021760897	5.906882e-05	0.00016123688	0.00011614232	0.00013400831	0.00014010989	0.00016927479	0.00033927424	0.00046160835	0.0009879171
ò	0.8867221	0.015011281	0.0063001234	0.0024154205	0.0009118279	0.00053037715	0.0012190357	0.00050727156	0.0014410766	0.002441888	0.0055695777	0.023267444	0.053662676
t	0.9479696	0.041049335	0.0068869507	0.0028149474	0.0002036605	8.906793e-05	0.0001115778	3.5884706e-05	0.00018710482	0.00011419798	0.0001662276	0.00018372452	0.00018768759
t	0.88915807	0.079880804	0.024778329	0.0036482585	0.00026456694	0.00027040788	0.00030054766	0.0004169117	0.000120802375	0.00014162855	5.3213982e-05	0.00031527836	0.0006512553
e	0.12951691	0.1795434	0.32240194	0.009784645	0.17728297	0.04226063	0.06396967	0.0079425005	0.02484204	0.009206185	0.010678241	0.017666169	0.0049047144
j	0.04882393	0.7246065	0.1840799	0.029303396	0.0039628097	0.002513666	0.0018132246	0.0003182844	0.0011977246	0.0006696486	0.0010382964	0.0006548734	0.0010177003
è	0.005942368	0.78707075	0.15973885	0.017225714	0.0064458656	0.0052630953	0.0049763974	0.007158228	0.0019597008	0.0014025326	0.00043428424	0.0011014228	0.001280821
n	0.004647234	0.63715124	0.3185586	0.029423662	0.0038501949	0.0030346909	0.0017747093	0.0004373744	0.00056243007	0.00017862803	0.0001876435	9.504822e-05	9.852216e-05
o	0.0016383728	0.48099127	0.4296733	0.009872512	0.0667427	0.0020608488	0.003247744	0.0008829819	0.0012039606	0.000754721	0.00031938098	0.00077561673	0.0018366053
m	0.011641437	0.12695524	0.666431	0.13440657	0.013502787	0.023852317	0.010563421	0.0035671815	0.0036726885	0.0016337621	0.0008717038	0.00052680477	0.0023750816
e	0.0015031997	0.09368562	0.763953	0.088102356	0.026538704	0.014533992	0.005733643	0.0029136008	0.0013885616	0.00056490215	0.00040564197	0.00053000025	0.00014676899
v	0.008459097	0.030908588	0.47474208	0.45502752	0.010369587	0.007230193	0.0032443844	0.00085552724	0.0013092337	0.0006862835	0.00071255973	0.0008643255	0.005590607
è	0.0011190943	0.039068192	0.61645097	0.31882197	0.0069766827	0.0078770565	0.0012557011	0.0045885993	0.0006631515	0.0008355699	0.0002267899	0.0017826756	0.0003335825
k	0.0007927246	0.010512061	0.69393873	0.27075696	0.01872653	0.004182863	0.00063650456	0.00016522738	9.7581455e-05	3.7561742e-05	3.9500006e-05	5.7817026e-05	5.5973607e-05
k	0.0002688342	0.015709719	0.3277329	0.24328354	0.37842727	0.02230817	0.005414334	0.0009666561	0.0014109978	0.000743689	0.00085249316	0.0016066646	0.0012748305
i	0.00018251386	0.0029347506	0.2230421	0.060843702	0.5818359	0.024934474	0.025103617	0.0039216396	0.019870996	0.012861683	0.016794262	0.022320455	0.0053538857
