 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.99145	0.0019645027	0.00010932274	3.444204e-05	0.00077188166	0.0025253813	0.003144423
n	0.99990904	4.606699e-05	1.8451098e-06	5.472873e-06	6.198539e-06	1.951521e-06	2.9610772e-05
a	0.99547887	0.0020239197	2.3616118e-05	0.0011422662	0.0004984838	0.000267326	0.00056529586
v	0.95100415	0.012586142	0.00130318	0.023582436	0.0096320575	0.0014232246	0.00046875884
o	0.42383033	0.5346443	0.004009153	0.0068833106	0.005955135	0.012663169	0.012014548
r	0.04501827	0.01654506	0.031337492	0.0752756	0.025845328	0.08447954	0.7214987
à	0.14747083	0.6365449	0.013881282	0.021629881	0.0460534	0.07590558	0.0585141
s	0.07038324	0.23037097	0.16435885	0.4941388	0.010831465	0.007646852	0.022269744
o	0.0012913498	0.039837513	0.7804189	0.045885943	0.018354626	0.024019206	0.0901925
o	0.048294988	0.0051962617	0.51947063	0.28995898	0.05789893	0.058898713	0.020281475
s	0.21035033	0.0066942475	0.19305699	0.41753173	0.07218154	0.016242893	0.08394215
s	0.01300718	0.005084936	0.06401287	0.8615619	0.028178	0.017160932	0.010994142
o	0.0037709437	0.0023605267	0.08494372	0.87279713	0.016459562	0.017070564	0.002597492
m	0.08740925	0.0068363184	0.047569063	0.24378863	0.21617766	0.28720796	0.111011185
ì	0.00047588808	0.0022617956	0.008741839	0.9382159	0.016371766	0.030899666	0.0030331488
k	0.0028155958	0.0017402562	0.009595808	0.009694103	0.9105148	0.063414834	0.0022246214
a	0.00018803445	0.0009600628	0.015974814	0.048482403	0.59007305	0.34229648	0.0020251442
m	0.0823364	0.0101419715	0.053917803	0.022647146	0.34309816	0.47667202	0.011186498
è	0.000100336176	0.0010109358	0.0020421403	0.11178541	0.08714579	0.7856349	0.012280522
r	0.011600599	0.0052358904	0.0059615104	0.0009812933	0.4350928	0.53863615	0.0024916793
i	0.00014446008	0.0002826051	0.00071550143	0.0021016626	0.17439671	0.8143018	0.008057341
</S>	0.21953675	0.02241037	0.110733055	0.030798221	0.18972243	0.41213617	0.014663026
