 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a	0.9319581	0.062410783	0.0025548718	0.00016593377	0.0006613502	0.00019445506	0.0015440232	0.00051048875
p	0.08603025	0.83415514	0.028655222	0.0009983443	0.002084335	0.00062478485	0.02594582	0.021506086
e	0.0013767388	0.9840269	0.0052019805	3.9254286e-05	0.0002150651	6.832881e-05	0.004198062	0.004873768
t	0.0074058687	0.8684197	0.021959774	0.06148816	0.00934631	0.01813392	0.0015256051	0.011720597
à	0.00017512086	0.98214895	0.01284033	1.0302382e-05	0.000149481	4.9953487e-05	0.0033173994	0.0013084325
c	0.0017771489	0.98053545	0.015576231	0.0009247289	0.0004178049	0.00028532252	0.00038183358	0.00010150742
i	0.004736142	0.78869855	0.18110675	0.0005770423	0.0031930518	0.00015806715	0.020183066	0.0013473245
a	0.026193345	0.3571848	0.5673467	0.01933134	0.01463611	0.009640428	0.004281483	0.0013858365
k	0.037105713	0.16307795	0.3813494	0.28938898	0.021911912	0.02079803	0.009550074	0.07681788
è	0.0047835405	0.080834076	0.7614475	0.007751978	0.020173693	0.0010249503	0.11746363	0.006520631
c	0.026959788	0.04321354	0.7756768	0.06899264	0.054548983	0.0050906185	0.018436804	0.0070808805
c	0.0015156533	0.010527464	0.88093567	0.019187521	0.035761584	0.0004879374	0.04891929	0.0026648496
i	0.0009034937	0.0004007874	0.081430346	0.7905962	0.1010606	0.019119943	0.004584307	0.0019044119
a	0.028541006	0.036229726	0.1940688	0.20040132	0.32170227	0.15085503	0.0636686	0.004533269
a	0.10558197	0.09284202	0.20251134	0.04106123	0.03244746	0.11918106	0.050095886	0.35627902
n	0.016794179	0.024244754	0.05237207	0.021494223	0.040993463	0.15777992	0.048782416	0.63753897
d	0.021664577	0.014325531	0.014409359	0.0016981993	0.31241563	0.031330265	0.5528133	0.051343206
ì	0.017936109	0.020934833	0.1760274	0.004455672	0.42183933	0.002985953	0.3531913	0.0026294421
n	0.0015588	0.005777762	0.025585296	0.010417731	0.22435059	0.5775763	0.14793113	0.00680241
n	0.00020235592	0.0014859098	0.009852326	0.0065206303	0.5129169	0.21264012	0.23434691	0.022034828
u	0.00021079245	0.000103535654	0.002662431	0.022087272	0.0665354	0.37889022	0.02729895	0.50221133
n	0.0047278227	0.016920727	0.08055458	0.06521257	0.07607442	0.30856517	0.39957792	0.0483668
e	0.00017554563	0.00020094971	0.0005504082	0.0006333821	0.0369546	0.068816416	0.78209054	0.11057815
i	0.012089545	0.026106296	0.10693689	0.046448495	0.13747202	0.1132907	0.51009804	0.047558017
g	0.021406287	0.019540293	0.12532732	0.013866261	0.09386665	0.042763576	0.46866187	0.21456774
e	0.0004221611	0.00038219767	0.0018892632	3.1796735e-05	0.0050553903	0.00034518272	0.9903036	0.0015705365
n	0.0017945674	0.005388647	0.047593363	0.0005111384	0.005137525	0.0011983087	0.93099123	0.0073852623
i	0.00016512915	7.723197e-05	0.00018441456	8.580196e-05	0.003402168	0.00069068326	0.979411	0.015983466
t	0.00030212215	0.0005827165	0.0045036683	0.0009134225	0.0059450124	0.0025675423	0.9826148	0.0025707544
ò	0.00037872934	0.00048001533	0.0019074463	0.00046153486	0.018333308	0.00093115447	0.9685934	0.008914254
r	0.00025391966	0.0011794777	0.010095046	0.004666148	0.025954148	0.008821896	0.86240196	0.08662732
i	3.566745e-05	0.00010928196	0.00091661373	0.0006806058	0.0025786697	0.0007259595	0.98192626	0.013026913
</S>	0.0036307203	0.045146905	0.096303426	0.21677852	0.068092436	0.19664079	0.23265591	0.14075127
