 	la	macchina	si	è	rotta	e	vuole	riparate	dal	meccanico	</S>
e	0.9833657	0.008662721	0.0018809423	0.0013086121	0.0027765606	0.0003947984	0.00044706045	0.000107779124	0.00023742738	0.00018580626	0.0006326664
m	0.5382629	0.23322849	0.0030741652	0.019200053	0.05922058	0.011713252	0.027183734	0.031820036	0.013644303	0.021761945	0.040890597
à	0.15992627	0.6826498	0.0314694	0.012715624	0.049462277	0.003541155	0.0064345505	0.00049600704	0.004253635	0.0013770092	0.047674246
k	0.22132379	0.56682545	0.014067324	0.015202126	0.16631232	0.0051253117	0.004127303	0.0036845887	0.0008842034	0.0012503884	0.0011971546
i	0.029059445	0.9093123	0.026186919	0.00881925	0.020990122	0.0022313278	0.0015192438	0.00027046833	0.00031476762	0.00021124266	0.0010848902
n	0.021516936	0.61083984	0.091346025	0.06852215	0.1410428	0.042452276	0.020103356	0.0008474114	0.0021498066	0.0005632783	0.00061617786
a	0.0027676013	0.3827329	0.39291587	0.16125226	0.03750133	0.013616634	0.0069456794	6.8139816e-05	0.0006008615	0.00046972488	0.0011289439
e	0.025596486	0.1220562	0.17839485	0.19737643	0.4194799	0.03517388	0.013549327	0.001858869	0.001761863	0.0011502608	0.003601955
k	0.0058826334	0.0028610504	0.00692611	0.1134585	0.8136097	0.03152519	0.002335834	0.009469737	0.0019256577	0.0033180856	0.008687495
l	0.003908912	0.019065157	0.09100945	0.44838217	0.28453866	0.12772863	0.021663323	0.0002629395	0.0020182095	0.00051533413	0.0009072152
à	0.0046145534	0.032837577	0.24285217	0.34501213	0.31561527	0.047732785	0.008097945	0.0013150254	0.00075288356	0.00057443365	0.00059519126
s	0.0014712496	0.0034972015	0.026193067	0.19167343	0.5045207	0.25952724	0.009909498	0.00090560014	0.0019032315	0.00032586124	7.297797e-05
t	0.0006044563	0.0041475883	0.07301322	0.36546674	0.37011555	0.117387086	0.0058231116	0.051315423	0.0017462515	0.008316286	0.002064261
i	0.0016492573	0.006768964	0.025903834	0.102334425	0.17702074	0.35027638	0.009436506	0.17416456	0.022082819	0.09426896	0.0360935
c	0.012246251	0.034897882	0.02799747	0.05450913	0.16150591	0.546828	0.11542439	0.009597797	0.027129758	0.0080578085	0.0018056297
e	0.0005973802	0.0016280283	0.0043936064	0.07723668	0.353274	0.35280472	0.1894445	0.011202761	0.0069483514	0.001809136	0.00066079525
e	0.034206692	0.03679197	0.05430287	0.065494955	0.10693584	0.20868646	0.4295887	0.02344664	0.01429391	0.006457968	0.019793946
t	0.03430063	0.013854116	0.009137618	0.011438751	0.13914216	0.042744305	0.15633883	0.43719167	0.0535723	0.027302494	0.07497714
è	0.009864065	0.01894535	0.010542711	0.013600063	0.10577249	0.06844589	0.6487067	0.10802784	0.010970675	0.0033341355	0.001790012
l	0.013344708	0.013949902	0.019443033	0.02916826	0.029279048	0.032719687	0.6728901	0.12895805	0.041828416	0.0117140375	0.0067047705
i	0.0007343534	0.00045250097	0.001713384	0.0037205622	0.005971057	0.01723801	0.32377225	0.5964942	0.03450573	0.011932602	0.003465365
t	0.024262328	0.03504104	0.05461956	0.039984368	0.0168056	0.043198746	0.3466152	0.08458747	0.2546338	0.051061008	0.049190946
i	0.00269019	0.004935754	0.0033154439	0.003324667	0.01293047	0.009203438	0.27292877	0.6028784	0.07808734	0.008243026	0.0014626213
a	0.023602054	0.04222422	0.065467075	0.044816986	0.025188804	0.055928215	0.20166548	0.084784865	0.35966155	0.06526046	0.03140023
m	0.02084136	0.022983443	0.027351081	0.017621009	0.06563602	0.01246348	0.027656041	0.21547386	0.32259223	0.12903573	0.13834573
m	0.0050530965	0.0086401515	0.0075627128	0.002789341	0.010787724	0.00548735	0.021315444	0.794421	0.10952788	0.03067429	0.0037409358
è	0.006244182	0.012065989	0.0048244307	0.005109485	0.008099443	0.015727485	0.033526033	0.7210403	0.16417806	0.026246464	0.002938175
n	0.0004738705	0.0006958331	0.000991217	0.00091293943	0.00022544982	0.0021388829	0.016055413	0.235831	0.6871656	0.05400128	0.0015084663
i	5.03093e-05	4.1792126e-05	9.719777e-05	0.00010964276	6.573633e-05	0.00018485733	0.010333357	0.9351932	0.029348446	0.022633132	0.0019424119
à	0.009146562	0.014217022	0.020943677	0.021031836	0.008792317	0.020061847	0.037641358	0.05960813	0.545095	0.24105784	0.022404421
t	0.023657987	0.023560185	0.026159797	0.021741759	0.0044292146	0.016713096	0.05128603	0.010745414	0.76570344	0.042869445	0.013133678
t	0.0005491718	0.00034853196	0.0012206077	0.0008373639	0.0002984433	0.0005275626	0.007531095	0.1751175	0.67954385	0.12682468	0.0072011976
o	0.0011013052	0.0022198677	0.002797594	0.0015732379	0.0007075797	0.0026355535	0.009236896	0.5894989	0.1168058	0.22427814	0.049145125
m	0.0022603397	0.004204386	0.005483857	0.003738228	0.0011943115	0.0059727915	0.0068979217	0.03386283	0.5215318	0.39305988	0.021793667
à	0.0005805994	0.0007302137	0.0007908647	0.00019301585	0.00028820365	0.00033690693	0.00043737554	0.27647653	0.14615735	0.5547264	0.0192825
s	0.00062815164	0.0011962256	0.0016936263	0.002217101	0.0015360808	0.0043917093	0.006208758	0.011013838	0.7693725	0.20001876	0.0017231621
t	7.6630386e-05	6.612432e-05	0.00012781924	9.9154124e-05	5.470336e-05	0.000111136884	0.00041092327	0.06976175	0.12461012	0.8012681	0.003413508
o	0.0003290869	0.00057744276	0.00078195374	0.0006007043	0.00027921094	0.00064874924	0.0009543793	0.041156787	0.19629094	0.5936983	0.16468242
r	0.003507127	0.0057463013	0.006918019	0.0067326436	0.0021006211	0.010040932	0.01521899	0.039618146	0.2378599	0.6633361	0.008921213
a	0.00031634304	0.0005425003	0.00046849236	0.00029095315	0.0005564466	0.00021511529	0.00028969932	0.046954237	0.069590315	0.77727264	0.10350321
</S>	0.022994237	0.032683223	0.06256051	0.04882483	0.058851603	0.060656115	0.06925984	0.04121179	0.19055766	0.40404683	0.008353351
