 	vado	cercando	un	forno	che	fa	rustici	</S>
p	0.98757046	0.008463668	0.0010368859	0.0013335455	0.00016501053	0.00021324705	9.741157e-05	0.0011197091
à	0.98750025	0.0040960633	0.00041694663	0.00030969214	0.0001723519	0.00030265347	0.00043465255	0.006767457
o	0.9762971	0.023089904	0.00032466353	0.00017667313	2.7203012e-05	5.0984298e-05	2.1668555e-05	1.1812039e-05
c	0.57151586	0.19542663	0.008731904	0.0031091287	0.009750907	0.0068225297	0.13240495	0.0722381
e	0.022203239	0.9668587	0.00498301	0.003270187	0.0001923466	0.00062163477	0.00017304551	0.0016978836
r	0.030608231	0.95568323	0.0068117785	0.0017818857	0.0006819247	0.0004062546	0.002788068	0.0012386155
k	0.0031985643	0.95134085	0.03447816	0.0074142665	0.00060841144	0.001990182	5.2061554e-05	0.00091741484
è	0.006275967	0.9112427	0.030884553	0.012340464	0.010156247	0.026008096	0.002388902	0.0007031565
o	0.0014791149	0.92389256	0.06927446	0.0026037772	0.001633206	0.0009356147	0.00014073658	4.05883e-05
n	0.021075696	0.53936493	0.32771966	0.036830995	0.018548515	0.031469263	0.010411518	0.014579427
t	0.0019122624	0.46865878	0.45465305	0.06636482	0.0020436312	0.003476481	0.00033657087	0.0025543964
a	0.002722545	0.19489652	0.63853055	0.034834053	0.0610096	0.05005114	0.015498339	0.0024572862
è	0.004649105	0.039979994	0.8708896	0.06374636	0.011504412	0.0074070734	0.0015145385	0.00030895625
n	0.007837026	0.024987575	0.66043305	0.20420071	0.024924962	0.020469869	0.0073372526	0.04980963
a	0.00048931537	0.016426574	0.54916584	0.39051285	0.034654535	0.0072613186	0.00049299933	0.0009965635
f	0.005618134	0.012871753	0.20743936	0.23581918	0.21946539	0.23999812	0.023426512	0.055361517
ù	0.0005284653	0.0029369895	0.14568797	0.6595056	0.15260096	0.036047295	0.0010429367	0.0016497375
r	0.0009416457	0.0019607677	0.038037274	0.4204725	0.3931583	0.13844359	0.0044055115	0.002580439
n	0.00028931728	0.0013113071	0.069776855	0.45909423	0.40121117	0.039371397	0.021797137	0.00714856
o	0.00015263904	0.00044579429	0.01688097	0.11232573	0.36978146	0.11896547	0.28414196	0.097305916
k	0.001150652	0.0027406334	0.010333133	0.109938376	0.557543	0.26475194	0.04208605	0.011456246
a	0.00021051732	0.00090621115	0.0077430117	0.3434844	0.48991838	0.093891576	0.054415066	0.009430837
k	0.0041793687	0.005781759	0.014647171	0.07361662	0.4705574	0.3899228	0.024048703	0.017246163
à	0.00053069834	0.0014545164	0.0026029516	0.16228123	0.48130512	0.31555593	0.030549478	0.005720097
n	0.0011693345	0.0015001429	0.0033140306	0.03772195	0.33424914	0.6114133	0.009328907	0.0013032224
n	0.00019515642	0.00042430492	0.0011982511	0.0703574	0.40599513	0.3006174	0.2158522	0.005360186
i	0.00011727425	0.00024876613	0.0010040278	0.009855321	0.22799857	0.20613007	0.4660668	0.08857921
r	0.001676943	0.0041397116	0.00926425	0.017167017	0.1317309	0.44145894	0.38180208	0.012760118
ù	8.007077e-05	0.00028059035	0.00027036082	0.006447642	0.04452464	0.26323342	0.6288077	0.05635557
s	0.0010017814	0.00094891817	0.0018415094	0.005382403	0.05781898	0.7048121	0.22409083	0.004103498
t	5.370128e-05	0.00011898378	0.00020882503	0.0017067061	0.016304035	0.097818576	0.87737	0.0064191804
i	7.230461e-05	0.0001301545	0.00040947998	0.0007833366	0.018391015	0.14735076	0.7251503	0.10771275
k	0.004075559	0.010724031	0.024302796	0.031100458	0.15293992	0.33663136	0.4236234	0.016602514
u	2.2223274e-05	8.53578e-05	7.004862e-05	0.00024179232	0.0015039187	0.016738862	0.84871274	0.13262515
</S>	0.014840707	0.016373744	0.0368991	0.039271943	0.2785823	0.37632346	0.2331976	0.0045111505
