 	ora	io	sto	studiando	di	diventare	medico	</S>
à	0.98289526	0.012326339	0.0015473962	0.0004985162	0.00027960291	0.0007226189	0.0006252657	0.0011050465
r	0.94927526	0.049354326	0.00050499087	0.0002785805	9.084606e-05	0.00046606312	2.3648512e-05	6.2003314e-06
t	0.8482307	0.11917656	0.015267024	0.0065303626	0.0004939777	0.009944921	0.00012673046	0.00022974503
e	0.058173094	0.15075658	0.21243705	0.10021457	0.06530587	0.36677444	0.035485882	0.010852543
n	0.013020734	0.8667478	0.08449124	0.019686015	0.0011916134	0.014547021	0.00022614616	8.9457004e-05
a	0.209019	0.61308813	0.14130259	0.015841322	0.0013645408	0.015199832	0.002930658	0.0012539942
i	0.00089661404	0.8575332	0.11004601	0.016989306	0.0009832458	0.013079867	0.00012544551	0.00034632027
v	0.006535991	0.5291067	0.3984738	0.038062233	0.0063391817	0.007554077	0.00040213842	0.01352598
ò	0.004349057	0.41913205	0.548786	0.021245783	0.002131893	0.0032679783	0.0005712027	0.0005160854
s	0.0010821312	0.3252014	0.6043736	0.058001053	0.0019920042	0.008483735	0.0006005367	0.00026554067
t	0.00013343402	0.12540701	0.5961624	0.24023122	0.008438435	0.02151191	0.002431637	0.00568396
è	7.443834e-05	0.011257829	0.5083652	0.11107509	0.11507619	0.06426081	0.13022313	0.059667304
o	6.948314e-05	0.0022583466	0.19376637	0.7333692	0.024920749	0.035819646	0.0094092535	0.00038707117
s	0.0015905648	0.0032144084	0.021197729	0.9299581	0.005805407	0.023267876	0.0031020914	0.011863915
t	0.002795997	0.0073105223	0.114263564	0.58299434	0.266359	0.019923443	0.00436196	0.0019911507
u	0.0002798198	0.0054161022	0.046267636	0.6101614	0.2675324	0.04572241	0.02260563	0.0020146265
d	0.00018876875	0.00159288	0.009280467	0.892128	0.012503201	0.08064349	0.0031335128	0.00052972115
i	0.00031391342	0.00048819048	0.010131774	0.42287228	0.5176617	0.02172658	0.020845914	0.0059597096
è	0.0031436987	0.022330537	0.041093066	0.6550347	0.15336654	0.07191597	0.04263	0.010485533
o	0.002672303	0.002002843	0.004460008	0.59242845	0.098881826	0.26238045	0.027818996	0.009355098
n	0.0031416905	0.0044420836	0.013084879	0.43946302	0.077829644	0.3132682	0.06916863	0.079601854
a	0.00019967221	0.0005429028	0.0033780902	0.3292989	0.10243805	0.51725686	0.03957818	0.0073073534
g	0.0027324702	0.009937951	0.03568059	0.19068243	0.019458339	0.5414689	0.193441	0.006598313
h	0.00023085203	0.00078865787	0.003751745	0.06904246	0.1484679	0.6684791	0.09861017	0.010629092
e	0.00018434628	0.0016657842	0.0058618938	0.11780747	0.05219614	0.6525128	0.15213974	0.017631792
t	0.00019860151	0.0011491702	0.009702904	0.052686356	0.0030116402	0.79825073	0.13121597	0.0037846637
t	8.651229e-05	0.0001508584	0.0013694926	0.016693711	0.0981497	0.56190896	0.2882322	0.033408552
ò	5.5459677e-05	0.000606488	0.002432832	0.017221462	0.021669436	0.63853616	0.27646625	0.043011863
m	0.00017713723	0.00032062043	0.0010438173	0.008400581	0.0010199217	0.55845445	0.42735294	0.0032305808
e	2.3105118e-05	2.1324196e-05	0.00014208196	0.0014726423	0.008247636	0.067240566	0.90769315	0.015159385
s	0.012367704	0.04004143	0.07631302	0.088924035	0.04190911	0.31335875	0.41902077	0.008065138
s	6.742206e-05	0.0002511438	0.00089583744	0.0032315804	0.014219584	0.4590727	0.46732286	0.054938857
è	0.0001131593	0.00077282166	0.0034049603	0.0069170655	0.0045920517	0.33031794	0.60713416	0.04674785
r	0.00072154356	0.00092513824	0.0039142664	0.009154934	0.0019072135	0.21299689	0.7636978	0.006682236
e	3.5652683e-05	4.4456716e-05	0.000115622046	0.00034451604	0.0008491687	0.058508385	0.87732244	0.06277979
</S>	0.024538578	0.09788747	0.13468139	0.14465044	0.04955242	0.2386498	0.2830026	0.027037317
