 	il	morto	vuole	pianto	</S>
o	0.9387025	0.023545844	0.02567408	0.011117604	0.00095999904
p	0.48364037	0.20451689	0.124992736	0.16647327	0.020376774
e	0.022178965	0.71474814	0.22576022	0.015618831	0.021693846
s	0.013732251	0.89512354	0.028913546	0.05374221	0.008488407
a	0.0007592959	0.89540166	0.09807518	0.0020256292	0.0037383388
m	0.019311229	0.9227816	0.024358785	0.02223417	0.011314257
m	0.0048581124	0.8503622	0.0645589	0.06353246	0.016688341
è	0.015250607	0.81193215	0.11456225	0.057481386	0.00077360036
n	0.039918665	0.8613923	0.054559365	0.029224712	0.014904901
o	0.0017295193	0.8661976	0.03314215	0.08975367	0.009177094
t	0.12612647	0.26396707	0.3496112	0.12556402	0.1347313
è	0.00019543958	0.13581972	0.8006847	0.06176407	0.0015360732
l	0.00477324	0.05525034	0.8803353	0.056648124	0.0029931294
i	0.00028110214	0.067797974	0.69546485	0.2213199	0.0151362065
g	0.059382148	0.1100705	0.6193619	0.09119225	0.119993255
l	0.00019933328	0.003964861	0.5631725	0.42740554	0.0052577765
a	0.0012755977	0.0083644455	0.10902534	0.8398241	0.0415105
m	0.07544542	0.13592012	0.11524857	0.576124	0.09726187
m	0.0003276832	0.0004449673	0.0049844673	0.9786841	0.015558756
è	0.010225276	0.0854798	0.15708646	0.6813875	0.06582104
n	0.030278163	0.04522507	0.45703328	0.39171693	0.075746626
o	5.5449957e-05	0.0016093985	0.045351535	0.5368222	0.41616136
</S>	0.25914314	0.19148889	0.2790718	0.23823316	0.032062985
