 	se	avessi	visto	il	tempo	avessi	visto	le	nuvole	e	non	avevo	uscito	per	bagnarmi	</S>
a	0.87227696	0.08495294	0.021184325	0.0006349754	0.0028873915	0.006463125	0.0027115042	0.0007159532	0.0014189237	0.0007228109	0.00017397993	0.0007725959	0.0013081913	0.0011622917	0.0017486446	0.0008652565
n	0.18703118	0.1380361	0.011013103	0.0006760145	0.003995999	0.0018538075	0.0025368454	0.001778381	0.0043232697	0.0040928144	0.0025649013	0.0058817384	0.016064748	0.03759621	0.04783226	0.53472257
ì	0.0006636476	0.94306844	0.03605934	0.000409948	0.001981112	0.0022855361	0.00068700657	0.001423717	0.000986975	0.0021931462	7.926269e-05	0.0013660816	0.00034052748	0.0052121775	0.0005523687	0.0026907094
c	0.0010044589	0.96974516	0.013615873	0.0013592577	0.0010822292	0.000629421	0.00015755068	0.0009952948	0.00013352906	0.0002984673	0.00096491846	9.859656e-05	5.5892615e-05	0.0031623526	0.0046972786	0.0019997715
h	0.0032527668	0.9454665	0.042792056	0.0019983682	0.0023724283	0.0014427459	0.00027799327	0.0001703062	0.00041138806	9.492338e-05	1.6340939e-05	0.00014919936	0.00027029062	0.000192799	0.00031693888	0.00077512604
a	0.0068860105	0.57124776	0.16357668	0.116080604	0.012121248	0.0047026547	0.006266287	0.028983558	0.0055336924	0.010209527	0.012823088	0.005312006	0.0014914698	0.040943153	0.013138439	0.00068382605
t	0.0022027357	0.20611002	0.68077	0.025150128	0.04501706	0.01358591	0.009083852	0.005655764	0.0048605134	0.001688096	0.00037807805	0.0010336591	0.00047659906	0.003392415	0.0005490746	4.6059286e-05
o	0.025538597	0.2996624	0.39007464	0.14155543	0.021776417	0.015261496	0.008773327	0.0088638365	0.017118623	0.0086319735	0.00044424584	0.031087585	0.021381726	0.0058799917	0.002155993	0.0017936288
r	0.029480174	0.060615614	0.72595996	0.043933608	0.06528396	0.0358669	0.007393003	0.002104346	0.0018567131	0.0004935938	0.0014650933	0.00030696348	0.0002750808	0.008595062	0.0084217405	0.007948299
ì	0.0019884822	0.008724625	0.864466	0.004812946	0.047745127	0.01825895	0.013624207	0.00031929484	0.012811557	0.0011896591	1.5189881e-05	0.0059617637	0.017208083	0.00090771675	0.0005759027	0.0013905481
