 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
o	0.9429951	0.032940052	0.014429082	0.004011296	0.0023418288	0.00030395403	0.002491509	0.00048715877
m	0.34167174	0.35299057	0.055795874	0.0078075854	0.021619694	0.0015088076	0.20025481	0.018350976
a	0.014144786	0.7958746	0.102441184	0.0021906022	0.0019976555	0.0011797459	0.010027979	0.07214343
r	0.034514636	0.26592952	0.055605978	0.009847431	0.052715085	0.122607976	0.012957507	0.4458219
ì	0.00025900794	0.84870344	0.14463952	0.0024019482	0.0004702954	3.950222e-05	0.0021203568	0.0013659645
o	0.002981983	0.9687292	0.024343679	0.0006924099	0.0021709537	0.00056498486	0.00018134352	0.00033548105
e	0.0021722952	0.8943401	0.090776175	0.0033901273	0.0029635022	0.0026748332	0.0014602047	0.0022227496
t	0.010480323	0.18689236	0.56164724	0.029794421	0.023336072	0.05308761	0.029649464	0.105112575
è	0.0006191934	0.054193977	0.92104083	0.015614418	0.002619367	0.00058022013	0.0025576232	0.0027743282
l	0.0038299405	0.07374516	0.86444724	0.032873433	0.013273857	0.004465511	0.0040962147	0.0032687348
i	0.0011700847	0.16662548	0.6279127	0.16815412	0.028430346	0.0012779394	0.0042747194	0.0021546215
f	0.007355055	0.028768523	0.26165077	0.4963164	0.16020396	0.025027214	0.009705838	0.010972221
a	0.0004837976	0.0063131577	0.5794053	0.35495082	0.05084109	0.0007190684	0.0065243514	0.00076239905
m	0.0062899627	0.011856042	0.1440113	0.5749289	0.20202748	0.021872895	0.0064501083	0.03256339
è	0.0053905128	0.0055153226	0.10571668	0.73534584	0.10413072	0.02601433	0.011770067	0.0061165025
n	0.0005382306	0.0019400477	0.063003115	0.57479966	0.32571372	0.020734467	0.012298005	0.0009727934
o	0.00013145152	0.0008651914	0.06293009	0.54610234	0.3156766	0.06085876	0.0074489093	0.005986617
a	0.00496491	0.0072308076	0.012023186	0.31674296	0.18748689	0.39388222	0.05458712	0.023081925
p	0.014752987	0.017812733	0.045497023	0.18808603	0.30643082	0.2701934	0.064896345	0.09233067
p	0.0045661945	0.009562683	0.027966734	0.18871759	0.66673607	0.060579814	0.039199054	0.002671838
è	0.0010798523	0.004028692	0.016493756	0.32455486	0.616379	0.02108141	0.013815807	0.0025665772
n	0.0005230752	0.0019179811	0.01134507	0.07706014	0.20207913	0.5605785	0.14333479	0.0031612604
a	2.92222e-05	0.00019546742	0.0012117886	0.03626455	0.2095853	0.65506244	0.088227764	0.009423467
o	0.0027849546	0.0046449387	0.0051961495	0.027126225	0.05197498	0.73856866	0.13215767	0.03754637
m	0.010450179	0.01030272	0.027663322	0.08738112	0.12700205	0.2937251	0.31977448	0.12370097
a	0.0035042914	0.0025052712	0.002361063	0.010944761	0.027059732	0.73057026	0.19401628	0.029038357
r	0.004808297	0.01839014	0.03433192	0.060162727	0.09141041	0.013908792	0.7736095	0.0033781608
è	0.0011340044	0.00052833185	0.00082723424	0.003865058	0.0063128686	0.08006643	0.88541365	0.02185248
i	6.67573e-05	0.0004847999	0.002364048	0.005560366	0.028093157	0.011899323	0.94456476	0.00696678
</S>	0.0029971479	0.005853054	0.015155245	0.074106865	0.07125283	0.119390465	0.6686591	0.042585235
