 	quest'	anno	che	viene	mangio	quanti	voglio	</S>
f	0.9811715	0.012029993	0.00070084486	0.0034440665	0.00037741134	0.00080118654	0.0003243467	0.0011506099
è	0.9787723	0.008605683	0.0005251909	0.0012899301	0.00027025206	0.00082206225	0.0013578781	0.008356755
o	0.99680054	0.001037041	0.0006340108	0.00039970435	0.000102403035	0.0007891965	0.00023243882	4.549013e-06
p	0.83572227	0.05947215	0.0144535	0.0019245051	0.010369494	0.034842	0.010220147	0.032995984
p	0.018615711	0.9582082	0.001778462	0.011241684	0.0002761386	0.0008537053	0.005864312	0.0031617358
ò	0.11666471	0.1872633	0.43650123	0.01620491	0.030556032	0.11069464	0.096449435	0.00566574
r	0.050558038	0.63359314	0.26044676	0.0116821695	0.016613055	0.016079506	0.010714177	0.00031319278
k	0.010940476	0.66748923	0.15449117	0.009674471	0.020170879	0.04679466	0.07569202	0.014747092
e	0.004548581	0.21746702	0.26889622	0.006974152	0.072951935	0.16520685	0.16559859	0.09835666
t	0.012165596	0.13967052	0.5743503	0.05595808	0.09617023	0.083598316	0.037137575	0.00094934826
e	0.0019946988	0.12101548	0.46093005	0.15556479	0.041871373	0.015163749	0.2008176	0.0026422136
e	0.0144568365	0.014809977	0.63271713	0.14975157	0.09254043	0.057926062	0.018095862	0.019702163
t	0.011169403	0.016034862	0.52268755	0.28324145	0.07629016	0.03860017	0.009606697	0.04236966
r	0.0014869593	0.0032998065	0.36221185	0.49321723	0.087061994	0.020657152	0.031352945	0.0007121569
ò	0.0020528685	0.00041775225	0.7552273	0.07600234	0.09018326	0.045894653	0.029889999	0.00033183256
o	0.00073239394	0.001190917	0.07613503	0.3031245	0.5072499	0.095155455	0.016319696	9.208632e-05
p	0.002588941	0.025443237	0.010001381	0.76348025	0.17515154	0.007817936	0.011917127	0.0035995631
ò	0.0011308434	0.0010388332	0.063753486	0.36798856	0.18888637	0.3597266	0.016583143	0.00089212944
s	0.0007399078	0.0012058269	0.0043701343	0.24377058	0.5343184	0.19506027	0.019871445	0.00066352455
s	0.00019164976	0.000105615814	0.004596161	0.06634704	0.440879	0.44046965	0.043318138	0.004092784
a	0.00022641249	0.000127609	0.004609824	0.025899062	0.57473916	0.22332637	0.06772524	0.103346296
t	0.0027771783	0.016624222	0.0067955535	0.053573724	0.368805	0.3303197	0.2104732	0.010631481
è	0.00024138384	0.0004514635	0.002109581	0.028551497	0.10677614	0.6166722	0.22427753	0.020920184
l	0.0012205401	0.00038329855	0.0020472382	0.008115685	0.05006761	0.21386786	0.72173244	0.0025653006
o	0.00032555344	0.00011452767	0.0008517985	0.010864804	0.14815775	0.5239935	0.2981158	0.017576283
</S>	0.022145491	0.01407555	0.03429938	0.025623657	0.09330783	0.08844834	0.71184397	0.010255764
