 	Marika	non	ha	mangiato	mai	un	rustico	</S>
e	0.99334043	0.0026245988	0.0015819394	0.00040341396	0.00022803497	0.00030702792	0.00021268011	0.0013018127
M	0.9950401	0.002111632	0.0003122419	0.00024607286	0.00031459573	0.00019687144	0.0011902342	0.0005881807
à	0.87772876	0.04563337	0.041482445	0.009098052	0.00190988	0.007886573	0.008722709	0.0075383433
r	0.5382071	0.33519012	0.0910208	0.021432342	0.0042132265	0.0037305055	0.0049600992	0.0012457732
i	0.20032042	0.7575063	0.013194799	0.006047164	0.0035029622	0.0028923992	0.011839095	0.0046969457
k	0.011078574	0.17493987	0.59154344	0.1495291	0.023555724	0.03761901	0.0092849145	0.0024493425
a	0.08764295	0.24693121	0.5772991	0.05074464	0.0058073015	0.017305143	0.011919279	0.0023504258
e	0.0053274785	0.03785933	0.8282889	0.077281035	0.010972385	0.016222283	0.0066824486	0.017366126
n	0.08530171	0.005318205	0.7998386	0.08059281	0.006634162	0.005425934	0.0042465837	0.012641978
è	0.0033818472	0.0026222263	0.7162942	0.24203323	0.0116752805	0.01421301	0.008672088	0.0011080652
f	0.00043585597	0.015949907	0.6222346	0.33219984	0.016440047	0.009258116	0.0025100478	0.00097166863
a	0.00022895946	0.00220477	0.48916966	0.43616745	0.05513273	0.008738294	0.0049816375	0.0033765952
m	0.0018929149	0.024746053	0.12880853	0.5495851	0.12478813	0.14607769	0.011603021	0.012498567
è	0.00022730055	0.005778326	0.06232342	0.6919575	0.21115384	0.019556185	0.0072311168	0.0017723605
n	0.00027620053	0.0036915245	0.018731097	0.43659785	0.43877047	0.100207716	0.0015784306	0.00014660005
a	5.8593323e-05	0.0016529363	0.02601064	0.50419843	0.4398884	0.015879294	0.009705831	0.0026059425
m	0.0011148879	0.021503504	0.023335837	0.12854691	0.56604856	0.22855376	0.025810583	0.0050859395
a	0.00011828198	0.006643836	0.004381065	0.1368476	0.79412144	0.023892866	0.030441392	0.0035535668
i	0.0030939644	0.0405331	0.05872441	0.09282486	0.30282465	0.49246827	0.0051295254	0.004401232
a	0.010008114	0.059122175	0.024857169	0.050865963	0.3229833	0.4563972	0.037950493	0.037815575
r	0.04779692	0.018060375	0.02913678	0.023981998	0.06677557	0.73835087	0.008122138	0.06777542
ù	0.0018633076	0.014121705	0.005782658	0.011398066	0.07426825	0.1601764	0.7197444	0.012645237
s	0.0063422886	0.015218749	0.01036907	0.018202571	0.06315234	0.8722603	0.010070684	0.0043840907
t	0.00035542634	0.0006580202	0.00037397144	0.0013776593	0.037309956	0.75079507	0.19919378	0.009936098
i	0.00029292027	0.02467575	0.0037496674	0.0138900345	0.16051865	0.645482	0.09604523	0.055345774
k	0.0037845797	0.027382886	0.015012757	0.045891043	0.10704508	0.64776486	0.13279456	0.020324195
o	4.8160953e-05	0.0014411737	0.0001289749	0.00041673332	0.005615571	0.027421718	0.94128007	0.023647657
</S>	0.0064052446	0.10795654	0.06144003	0.083965585	0.11386352	0.22799195	0.3927861	0.005591108
