 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a	0.9319581	0.062410783	0.0025548718	0.00016593377	0.0006613502	0.00019445506	0.0015440232	0.00051048875
p	0.08603025	0.83415514	0.028655222	0.0009983443	0.002084335	0.00062478485	0.02594582	0.021506086
e	0.0013767388	0.9840269	0.0052019805	3.9254286e-05	0.0002150651	6.832881e-05	0.004198062	0.004873768
t	0.0074058687	0.8684197	0.021959774	0.06148816	0.00934631	0.01813392	0.0015256051	0.011720597
à	0.00017512086	0.98214895	0.01284033	1.0302382e-05	0.000149481	4.9953487e-05	0.0033173994	0.0013084325
c	0.0017771489	0.98053545	0.015576231	0.0009247289	0.0004178049	0.00028532252	0.00038183358	0.00010150742
i	0.004736142	0.78869855	0.18110675	0.0005770423	0.0031930518	0.00015806715	0.020183066	0.0013473245
a	0.026193345	0.3571848	0.5673467	0.01933134	0.01463611	0.009640428	0.004281483	0.0013858365
k	0.037105713	0.16307795	0.3813494	0.28938898	0.021911912	0.02079803	0.009550074	0.07681788
è	0.0047835405	0.080834076	0.7614475	0.007751978	0.020173693	0.0010249503	0.11746363	0.006520631
c	0.026959788	0.04321354	0.7756768	0.06899264	0.054548983	0.0050906185	0.018436804	0.0070808805
c	0.0015156533	0.010527464	0.88093567	0.019187521	0.035761584	0.0004879374	0.04891929	0.0026648496
i	0.0009034937	0.0004007874	0.081430346	0.7905962	0.1010606	0.019119943	0.004584307	0.0019044119
a	0.028541006	0.036229726	0.1940688	0.20040132	0.32170227	0.15085503	0.0636686	0.004533269
u	0.10558197	0.09284202	0.20251134	0.04106123	0.03244746	0.11918106	0.050095886	0.35627902
s	0.017817328	0.023780996	0.053405464	0.023972085	0.04117386	0.16391519	0.048546854	0.6273883
e	0.023939736	0.025593452	0.030715303	0.0018621993	0.26879936	0.024148043	0.59335136	0.03159055
n	0.019198114	0.0812723	0.4787822	0.0038704192	0.030572498	0.010987488	0.23541382	0.13990314
d	0.002162529	0.0014973851	0.00251824	0.00035130477	0.26319057	0.071078494	0.6085673	0.050634127
ì	0.0046364777	0.003142387	0.020126326	0.002849195	0.424942	0.0168035	0.49987432	0.027625723
n	0.00077159086	0.0042096605	0.014378072	0.015291872	0.05721945	0.72621566	0.16738197	0.014531697
n	0.00014011572	0.0010283516	0.005458298	0.003747598	0.22570625	0.27612156	0.42262474	0.065173075
u	0.00011619452	7.434733e-05	0.001738964	0.012151798	0.024880864	0.2554803	0.03885419	0.66670334
n	0.0036043504	0.0150435	0.07391417	0.07893431	0.06876698	0.16561326	0.5408504	0.053273067
e	7.8038465e-05	8.128116e-05	0.00020448897	0.00024594928	0.0070160013	0.022610106	0.7983945	0.17136955
i	0.010755612	0.02589582	0.10049958	0.073731326	0.14369667	0.10954388	0.50753057	0.028346587
g	0.014248458	0.015996998	0.14492804	0.010422781	0.12820843	0.026981257	0.5490439	0.11017014
e	0.00030988012	0.00026744485	0.0014503739	3.897403e-05	0.0058196327	0.00024149856	0.9901682	0.0017039685
n	0.0008873693	0.0023759943	0.02109615	0.00035469918	0.0039934493	0.000842793	0.96750164	0.0029477936
i	0.0002078487	0.00010396494	0.00029212216	0.00018211541	0.0056354757	0.0006840452	0.97465897	0.018235413
t	0.00035044664	0.0005600079	0.004359589	0.0014864517	0.007433141	0.0037724853	0.97927284	0.0027650516
ò	0.00059273967	0.0008998655	0.0039500287	0.0009758967	0.042318646	0.0017225404	0.9346504	0.0148898605
r	0.0004012672	0.0015921309	0.013764409	0.00915773	0.041232374	0.013935183	0.789285	0.13063188
i	5.9161717e-05	0.00017728901	0.0015306439	0.0011307538	0.004295606	0.0009579576	0.97436327	0.017485263
</S>	0.0033297134	0.042524192	0.087310866	0.20045727	0.061901692	0.18049854	0.21947323	0.20450453
