 	mia	sorella	ancora	non	è	venuta	qui	</S>
t	0.92704666	0.06263625	0.0045485026	0.00021171813	0.0013868273	0.0021197633	0.0010300193	0.0010201895
i	0.5757539	0.30611375	0.013812082	0.00061576953	0.0034443699	0.001188846	0.007977726	0.091093525
n	0.10980865	0.73263144	0.015789187	0.015576206	0.016075116	0.006780177	0.09474881	0.00859041
a	0.0003466676	0.99143887	0.004398757	7.142669e-06	0.000422024	0.0007691296	0.0021862625	0.00043112139
d	0.026931565	0.9303676	0.0054584425	0.006339505	0.0028492548	0.0023783166	0.0040062508	0.021669107
r	0.00026833135	0.9794942	0.009703963	8.027964e-06	0.0016320139	0.0024966276	0.0060704774	0.0003262565
e	0.020000383	0.8581375	0.016925206	0.0028058568	0.030309917	0.0120228445	0.054781243	0.00501708
f	0.049028978	0.9293375	0.013159268	0.0012192533	0.0019161399	0.0019212797	0.0014655835	0.0019520976
f	0.0005485654	0.87689656	0.06356723	9.5680945e-05	0.010214542	0.013657219	0.03305644	0.0019638252
ì	0.009700732	0.7100038	0.04341678	0.01257616	0.061248686	0.028456736	0.118905745	0.015691323
m	0.030091072	0.76556987	0.15332878	0.014753536	0.01992925	0.0045656054	0.011502664	0.00025918326
m	0.007807697	0.7723656	0.053408425	0.080364496	0.025067728	0.00838203	0.02564637	0.026957627
u	0.0057938076	0.06173588	0.10038527	0.38963836	0.15403333	0.12231535	0.16204453	0.004053478
a	0.016329024	0.10041861	0.5508265	0.0551501	0.12241781	0.071188636	0.0822854	0.0013839399
n	0.05856413	0.07775375	0.7308855	0.02797631	0.019035796	0.01741349	0.012537296	0.055833723
k	0.003879625	0.004623062	0.7949387	0.004100777	0.09900982	0.047890168	0.042403683	0.0031542
ò	0.07437474	0.015050611	0.5337431	0.10546777	0.15825571	0.03169998	0.07971397	0.001694114
r	0.0014787941	0.0037001106	0.5907893	0.044645667	0.29674983	0.04448742	0.01803529	0.00011355811
a	0.0003953611	0.0015958648	0.26785618	0.44931924	0.21928258	0.027722428	0.028348155	0.005480219
e	0.006869326	0.049547523	0.09640342	0.021916747	0.46037024	0.24400267	0.11186063	0.009029413
n	0.038386997	0.035860315	0.054732922	0.010568447	0.22768219	0.44306555	0.06839337	0.12131018
ì	0.0073759803	0.0027102453	0.03046997	0.0004752978	0.3341644	0.52703	0.09529595	0.0024781951
r	0.0020856783	0.007287783	0.040927805	0.0019832063	0.56654406	0.21092165	0.16714214	0.0031077135
t	0.00027105672	0.0009812012	0.025532946	0.0012200525	0.58481544	0.14529191	0.2346078	0.0072795474
e	0.0016565135	0.0010130024	0.008246977	0.04866413	0.43160868	0.20812894	0.25060457	0.050077222
e	0.0011173817	0.014370992	0.008168401	0.0116555	0.09108096	0.53262687	0.3349185	0.006061398
t	0.03614131	0.029593816	0.018329734	0.01048006	0.06658856	0.42548272	0.34601617	0.067367606
t	0.006325212	0.0011042759	0.0011504942	0.0011632219	0.02996359	0.25340205	0.7029994	0.0038917526
ù	0.0009178146	0.0030988182	0.005165987	0.019035643	0.08432608	0.25677872	0.62198496	0.008691932
</S>	9.999746e-05	0.0005264026	0.0008722345	0.0015196018	0.00842799	0.031898152	0.9529112	0.003744473
