 	che	impara	una	cosa	che	studia	una	cosa	</S>
n	0.9744645	0.020118888	0.0027715955	8.1223014e-05	0.00025879618	0.0008747642	0.00030731104	0.00015323708	0.00096962944
a	0.9572235	0.0277366	0.003023353	3.7950933e-05	0.0002828534	0.00044972685	0.00043185946	0.0011597258	0.009654374
m	0.6483284	0.31855687	0.019063279	0.0025251987	0.002749694	0.003166678	0.0029140576	0.0015808351	0.0011149225
à	0.027085813	0.92118263	0.03739482	0.0010303919	0.0019855262	0.0028431995	0.0012824791	0.001570703	0.0056244214
t	0.022668438	0.9335768	0.03480453	0.000600043	0.0018802496	0.005540303	0.0007548728	0.0001048644	6.9894064e-05
i	0.054788806	0.8203571	0.061599303	0.030932289	0.017343422	0.0017043456	0.0034889984	0.0021770615	0.0076086405
è	0.024341244	0.6283572	0.24493726	0.0049066604	0.01095191	0.07421454	0.007922601	0.002060625	0.002307907
n	0.004432949	0.07681033	0.8171154	0.054556087	0.006405531	0.008915406	0.0037086918	0.018368755	0.009686824
a	0.0023663538	0.16088396	0.679735	0.11792565	0.02780464	0.0060973596	0.0035918613	0.0006345586	0.00096071593
p	0.027463127	0.07524661	0.5348806	0.041912906	0.056564786	0.22215466	0.030512616	0.005404065	0.0058606416
r	0.004115385	0.020670477	0.69440407	0.05904593	0.17354085	0.027118329	0.018324977	0.0011374288	0.0016425722
à	0.0038126253	0.0035746517	0.11078835	0.7330933	0.13345797	0.003800203	0.006976424	0.0036079932	0.0008883974
m	0.0024596397	0.0029585594	0.08050716	0.24741814	0.5674519	0.0847745	0.0129453195	0.0013577203	0.00012697409
a	0.00014039037	0.00022193132	0.061973985	0.635253	0.23674978	0.00921988	0.00761789	0.04540838	0.0034147918
n	0.004263873	0.006545047	0.024262713	0.02805295	0.49606487	0.33568278	0.093178056	0.0067430013	0.005206713
a	0.0009880734	0.0008978827	0.010110443	0.026453942	0.8016599	0.12948774	0.02817778	0.0012554949	0.0009688661
s	0.007351065	0.009426288	0.024484	0.0074005537	0.481414	0.36935675	0.07656283	0.00755264	0.0164518
t	0.0017642081	0.0011159164	0.0027244901	0.0031920986	0.6626279	0.29173625	0.033635512	0.0016652377	0.0015384183
u	0.0027763858	0.0011188521	0.0050900746	0.030261902	0.79845726	0.12319809	0.025371995	0.012463342	0.0012620989
d	0.0017313588	0.0026987277	0.005227815	0.004076817	0.06033693	0.874021	0.042967454	0.0067162965	0.0022235159
i	0.0010606996	0.00048508446	0.0010291528	0.004855633	0.5304379	0.34458804	0.094796136	0.016945641	0.005801735
è	0.0231871	0.011077048	0.028155623	0.0059308247	0.17910899	0.3544382	0.3173207	0.060928244	0.019853294
t	0.0005474328	0.0006128388	0.001929298	0.00036595162	0.0072044525	0.7954808	0.18416269	0.0062598977	0.0034365763
s	0.0002498716	0.00020179187	0.0008623206	0.0021104715	0.059758615	0.29379734	0.3901492	0.24587248	0.006997942
i	0.0005257059	0.00031078118	0.001911626	0.03640363	0.13721788	0.09016054	0.19561343	0.4865585	0.05129795
è	0.0010678032	0.0030966143	0.0070712706	0.018222539	0.014792344	0.47812584	0.3675792	0.10388515	0.006159237
n	0.003799542	0.0040301606	0.019061733	0.0023902813	0.01855867	0.24009906	0.662834	0.033928115	0.015298438
a	7.672184e-05	7.431081e-05	0.0002738401	0.0003243063	0.004204551	0.10993629	0.49398068	0.38176858	0.009360723
p	0.010168907	0.019630142	0.025164362	0.03551068	0.050174385	0.2972024	0.4359405	0.10206405	0.024144497
r	0.0032670859	0.001027843	0.0021609818	0.013588941	0.02455461	0.056730095	0.26984465	0.60585433	0.022971503
à	0.0002986854	0.00026444136	0.0011957355	0.0038634706	0.0032408796	0.011033317	0.12809941	0.8408592	0.011144903
m	9.7850665e-05	0.00026237004	0.00069281814	0.003800322	0.0013815715	0.017913802	0.31574088	0.6505933	0.009517102
a	4.9593323e-06	3.2402427e-06	7.632941e-06	0.00020053325	0.00010585536	0.00018017425	0.02114701	0.9743896	0.003961043
</S>	0.020030705	0.03254855	0.030069236	0.09116305	0.047093086	0.08017934	0.23707741	0.45241493	0.009423783
