 	vado	cercando	una	macchina	che	consuma	poca	benzina	</S>
p	0.98934317	0.007720145	0.0011628841	0.00020344577	0.00019437642	7.3349314e-05	0.00019178567	0.00017850939	0.0009324491
à	0.9864824	0.004442927	0.0004029204	0.00019430925	0.000322116	3.986585e-05	0.0026005767	0.00029401557	0.0052209725
o	0.97387403	0.024287887	0.0006928215	0.00016491042	0.00025089376	4.7293204e-05	0.00064930436	2.2961067e-05	9.842487e-06
c	0.60347617	0.17021471	0.011735492	0.026857365	0.01469724	0.037523415	0.067079	0.0055837706	0.062832795
e	0.02223329	0.970403	0.003757343	0.0002839696	0.00026577845	3.411405e-05	0.0011811103	0.00048633484	0.0013549331
r	0.04177877	0.94181216	0.00686547	0.0015234514	0.0015614065	0.00095308793	0.0037647863	7.688048e-05	0.0016640492
k	0.002922969	0.9630568	0.030106174	0.00044200107	0.0006613155	1.3580246e-05	0.0007503291	0.0014101298	0.00063675287
è	0.0059655774	0.92766714	0.04034924	0.009686293	0.0076475083	0.0011594981	0.003425385	0.0035178084	0.00058160507
o	0.0015024368	0.93809134	0.04787853	0.0057047093	0.004858147	0.00028655946	0.0015222622	0.00010853433	4.756845e-05
n	0.02279935	0.7290107	0.17554557	0.008154665	0.012003477	0.0065065515	0.026506627	0.010948308	0.008524689
t	0.0017209598	0.6074585	0.3700486	0.011602629	0.0017975267	0.00023305812	0.0023468216	0.0027009868	0.0020909195
a	0.0023269237	0.2002719	0.57781386	0.13317162	0.041086208	0.018664433	0.017757306	0.0063849133	0.002522858
è	0.0045753755	0.043996383	0.86063635	0.06517383	0.017625283	0.0018978923	0.0052824165	0.00053031795	0.00028212985
n	0.0066781496	0.024113595	0.7008456	0.11149134	0.05153967	0.03166493	0.022399858	0.03145666	0.01981015
a	0.00039990566	0.018187389	0.7052585	0.18295202	0.064382285	0.00981368	0.0020518387	0.016192153	0.00076217833
m	0.002205389	0.006283327	0.28246713	0.40327913	0.24743547	0.021943465	0.015476016	0.009236478	0.011673531
à	0.00030004332	0.0028870672	0.15712266	0.6641509	0.111444995	0.05064632	0.0036228634	0.0068487064	0.0029765032
k	0.0004226447	0.0009654465	0.035587963	0.4559301	0.44511458	0.0486879	0.010955907	0.0021240846	0.00021126492
i	6.20832e-05	0.00050883344	0.09248902	0.43024865	0.20704775	0.25966957	0.0032228867	0.0032059269	0.0035453832
n	0.0013720995	0.003392449	0.027746437	0.23614438	0.53291756	0.1538398	0.028647877	0.010411663	0.0055276738
a	0.00017618721	0.0009171448	0.023365565	0.40765244	0.31921297	0.12471406	0.013131068	0.10870065	0.0021299685
k	0.0052988897	0.007281323	0.027854912	0.10069705	0.7083497	0.056729395	0.07476525	0.006490194	0.012533325
a	0.00065965863	0.0022457554	0.008159205	0.2036637	0.46416813	0.22695136	0.023707714	0.06520749	0.0052369977
k	0.01428767	0.016886106	0.02932618	0.07420225	0.6261746	0.07874547	0.13658436	0.015455124	0.008338256
u	0.00076977204	0.002702029	0.005774722	0.09216667	0.3527039	0.26888472	0.050048664	0.21532334	0.011626146
n	0.022092173	0.025113974	0.034371823	0.06541925	0.45817256	0.08960455	0.25558737	0.039968543	0.0096698
s	0.00019163487	0.00075273984	0.0018464822	0.022250822	0.07350696	0.074221626	0.04381297	0.77060354	0.012813289
u	0.00024097404	0.0006755159	0.0028741863	0.012932302	0.21716705	0.71413547	0.017124292	0.03143398	0.0034163636
m	0.00306326	0.009420908	0.046850536	0.0781782	0.1908874	0.31624582	0.12995082	0.20064968	0.024753321
è	0.00026885196	0.0013046832	0.0014221496	0.01602899	0.033913333	0.7307155	0.06321988	0.121492885	0.031633712
i	0.0022941844	0.0021751318	0.0025713318	0.013580342	0.05737937	0.08835052	0.75325745	0.07684435	0.0035473497
o	0.007476374	0.024701746	0.048718896	0.03076847	0.064752035	0.02536192	0.08712951	0.7069979	0.0040932996
l	0.0014897665	0.0032101609	0.0127105275	0.004115257	0.012725453	0.04304423	0.16099407	0.717092	0.044618554
ì	0.0028809637	0.009565016	0.009809036	0.0040266686	0.014740323	0.012754661	0.07816261	0.86641663	0.0016441266
b	0.0006046421	0.0011899519	0.0025447898	0.0021730724	0.008923708	0.013679854	0.15243621	0.8088876	0.009560138
e	0.00022793957	0.00039492428	0.00043751943	0.0014045187	0.001979318	0.008139094	0.20293649	0.78199714	0.0024830282
n	0.0011314526	0.0028318206	0.006060999	0.019073755	0.01585593	0.018885925	0.24586326	0.6721909	0.018105917
z	0.000107910586	0.00042631786	0.0008725891	0.0009823468	0.0023136076	0.021291453	0.04874836	0.9106381	0.014619294
ì	0.00031264467	0.00083439075	0.0022916978	0.0035467646	0.0060508642	0.05055988	0.038952548	0.8668191	0.030632066
n	0.0003918573	0.000695578	0.0016636061	0.0035157516	0.004624825	0.0077659856	0.17241387	0.63739896	0.17152955
a	0.00013509495	0.00016429163	0.00024027737	0.0005944192	0.0013364588	0.0077948603	0.36460352	0.5554574	0.069673724
</S>	0.01904175	0.030236712	0.066605836	0.11978404	0.10556041	0.104010455	0.15612261	0.33026913	0.06836903
