 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
e	0.98407596	0.0029038922	0.000756338	0.00020569704	0.0061093457	0.0007424706	0.003922182	0.0003726657	0.00031318693	0.0005982692
p	0.9136647	0.03734831	0.0007538273	9.624487e-05	0.01480645	0.0021056593	0.0006763692	0.009302938	0.012157631	0.009087852
è	0.6301702	0.13242507	0.0040092664	0.00034279784	0.1745628	0.0085407775	0.013055702	0.01253969	0.013173769	0.011179822
n	0.5940506	0.33769694	0.012806669	0.0007690812	0.040283907	0.0016895832	0.00606637	0.0029430261	0.0013790478	0.0023148374
s	0.015295042	0.9689433	0.009509677	0.0003028509	0.001753096	0.0010207513	0.00080687494	0.0014794132	0.00060211925	0.00028695835
e	0.0010312492	0.937384	0.032439396	0.0155010205	0.00041264403	0.0012593097	0.0015463686	0.0024243349	0.0064569693	0.0015447635
t	0.020162517	0.16291483	0.642344	0.041120965	0.01763862	0.035818562	0.032027137	0.045126516	0.0020067852	0.00084009423
s	0.0021706098	0.47430128	0.34720662	0.017131124	0.03957926	0.02105058	0.010746035	0.018631259	0.06702994	0.002153305
e	0.0011811192	0.5181821	0.40851203	0.034875903	0.0049317	0.004476587	0.005481603	0.004736161	0.014992179	0.0026306924
k	0.008663492	0.046667326	0.7645739	0.10956287	0.018592225	0.01744502	0.019837523	0.013100485	0.0011935392	0.00036358318
a	0.0009301608	0.037872754	0.38774228	0.1467794	0.11936199	0.08248725	0.036830068	0.026294705	0.15755711	0.0041442816
o	0.01188651	0.024849886	0.49992794	0.2110055	0.11295829	0.059216794	0.03417026	0.021966966	0.002258836	0.021759028
l	0.008913387	0.0566407	0.0538744	0.07505883	0.5773518	0.070104405	0.10886185	0.020411942	0.0191944	0.009588329
à	0.00064439495	0.014723447	0.029822923	0.06734294	0.3769659	0.29098815	0.1683992	0.01427674	0.034954567	0.0018816873
d	0.0063854055	0.02530382	0.060753517	0.048826832	0.5263646	0.15402357	0.16009244	0.011029185	0.0028802927	0.004340351
r	0.0007995063	0.0018703365	0.04712573	0.07197657	0.6089146	0.15679556	0.09046056	0.01131238	0.009418093	0.0013266297
o	0.0012286359	0.019811694	0.07468094	0.4245498	0.050887365	0.13718338	0.07255513	0.015373425	0.09992652	0.103803135
m	0.004193298	0.040612888	0.019194856	0.11614758	0.06807662	0.45117512	0.18568532	0.084484704	0.02300903	0.007420584
b	0.00097518234	0.018398318	0.01204453	0.07272149	0.25203252	0.27046865	0.18842046	0.08639968	0.096155524	0.0023836028
ì	0.0032880255	0.049340025	0.013236136	0.03238151	0.19732556	0.31951487	0.20205192	0.08575892	0.07617535	0.02092765
k	0.0006675795	0.0009916435	0.0030784572	0.0202304	0.18085636	0.38434395	0.11447819	0.23408827	0.06016725	0.0010979256
e	0.0003568774	0.0010087143	0.0039135236	0.033822358	0.32669663	0.25355995	0.20236315	0.07221473	0.0928297	0.0132343
à	0.013482667	0.007985073	0.034559302	0.11832661	0.022265758	0.15023562	0.07113226	0.33918703	0.13844763	0.10437806
t	0.0045900126	0.006140449	0.0061109415	0.00075255014	0.018017739	0.21168454	0.046442464	0.52209944	0.17731458	0.0068472754
t	0.00045777365	0.002269911	0.0007062502	0.0002555127	0.043973565	0.05036594	0.027149716	0.53765184	0.33555013	0.0016192683
i	0.0012270173	0.0069620754	0.0074780583	0.012537976	0.039392114	0.21570076	0.08353602	0.059863415	0.33744156	0.23586102
f	0.0020958355	0.005617446	0.0074070417	0.011537958	0.00728363	0.03964602	0.01058469	0.3462614	0.5379126	0.031653367
i	0.00010935204	0.025462853	0.00043076032	0.00014014031	0.0022301849	0.0033090264	0.0029496434	0.20940484	0.7469348	0.009028331
n	0.009774362	0.023817353	0.022966214	0.030262543	0.009422857	0.043990795	0.039906196	0.3547397	0.4273439	0.03777605
è	9.879172e-05	0.03850354	0.00051420083	0.0001824001	0.00046694063	0.00071885914	0.0008804018	0.054545894	0.88995826	0.014130738
s	0.00120216	0.0024127946	0.0011506579	0.00042325014	0.0025157356	0.010736036	0.0056323344	0.12509431	0.84920585	0.0016269266
t	7.059348e-05	0.00016634182	0.000105349216	5.448651e-05	0.00064082985	0.00061526883	0.00051141455	0.039316546	0.9546836	0.0038356055
r	0.0005403771	0.0015055161	0.0012602473	0.00081529596	0.00093869795	0.0056508356	0.0033853156	0.03742567	0.56062776	0.38785028
a	9.657117e-05	0.00048754626	0.0002754312	0.00019938553	0.00036963722	0.00097136607	0.0004110707	0.006742321	0.5865853	0.40386143
</S>	0.006372891	0.0025323608	0.008121843	0.018109366	0.0074855196	0.07120835	0.020696407	0.0878025	0.7461718	0.031498943
