 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
e	0.9862374	0.005265523	0.0021608272	0.00087207585	0.0036305594	0.0003098278	0.00077622046	0.00074750546
m	0.9891718	0.00083236536	0.0015205084	0.00042227583	0.0010770262	0.0024720004	0.002988275	0.001515748
a	0.64703774	0.16459784	0.037423912	0.008562828	0.062451128	0.01066798	0.0067621623	0.062496465
r	0.433774	0.09394441	0.020083478	0.005439808	0.040724646	0.034683257	0.010247537	0.36110294
a	0.033188432	0.75162464	0.08773243	0.015627122	0.08957382	0.0048389607	0.009549863	0.007864722
n	0.08702018	0.8619404	0.02731256	0.0011608026	0.0071433587	0.0036243459	0.00043398672	0.011364404
g	0.0031507586	0.7757958	0.16020569	0.016022425	0.03972326	0.0012410778	0.0026344636	0.001226516
i	0.013368952	0.93373334	0.027009916	0.012045502	0.008282602	0.0022788944	0.0015349777	0.0017459138
à	0.020470249	0.9113176	0.055867437	0.0019197245	0.007388972	0.0022391903	0.00031380242	0.0004830075
n	0.0032129677	0.78059673	0.18922785	0.004317958	0.006166248	0.011169205	0.0022907015	0.003018393
e	0.0023420963	0.546506	0.40937987	0.02785621	0.0050276387	0.0053673787	0.002653228	0.00086752657
è	0.019489592	0.15860142	0.62096715	0.03486393	0.124153875	0.03269467	0.0040829363	0.0051464178
n	0.0022710287	0.021136817	0.83355325	0.04560087	0.053215872	0.013074802	0.009141792	0.02200563
e	0.0006798382	0.039202895	0.79145193	0.15215954	0.011326553	0.0032849365	0.0013213868	0.00057292846
s	0.007055785	0.015249436	0.69379574	0.07811651	0.15539995	0.029217426	0.0068984074	0.01426672
e	0.0009834068	0.0074222274	0.45540425	0.4708214	0.055883702	0.003945462	0.0044550165	0.0010844739
g	0.0029814278	0.018613428	0.41815704	0.34399676	0.16592064	0.023173569	0.009120894	0.018036224
i	0.0005369712	0.0017657937	0.25591084	0.62194484	0.11030756	0.0038184982	0.0043090596	0.001406452
r	0.0015964624	0.021824438	0.21389236	0.65752673	0.06817526	0.019831166	0.008353956	0.008799515
è	0.00039211338	0.00073061313	0.14264253	0.627385	0.21749285	0.005016773	0.0042675873	0.002072514
t	0.00030413773	0.0029530758	0.08271639	0.67914236	0.20566365	0.023150912	0.0042561106	0.0018134216
s	6.285447e-05	0.0014208234	0.11316768	0.6754378	0.15156896	0.027371868	0.025754474	0.0052155573
i	0.00021134004	0.0016121593	0.029514426	0.53940046	0.056788396	0.104612045	0.12648657	0.14137456
d	0.00092407817	0.0010856434	0.0076820026	0.10464311	0.81004757	0.05470283	0.01633238	0.004582398
ò	0.00031853636	0.00039676472	0.014581029	0.44825292	0.33834076	0.092477195	0.09535004	0.010282738
p	0.000107921085	0.0005942924	0.0020939312	0.12242861	0.5929022	0.25263476	0.028608164	0.00063015614
u	3.945582e-05	0.0006706494	0.0077210013	0.44520053	0.24788572	0.15480739	0.13812077	0.0055544972
e	0.0023508074	0.0033028373	0.00725425	0.030065577	0.56962836	0.23099118	0.14353749	0.012869542
m	0.0030840144	0.012156067	0.008240498	0.035362825	0.4494099	0.28652367	0.15352097	0.05170195
a	0.0014088674	0.004076172	0.0025445179	0.03901356	0.39850834	0.39344177	0.13786061	0.023146149
r	0.005064348	0.0075306348	0.008263334	0.030224044	0.12305705	0.4997997	0.32461667	0.0014442783
è	0.0007584564	0.0006540124	0.0008707114	0.013099613	0.07601953	0.37812287	0.48579162	0.044683162
i	0.00016698333	0.0006960028	0.0011430779	0.0075208778	0.10216929	0.44222432	0.44312567	0.0029538386
</S>	0.0012368711	0.008196109	0.010050273	0.028321514	0.20576544	0.18236893	0.5328585	0.03120239
