 	quando	è	arrivato	Giovanni	Anna	stava	ancora	cucinando	</S>
m	0.9861908	0.007977981	0.0012687145	0.0023801946	0.00038662512	0.00029143805	0.00017622227	0.00026191343	0.0010660646
ò	0.8980298	0.012133204	0.0048771095	0.0049343123	0.0030735498	0.0014490453	0.006647059	0.023114044	0.045741856
t	0.94555753	0.041149724	0.004443957	0.006643618	0.0010998643	0.00050206133	0.0003130463	0.0001804577	0.00010978631
t	0.79448885	0.15645385	0.017279329	0.012786956	0.012005115	0.0031055135	0.0018301426	0.001278131	0.00077215064
e	0.0772496	0.7352989	0.051738635	0.006194631	0.049500648	0.02017163	0.0424243	0.013756245	0.0036654437
è	0.022633724	0.84056723	0.11636089	0.0090411985	0.008114691	0.0017881653	0.0010673489	0.00017935433	0.0002474436
s	0.017774079	0.3432232	0.45632848	0.07918873	0.010674259	0.010216156	0.035446167	0.019476166	0.027672831
t	0.0028066388	0.3811497	0.58465964	0.024959277	0.0035478496	0.0010205901	0.0004936169	0.0011826357	0.00018011256
a	0.0017310921	0.46091548	0.4001489	0.0067154705	0.036522646	0.010978392	0.05643324	0.02214165	0.0044131777
s	0.0045190523	0.046026774	0.873668	0.034844834	0.031172868	0.0055807023	0.0035524275	0.00048349972	0.00015181399
e	0.0014794492	0.020945206	0.68229705	0.19482575	0.030736413	0.027786193	0.010236831	0.030422643	0.0012705345
o	0.01748503	0.07632829	0.47317162	0.25201494	0.112103745	0.02936616	0.015067602	0.001847604	0.022615029
G	0.00805175	0.011183323	0.041063122	0.8748219	0.029693522	0.004075027	0.0074759615	0.006021348	0.01761405
i	0.002110983	0.0051337657	0.18905585	0.711552	0.063614234	0.017585218	0.002399406	0.00742448	0.0011240568
u	0.013468251	0.027740888	0.16952203	0.6686071	0.07804151	0.007414546	0.0076838573	0.0020385599	0.02548314
v	0.013137313	0.008765788	0.01491095	0.8343142	0.04266536	0.006109319	0.017289238	0.01147739	0.051330436
à	0.0020619123	0.0016627908	0.024642313	0.91966724	0.041943904	0.0066685085	0.0006493462	0.0008225181	0.0018813699
n	0.006650068	0.0043999646	0.0131030055	0.87036264	0.03732018	0.021443311	0.03020785	0.0098151015	0.0066977716
n	0.001180033	0.00065719394	0.08173394	0.7409212	0.10689185	0.054569315	0.006678584	0.005537808	0.001830138
i	0.00042026246	0.0025594598	0.019398097	0.062255587	0.045994136	0.06534831	0.09611899	0.07196975	0.6359354
t	0.0036935457	0.007968865	0.012723874	0.221	0.26838478	0.32468197	0.12232184	0.03399383	0.005231206
i	0.0004472268	0.0005068449	0.0045288345	0.5838689	0.23853427	0.058363594	0.011916201	0.099434145	0.002399969
n	0.004607424	0.01255737	0.012104063	0.15390219	0.44643697	0.20664476	0.09967495	0.0188648	0.045207437
A	0.00034039747	0.0004084559	0.000969257	0.3091621	0.4267868	0.19485775	0.009381969	0.053241182	0.0048520863
n	0.0003679581	0.0003356371	0.00056820497	0.07535229	0.40283027	0.47973835	0.03159581	0.009161902	4.9577608e-05
n	0.0004846905	0.00018439195	0.000796484	0.23427957	0.52488	0.17771928	0.024805397	0.03212106	0.00472913
a	0.00031507306	0.0015011275	0.001285801	0.039311692	0.23694131	0.12027841	0.17173967	0.1466066	0.28202033
ì	0.0006924993	0.00066006	0.0013952291	0.003065014	0.06447421	0.8155696	0.08493002	0.02804371	0.0011696647
s	0.0010922399	0.0012442536	0.002240011	0.0033434543	0.031221956	0.8895372	0.045056447	0.02413184	0.00213261
t	0.00017545004	0.00010696609	0.00020332752	0.03306349	0.13623664	0.6748822	0.06068095	0.09291221	0.0017387578
i	0.0002802044	0.0009849077	0.00089523447	0.0055970782	0.16035546	0.24112783	0.22936414	0.17625684	0.18513831
