 	avete	cucinato	le	verdure	</S>
i	0.9898928	0.004012803	0.00093898835	0.0018529672	0.0033022978
m	0.75108945	0.09053204	0.007870907	0.029519547	0.12098801
a	0.1365953	0.46768534	0.059006833	0.12713991	0.20957269
r	0.16139174	0.14378667	0.06631224	0.12632851	0.5021809
è	0.02755406	0.85695356	0.008947374	0.09510539	0.011439638
t	0.010976211	0.96274215	0.011644348	0.014508662	0.00012867244
s	0.0057341745	0.8784469	0.07507905	0.02571243	0.01502745
a	0.006754467	0.45776603	0.42395383	0.08629046	0.025235245
t	0.022751559	0.18364508	0.5811337	0.20991887	0.002550836
o	0.0015985927	0.052703295	0.7752364	0.1529283	0.017533287
l	0.04921079	0.054863997	0.22798151	0.61587393	0.05206971
a	0.0013904669	0.0028460375	0.74523073	0.22544956	0.025083162
l	0.032263525	0.032364666	0.22878636	0.67486644	0.03171898
à	0.0016926246	0.0037572004	0.42219913	0.5468306	0.025520416
c	0.008172883	0.010293751	0.07002461	0.90734935	0.0041593728
h	0.0008181084	0.00081778265	0.036142692	0.9413165	0.02090493
a	0.0038982786	0.006023704	0.08020266	0.8533117	0.05656359
n	0.014136174	0.07178702	0.05576231	0.85474163	0.0035728589
a	0.00039576663	0.0008796693	0.014867954	0.8427267	0.1411299
</S>	0.061689302	0.14361987	0.2703635	0.51340854	0.010918747
