 	può	che	sono	ancora	svegli	</S>
i	0.9694995	0.01944508	0.006136334	0.0018238953	0.0017440616	0.001351105
s	0.4265908	0.20071732	0.009818121	0.024006583	0.23046726	0.10839986
ò	0.017715404	0.9097089	0.038848054	0.007969434	0.014628219	0.011129936
z	0.021728711	0.9313698	0.025446828	0.011187234	0.0065863165	0.0036811256
i	0.014604167	0.9506395	0.028904947	0.0034453673	0.0002569886	0.002149019
k	0.0093278885	0.7544268	0.17080022	0.06509305	0.00014031834	0.00021179335
a	0.009374781	0.6364858	0.33257428	0.004516208	0.011502314	0.005546495
ì	0.01347864	0.13626705	0.65556514	0.19104266	0.0007393375	0.002907046
n	0.006229948	0.027680062	0.811279	0.13267465	0.009299483	0.012836879
e	0.0010404412	0.015886454	0.8998011	0.06657849	0.0037448402	0.012948703
a	0.018766476	0.027299697	0.23358075	0.7012025	0.0010081237	0.018142404
n	0.010400888	0.0077383663	0.01597926	0.0915999	0.8217652	0.052516364
k	0.010696148	0.006424437	0.0114266025	0.066142485	0.8950456	0.010264698
ò	0.084542595	0.17183998	0.4597572	0.24665812	0.031657156	0.0055449954
r	0.0012846595	0.0019455975	0.014366384	0.9570376	0.02119179	0.0041739554
a	0.000946429	0.001053401	0.018861609	0.5186411	0.44744295	0.013054462
a	0.028039064	0.025043052	0.15578552	0.76055	0.0035309913	0.027051307
t	0.12201798	0.06996323	0.12231383	0.16950352	0.36816946	0.14803192
s	0.059750132	0.02864028	0.015843038	0.045357853	0.814801	0.03560778
ù	0.05106257	0.07347536	0.16852534	0.65204924	0.022284627	0.032602835
n	0.020123156	0.020875266	0.15905082	0.55173314	0.056629334	0.1915883
n	0.002331826	0.0011291469	0.0051320773	0.028971002	0.8188755	0.14356054
i	0.007959636	0.0033267771	0.0136750555	0.07118758	0.065295	0.838556
t	0.05730207	0.05445931	0.26401556	0.49211222	0.087542176	0.044568658
i	0.0016377805	0.00041204534	0.0005318079	0.0012460069	0.26184446	0.7343279
</S>	0.0919973	0.14375547	0.37055314	0.3555414	0.012282308	0.025870295
