 	oggi	io	non	ho	cosa	da	fare	</S>
s	0.992031	0.0055701146	6.295883e-05	0.0003426528	1.8905923e-05	0.00030752865	0.00089281244	0.00077398267
ì	0.98041105	0.010401669	5.0118397e-05	0.00030102313	2.8408429e-05	0.0007556925	0.0030650792	0.004986981
m	0.97286046	0.026189815	0.00013062308	0.00018117104	5.0203747e-05	0.0004643351	0.00011214546	1.1311124e-05
m	0.8695213	0.034001615	0.022193333	0.0069255223	0.0156238675	0.021537444	0.0040727356	0.026124202
e	0.07121947	0.11866719	0.08350658	0.2032848	0.030937593	0.48691785	0.004930431	0.0005361572
r	0.1711504	0.53667444	0.021096041	0.08604863	0.024857543	0.13511322	0.022310225	0.0027494803
i	0.0028580665	0.96926033	0.008823869	0.01210671	0.0002601299	0.0029152331	0.0019707046	0.0018050319
e	0.03287009	0.5405237	0.062139332	0.06320004	0.09917226	0.037388094	0.03330057	0.13140588
v	0.016112465	0.95295745	0.002529208	0.0037197005	0.0029021415	0.0031780365	0.00603748	0.012563554
ò	0.0025331106	0.97974306	0.00088112307	0.015583392	0.00014125073	0.00072481215	0.0002622583	0.00013089794
e	0.008683229	0.79999995	0.01200393	0.15564413	0.009347488	0.01359378	0.00048468797	0.00024287429
n	0.12056219	0.30414447	0.01114128	0.1320414	0.107978724	0.04353425	0.024202166	0.25639555
è	0.015653595	0.269494	0.0020560238	0.59990776	0.01019041	0.021069942	0.06094348	0.02068481
c	0.010323732	0.020284867	0.009420532	0.6735656	0.15818031	0.10078069	0.015118556	0.012325749
h	0.0038705103	0.022447834	0.0033644773	0.5994667	0.30950975	0.051342804	0.0025702512	0.007427586
o	0.00011018852	0.00044346089	0.0066291094	0.18017519	0.7523857	0.052052177	0.0058205593	0.0023836212
t	0.013689912	0.0048323283	0.023485083	0.16695088	0.18535063	0.55411637	0.03707455	0.0145002315
i	0.0025016528	0.0060143624	0.010362785	0.079380944	0.36327517	0.27176908	0.22162402	0.04507198
k	0.022523057	0.017356385	0.04166714	0.20356552	0.02755384	0.6442111	0.023010282	0.020112704
à	0.0011324871	0.0019140826	0.004646475	0.012046048	0.026273284	0.58200485	0.32941484	0.04256797
m	0.005209257	0.011780856	0.002550283	0.03757303	0.003918514	0.91382295	0.020447504	0.0046974705
i	0.0001391067	0.00013069186	0.0005699965	0.0009023356	0.0056263986	0.21904719	0.7675773	0.0060070944
</S>	0.034680106	0.04155081	0.098226994	0.37438926	0.1084817	0.28890884	0.04657077	0.007191455
