 	ho	messo	uno	specchio	sul	muro	</S>
è	0.9833444	0.010519605	0.00018739635	0.0046627005	0.00023005431	0.00035168027	0.0007040431
v	0.22882003	0.7669136	0.00024780742	0.0021922668	9.679711e-05	0.00034155181	0.0013879099
a	0.8400925	0.14227562	0.0006427154	0.0051140366	0.00021577651	0.0051110624	0.006548317
l	0.15232253	0.7080878	0.054569036	0.013984487	0.043521594	0.021029813	0.0064846855
a	0.004779911	0.9597632	0.0006624071	0.0112231765	0.0003907753	0.020804027	0.0023764381
è	0.09619024	0.7400994	0.05759804	0.03703594	0.033361252	0.02110046	0.01461476
n	0.009159743	0.88695836	0.01067825	0.04922051	0.0066734324	0.014358253	0.022951588
a	0.008030194	0.6071865	0.22586663	0.07962602	0.009517266	0.05364985	0.016123602
n	0.09762727	0.065507516	0.113167085	0.32145685	0.18616894	0.18659279	0.029479519
j	0.004036993	0.036816057	0.0074109645	0.72042346	0.020761045	0.2079037	0.0026477028
a	0.0057588597	0.0025051623	0.495959	0.011351935	0.3068211	0.09800087	0.07960307
l	0.040644407	0.0119273355	0.07396234	0.5201683	0.25234702	0.08869127	0.012259297
ì	0.00054279045	0.0008777935	0.0008748535	0.6958875	0.10305728	0.1975354	0.0012244179
s	0.0019278716	0.0013678299	0.023240337	0.26398245	0.6154079	0.0913108	0.0027628418
t	0.0008861714	0.0012468722	0.009350971	0.16106777	0.6897102	0.11444754	0.023290487
o	0.00042471045	0.00020238772	0.014980908	0.033513173	0.71271783	0.18821797	0.04994303
t	0.013711295	0.010550373	0.105861284	0.045758445	0.291147	0.5163192	0.016652375
ì	0.00050519535	0.0012351245	0.0002608639	0.1400792	0.189489	0.63825387	0.030176735
c	0.0015419401	0.0011302973	0.005711668	0.004930612	0.17718205	0.807803	0.0017004805
h	0.00046763816	0.0009840876	0.00018640787	0.010048635	0.22010683	0.7455138	0.022692597
o	0.00038480933	0.000722446	0.0026806057	0.0027752565	0.19045831	0.76552427	0.03745435
</S>	0.01483576	0.03657415	0.16781436	0.0904856	0.30409464	0.3745103	0.0116852345
