 	ti	dico	una	cosa	però	non	parlare	di	queste	cose	con	Maria	</S>
s	0.90226823	0.09036549	0.0037986962	0.00016119957	0.0007091388	7.485389e-05	0.0001387085	8.332052e-05	0.00014342337	0.00022969907	0.00017330595	0.0014212165	0.00043277326
u	0.5275014	0.4447834	0.0062700915	0.00014073774	0.0013501968	0.00013859876	0.0003339177	0.00023330674	0.00012193771	0.0004476404	0.0004800191	0.0010721256	0.017126625
l	0.14629467	0.7998368	0.020186204	0.0017510448	0.0036087206	0.0030561723	0.0017713612	0.009869981	0.0008014887	0.0077394457	0.0018396035	0.0020471145	0.0011973897
è	0.0017471678	0.9742588	0.019423708	1.29163545e-05	0.00081994385	2.3993828e-06	1.1038634e-05	1.2775611e-06	5.2070387e-05	1.965396e-05	0.00013996664	0.0034091943	0.00010187714
o	0.09017797	0.7972674	0.1042892	0.000583889	0.0047285743	0.00023124981	0.000103892955	0.00033796803	8.049783e-05	0.00024688238	6.195974e-05	0.0018479046	4.2603602e-05
è	0.0067860284	0.9276817	0.045318022	0.0017446487	0.0016508246	0.00089604664	0.0015156124	0.0057520093	0.0003252811	0.0053797932	0.0004016145	0.0002844415	0.0022639
n	0.0027292508	0.7867285	0.09619803	0.023260528	0.002856252	0.0059542092	0.010194192	0.015290952	0.0017474284	0.018437859	0.0070066596	0.0011981071	0.02839798
a	0.0018397053	0.33697352	0.644525	0.0015735818	0.013799764	4.186974e-05	2.925871e-05	3.452075e-05	2.2038925e-05	5.8757625e-05	4.2785916e-05	0.0008313212	0.00022790142
p	0.027471283	0.018766286	0.82842404	0.017156364	0.09243331	0.003157199	0.0020343151	0.0019422162	0.002299631	0.0023676371	0.00034382424	0.0019200252	0.0016838722
r	0.0019503883	0.11512544	0.6959055	0.027881889	0.10854594	0.00084425294	0.00023988757	0.00022000425	0.00051087217	0.00018422934	0.0012774199	0.04615185	0.0011623261
à	0.0027106288	0.0015728505	0.30030566	0.61315566	0.025784314	0.028173989	0.0020798428	0.017100606	0.0011261789	0.0031351664	0.0008418224	0.0029779235	0.00103532
m	0.001881453	0.0012183738	0.34183535	0.1565688	0.47972366	0.012902161	0.002345698	0.000852709	0.00066766306	0.0010031584	0.0001585426	0.00079681276	4.556926e-05
a	0.00016034092	0.00080654357	0.13003851	0.5921378	0.17008212	0.050057206	0.040930007	0.0031720554	0.0012697336	0.007359666	0.00080865464	0.0012639423	0.0019134037
p	0.004462273	0.00063645263	0.024645986	0.019153353	0.91158247	0.013551577	0.010251357	0.0011195074	0.007417614	0.0014039605	0.0005462243	0.0041175378	0.0011115841
e	0.0020202643	0.00549412	0.122755736	0.1306509	0.50648445	0.057290174	0.008387989	0.0022045027	0.009430618	0.0008375595	0.012810081	0.14014426	0.0014893839
r	0.014893539	0.0035395941	0.038319107	0.008696334	0.8332311	0.025588728	0.029149909	0.006897778	0.0041033626	0.0059598163	0.000528127	0.0068911696	0.022201372
ò	0.0011473774	0.002672209	0.027930854	0.0070234803	0.67041725	0.032326486	0.012024247	0.0040076026	0.04499462	0.0007315794	0.011416216	0.17919645	0.0061116563
m	0.000997447	0.0004081784	0.008987401	0.00487584	0.90407896	0.032153506	0.031543482	0.0039285594	0.003801805	0.0014934334	0.00021446506	0.0069467137	0.0005701951
i	0.00014366601	0.00020562237	0.0044335322	0.04167598	0.3252113	0.12823431	0.43243378	0.010322113	0.020056322	0.021783633	0.006712714	0.0041907	0.00459637
m	0.0071906834	0.0014268974	0.014803218	0.022861624	0.5604192	0.025359485	0.21291216	0.012846964	0.08705156	0.013506408	0.00947414	0.026638517	0.005509157
i	0.0018895837	0.00025831116	0.0029398743	0.025417296	0.16820914	0.2422212	0.4413443	0.05488207	0.028587112	0.012266633	0.0051838993	0.01366919	0.0031313803
l	0.062391683	0.011494207	0.04269759	0.034093194	0.23266606	0.015280423	0.17493802	0.02705199	0.15444985	0.0704164	0.04270054	0.08974234	0.042077716
ì	0.00090668973	0.00077924225	0.0013872881	0.0009215321	0.08350391	0.01867502	0.051728874	0.05483434	0.5371601	0.0038100835	0.05390632	0.18212618	0.010260287
s	0.0029734266	0.0014553355	0.007168285	0.0059016715	0.13533613	0.015993455	0.31871477	0.11681316	0.3080242	0.0471831	0.0126303565	0.024365393	0.0034407456
i	0.00017230162	0.0001584484	0.0006277439	0.0031191164	0.021776024	0.012624793	0.6659223	0.17850286	0.063556045	0.042060897	0.0043836734	0.0018961333	0.0051997076
t	0.0038777383	0.0009753998	0.008042983	0.01883669	0.043544874	0.012724137	0.1278684	0.023672525	0.61166906	0.053053122	0.05345123	0.032808438	0.009475414
s	0.0018500813	0.0006740409	0.0012164064	0.0028321499	0.012474988	0.013555316	0.13613375	0.13782755	0.4613052	0.03255196	0.072079755	0.12515011	0.002348695
ì	0.00085874426	0.00025142814	0.00087988126	0.0056530996	0.006096896	0.03758446	0.27188757	0.07774858	0.47633868	0.082062505	0.015041644	0.011731252	0.0138652725
t	0.00010677553	0.00015291038	0.0003262889	0.0009642102	0.0026515278	0.0022085754	0.04847887	0.021238273	0.6651598	0.18583027	0.06366944	0.008787397	0.00042557134
t	4.2748998e-05	8.6237495e-05	0.00012796691	0.0007352353	0.0014223679	0.0039469283	0.20358117	0.33898872	0.17987457	0.24118406	0.022837134	0.0024003123	0.004772517
a	0.00013625645	1.9181221e-05	0.00012161593	0.0027088854	0.00050517236	0.014342179	0.13188946	0.13590464	0.3088019	0.19966231	0.035918675	0.0024300371	0.16755965
p	0.0011847898	0.00057865755	0.0032188671	0.008582558	0.018602595	0.0135065075	0.036328778	0.0063475384	0.58293885	0.13295187	0.14384864	0.0451672	0.0067432337
r	0.00045790782	0.00016002342	0.00015745778	0.000738196	0.00036944295	0.0050598383	0.016129658	0.12726463	0.28343308	0.12264693	0.33697227	0.09036669	0.016243897
à	0.00076458865	0.0001560681	0.0006573386	0.0037925784	0.0020915463	0.025802875	0.047920145	0.05393382	0.23824105	0.46785888	0.06021735	0.017593507	0.0809702
m	7.1607974e-05	0.000102193764	0.00020136757	0.00094746024	0.00079578866	0.0016668282	0.009412323	0.0037089917	0.12800917	0.43767568	0.39781338	0.018419208	0.0011759648
a	1.5990368e-05	2.4351772e-05	2.0751531e-05	0.000170922	5.0385e-05	0.0005231001	0.0065517128	0.038538333	0.11690506	0.60743356	0.21622139	0.002912847	0.01063155
t	0.0074581453	0.0011810357	0.00406306	0.016277345	0.0070245606	0.010555081	0.02561768	0.021668538	0.036307253	0.18722886	0.60308725	0.046191264	0.03333996
a	0.000496677	0.00014052626	0.00019693392	0.0008852609	0.00032621867	0.0063444744	0.0036882581	0.016241515	0.06634868	0.1875779	0.5439359	0.15243869	0.021379026
m	0.01061145	0.0012745105	0.0035296842	0.013420829	0.005025736	0.006847769	0.012195058	0.0040322067	0.023926914	0.06578455	0.7042622	0.13962522	0.009463864
i	0.00258666	0.000173227	0.0009376606	0.010906129	0.0012178782	0.053297848	0.020629117	0.040970773	0.026098661	0.45498917	0.26234367	0.038317993	0.08753121
M	0.010919838	0.0012625889	0.0034166158	0.00817163	0.0041408865	0.0031340641	0.010809599	0.0023494982	0.015982348	0.049927406	0.6747484	0.21185018	0.0032869512
a	0.0015576298	0.00011421862	0.00066930946	0.008980667	0.0014760655	0.06557335	0.021151256	0.044343274	0.0229059	0.36334366	0.2279388	0.11317516	0.1287707
r	0.00716258	0.0009855148	0.0021644593	0.0053107454	0.002685974	0.002055648	0.010789382	0.0033794662	0.010387726	0.062401827	0.66486645	0.225026	0.00278424
ì	0.0002937232	3.2247306e-05	9.1579655e-05	0.00028983687	0.00016904247	0.0039385217	0.00059980556	0.001744799	0.005711874	0.014877461	0.4610324	0.46441087	0.046807915
a	5.252851e-05	9.819478e-05	4.487345e-05	0.00014542257	8.730269e-05	0.0002578815	0.0006353154	0.0007428574	0.0028019547	0.018922145	0.6346145	0.3199654	0.021631707
</S>	0.0072081937	0.0013189758	0.004249323	0.025828179	0.0055455565	0.022016982	0.015833652	0.005528398	0.031006401	0.008766558	0.124858186	0.7438592	0.0039804447
