 	sembra	che	il	ladro	è	entrato	da	qui	</S>
i	0.9752842	0.0033780492	0.00045163694	0.010115383	0.0024283654	0.005946308	0.00080617674	0.00076207996	0.0008276876
f	0.9827078	0.0019591716	5.7507546e-05	0.0062567936	0.0006612264	0.000114132716	0.0022244107	0.0018641616	0.0041548484
è	0.9566998	0.009086922	0.00014756073	0.028008737	0.0022269737	0.0009863888	0.00066424586	0.0015844979	0.00059489545
n	0.98081446	0.009493533	9.327978e-05	0.007989226	0.00025226022	0.0003219081	0.00035001143	0.00029205543	0.000393251
e	0.7204195	0.24180174	0.0032703816	0.009941238	0.0044506188	0.0017631688	0.0049719773	0.010371943	0.003009428
t	0.05279579	0.8316398	0.012114247	0.011390564	0.011390782	0.02566218	0.036741458	0.01744496	0.00082021486
e	0.019089159	0.74853593	0.030722694	0.05034062	0.02532099	0.007485013	0.016804108	0.09918253	0.0025189626
k	0.049214486	0.7214847	0.05880704	0.051299103	0.015488259	0.038960673	0.041956495	0.012460801	0.010328366
a	0.004005487	0.21594141	0.118880436	0.20189722	0.11811118	0.035996687	0.028957186	0.27285212	0.003358322
o	0.03434693	0.26424155	0.2663774	0.2319339	0.029091654	0.048306257	0.05841266	0.017205736	0.050083917
l	0.011593354	0.029672407	0.08068906	0.6967366	0.08156144	0.046426915	0.02375799	0.021283418	0.0082788095
à	0.001804408	0.0078648	0.05880836	0.4905484	0.27019057	0.10136499	0.013388621	0.05505676	0.0009732255
d	0.008522146	0.03562279	0.083163284	0.5582917	0.08360648	0.17439455	0.031269092	0.020789424	0.0043405266
r	0.001613831	0.0069180327	0.08152617	0.69479185	0.09802846	0.07605197	0.015805036	0.023061112	0.0022034675
o	0.00070996734	0.0126689635	0.25080532	0.06195576	0.074521974	0.26468387	0.07669948	0.097094774	0.16085987
m	0.0051844344	0.03585141	0.12768349	0.05437122	0.11723012	0.20427166	0.2889585	0.14907773	0.017371487
b	0.0014952755	0.0055614724	0.023174515	0.30360717	0.26669335	0.19430158	0.058859866	0.14350899	0.002797779
ì	0.004314854	0.015995638	0.013546576	0.14848825	0.15725426	0.21961397	0.17085017	0.22110373	0.048832573
k	0.00077662535	0.001717268	0.008756642	0.05306998	0.10538631	0.04357849	0.688653	0.09702463	0.0010370832
e	0.0005034821	0.00097524264	0.0054604462	0.12140941	0.1397331	0.28427503	0.16008398	0.27432248	0.013236795
a	0.010498508	0.03857093	0.13365214	0.02316784	0.07702993	0.11166867	0.09749715	0.33741045	0.17050433
p	0.020336613	0.035557315	0.0020051594	0.06812636	0.22360587	0.08085152	0.015890567	0.53285396	0.020772602
ò	0.0006189728	0.0012486811	2.5317098e-05	0.006386379	0.009580295	0.006650588	0.015535641	0.95988786	6.613893e-05
t	0.0006463474	0.0004819244	9.3398085e-05	0.004495406	0.0067535867	0.0019718453	0.008967815	0.9754564	0.0011331456
t	7.017407e-05	5.5476426e-05	2.3131419e-05	0.00027937166	0.0003264202	0.000488292	0.0044495994	0.99276465	0.001542756
u	0.00059253984	0.0018195263	0.0009678308	0.0017655606	0.009321036	0.012194783	0.014001122	0.5959447	0.3633929
</S>	0.009661442	0.019727679	0.030501666	0.032008026	0.16958684	0.061502367	0.1338313	0.47851455	0.06466616
