 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.99145	0.0019645027	0.00010932274	3.444204e-05	0.00077188166	0.0025253813	0.003144423
n	0.99990904	4.606699e-05	1.8451098e-06	5.472873e-06	6.198539e-06	1.951521e-06	2.9610772e-05
a	0.99547887	0.0020239197	2.3616118e-05	0.0011422662	0.0004984838	0.000267326	0.00056529586
a	0.95100415	0.012586142	0.00130318	0.023582436	0.0096320575	0.0014232246	0.00046875884
f	0.72456676	0.04224894	0.010460646	0.018427407	0.011477531	0.002384479	0.19043423
o	0.29410785	0.61271214	0.015540361	0.0024527144	0.0156247625	0.010549874	0.049012247
r	0.12449285	0.03153417	0.042863347	0.06536805	0.04470958	0.036178567	0.6548534
à	0.19665013	0.3560823	0.056054287	0.032992505	0.07543368	0.120404124	0.16238295
s	0.08283611	0.044896543	0.28911456	0.50995106	0.020276029	0.011816924	0.041108817
o	0.0013776358	0.008628786	0.8061362	0.07263312	0.02096794	0.028347917	0.06190848
t	0.049066536	0.0041973516	0.4650123	0.2959963	0.077523895	0.06797703	0.04022669
o	0.0013198175	0.0015478646	0.08006265	0.88048744	0.01425598	0.01777621	0.004550152
t	0.12442535	0.0049428125	0.18225701	0.2230002	0.26464212	0.11929535	0.08143709
s	0.0033095428	0.005793483	0.010058285	0.784044	0.098069064	0.07693503	0.02179051
o	0.00046113966	0.0019797927	0.03396819	0.8690071	0.037060212	0.0467827	0.010740787
m	0.05388557	0.009120048	0.02306676	0.25003892	0.22301139	0.37296945	0.06790786
ì	0.0004095055	0.0036128089	0.0065733017	0.8271119	0.046884447	0.109601125	0.0058069406
p	0.001977399	0.0015406942	0.004179367	0.0021790985	0.8843371	0.10347969	0.0023065824
à	0.00015406658	0.0006589042	0.0041553853	0.011356731	0.569984	0.40680143	0.0068894373
s	0.0036011129	0.00074073306	0.0065933955	0.0061032376	0.2755184	0.7038595	0.0035836492
s	0.00022019612	0.0002099772	0.0008796571	0.0023373102	0.1997101	0.79246956	0.0041732043
i	0.0005787718	0.0019001109	0.006117017	0.019368446	0.24732667	0.70268923	0.022019738
n	0.11544593	0.010482894	0.07460907	0.040321168	0.14671579	0.58988446	0.022540724
i	2.3734096e-05	0.0007614961	0.0003481343	0.019607699	0.029882992	0.8330551	0.116320826
m	0.07890686	0.030186318	0.03891796	0.010728768	0.15945804	0.67568415	0.0061179027
è	0.00021366127	0.009220027	0.005251182	0.18604793	0.021388207	0.73719895	0.040680125
r	0.055460174	0.031039082	0.017752199	0.0025850807	0.22541037	0.6524083	0.015344804
a	0.0007156253	0.002044022	0.0015613739	0.0021784652	0.06350519	0.91218	0.01781536
</S>	0.39502263	0.022810953	0.0943709	0.040125635	0.128035	0.20013036	0.1195045
