 	non	mi	aspetti	che	non	vengo	</S>
m	0.357964	0.64137137	0.0004971437	1.7784268e-05	8.73317e-05	5.9025853e-05	3.3755805e-06
ì	0.016167952	0.0019841795	0.95225096	0.01521176	0.0031174812	0.008950659	0.002316975
m	0.092342466	0.90186095	0.0022752022	0.00035224826	0.0023731259	0.00079301524	3.065588e-06
e	0.25744253	0.08538629	0.5453919	0.03940625	0.007409527	0.064201854	0.00076159654
m	0.110941164	0.8245478	0.023421705	0.013304791	0.011601077	0.016004149	0.00017918943
ì	0.003411995	0.006113944	0.92702466	0.062675156	7.188908e-05	0.0005838962	0.000118409145
n	0.12913033	0.3340223	0.054556094	0.18285605	0.29646066	0.0029578428	1.6709086e-05
e	0.32009053	0.3433985	0.09777775	0.19406717	0.004686937	0.010169332	0.029809795
k	0.014156166	0.0996076	0.020717122	0.45839152	0.16203968	0.24194036	0.0031475686
a	0.00024642082	0.0042884746	0.025708588	0.93994355	0.014436863	0.01485352	0.0005224819
e	0.0016519595	0.0054583335	0.0007706761	0.0882558	0.6413806	0.25856552	0.0039170086
n	0.020567466	0.0058566057	0.022453405	0.151654	0.52380204	0.07184773	0.2038188
è	0.00017216666	0.0005867085	0.019675454	0.073485635	0.56809103	0.22812763	0.10986144
r	0.00026208884	0.00017068569	0.0025329199	0.0026664059	0.20371324	0.77356154	0.017093092
k	5.4005873e-06	2.0386737e-05	0.00011672887	0.0053546345	0.018108483	0.9406302	0.03576413
u	1.5790205e-05	1.1600861e-05	0.00113736	0.0002428522	0.023004027	0.6784658	0.29712257
m	0.00028116102	0.00011553044	0.00029279882	7.300255e-05	0.027249072	0.50754374	0.46444473
e	5.0537337e-06	9.011282e-06	0.00016423823	0.0010710342	0.10817356	0.6733264	0.21725075
</S>	1.4847556e-05	2.81243e-05	1.158664e-06	1.2458011e-05	0.002929042	0.06670889	0.9303055
