 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
ì	0.9968836	0.003050619	3.9979383e-05	9.018644e-06	1.976129e-06	1.3007882e-05	1.1770322e-06	9.253e-08	2.2123206e-07	2.1901212e-07
t	0.7326566	0.23006018	0.025818437	0.0031952115	0.0001595227	0.008074909	2.6247533e-05	4.0892874e-06	3.8791545e-06	9.2760183e-07
s	0.9206236	0.078660026	0.000630979	7.775669e-05	5.5514924e-06	1.4373819e-07	1.7772239e-06	2.3583944e-08	4.2496158e-09	7.260719e-09
e	0.6776255	0.3143011	0.0075927153	0.00033816855	3.4728484e-05	8.184518e-05	2.1292599e-05	1.2975037e-06	4.961023e-07	2.8045545e-06
r	0.38270944	0.5956755	0.019252354	0.0016626811	0.00010633149	0.0005718989	1.9420995e-05	1.1596512e-06	9.805109e-07	1.3438566e-07
e	0.09577519	0.80813754	0.09522037	0.0007025965	0.0001481213	7.8576124e-07	1.5197099e-05	2.0718849e-07	8.76792e-08	7.009818e-09
k	0.010598826	0.5858734	0.39603975	0.0068492237	0.00013912615	0.0004955766	3.3406375e-06	1.6686324e-07	1.9659532e-07	3.2217886e-07
a	0.00865214	0.69296646	0.29372954	0.0039747064	0.0005877379	2.9680215e-05	5.5710418e-05	1.4131971e-06	2.417936e-06	2.5330075e-07
k	0.0009992409	0.08815025	0.881796	0.026091281	0.0016648298	0.0012921159	5.560152e-06	1.7674272e-07	1.3693014e-07	3.5223343e-07
à	0.0024438202	0.13008054	0.744912	0.091928974	0.028751621	0.00018665357	0.001589877	5.4804135e-05	4.913871e-05	2.5343325e-06
n	0.0052473056	0.045792636	0.7803717	0.15193881	0.009493559	0.0070324466	0.00011955746	2.2437835e-06	1.3870546e-06	3.57426e-07
n	0.0043381476	0.122802876	0.74952966	0.110031605	0.012281815	5.452091e-05	0.0006789166	0.00015918013	6.49658e-05	5.8280864e-05
i	0.018599343	0.015600084	0.36863998	0.58548987	0.010730721	0.00026244862	0.00034109544	1.1714085e-05	1.831694e-06	0.0003229602
t	0.01309661	0.013845334	0.5456843	0.27176145	0.13922541	0.012653873	0.003637536	5.764822e-05	2.959921e-05	8.254974e-06
s	0.00012620933	0.005162326	0.30702084	0.27608603	0.40508088	0.00012522632	0.0063477233	4.5510857e-05	5.204241e-06	5.4384156e-08
ì	4.1334064e-05	0.0010763223	0.030562311	0.90218306	0.063948885	0.00018278189	0.0019999088	4.931328e-06	4.5264042e-07	8.0401016e-08
c	0.0013572705	0.002642878	0.19585064	0.2677838	0.48743176	0.04226895	0.0026448092	1.4932751e-05	3.2017974e-06	1.7631019e-06
h	0.00021163344	0.0058971215	0.21129355	0.16464223	0.6081103	0.0022841233	0.007151043	0.00034364685	6.190069e-05	4.480634e-06
r	0.0002701125	0.00036050632	0.0126994	0.8778106	0.10372825	9.673695e-05	0.005012515	1.3984341e-05	1.205295e-06	6.620051e-06
a	0.00012635716	0.00057839585	0.020783385	0.72297245	0.23836234	5.9589533e-05	0.017073363	3.8365222e-05	3.3970691e-06	2.4065569e-06
c	0.0021689404	0.0003644728	0.008599405	0.2934936	0.62548316	0.04231014	0.025951095	0.0014725807	0.00013113082	2.5385694e-05
e	2.2063085e-05	9.2954724e-05	0.004536832	0.050047975	0.8620774	0.001877711	0.067011066	0.0134595325	0.00085198466	2.249249e-05
e	4.141046e-05	0.00014641811	0.006120303	0.06733307	0.6975163	0.09703103	0.1154659	0.016269138	5.7274545e-05	1.9136e-05
n	0.0023376604	0.000568709	0.0026551127	0.14592262	0.1741557	0.4058119	0.14837465	0.11880487	0.0012627826	0.00010589078
ì	0.0007595553	0.00024844627	0.00088684476	0.0054891007	0.11960725	0.023808585	0.48453134	0.356909	0.0072495146	0.0005102799
c	0.0010960383	0.000102424514	0.0002788085	0.005620952	0.054245856	0.014897877	0.73063654	0.19252342	0.00059516536	2.9088067e-06
h	0.00016880425	0.00015278114	0.00045994142	0.0012984211	0.03263835	0.050011188	0.51789135	0.38691032	0.010259687	0.00020914496
e	0.00031691467	5.57573e-05	0.00028772806	0.0057439627	0.016605293	0.0003224598	0.9176578	0.057702426	0.0009904723	0.0003172721
n	0.0028914574	0.00024117353	0.0010197862	0.061965138	0.010116683	0.041427918	0.111005396	0.75547147	0.012765584	0.0030953712
a	4.153775e-05	3.5433528e-05	4.7666475e-05	9.3196664e-05	0.0017252988	0.0013655971	0.07017851	0.8811827	0.04496211	0.0003680225
n	0.0015313999	0.0005622573	0.0008595311	0.0020662888	0.00207404	0.029829185	0.010154755	0.66792226	0.21362934	0.07137098
a	0.0001695159	9.2057904e-05	8.80349e-05	0.00023011742	0.0006435955	0.0017506204	0.01635471	0.79487497	0.1680291	0.017767334
t	0.00085372885	0.00027977413	0.00040282903	0.0017471565	0.00090849376	0.006042574	0.0054125804	0.3089649	0.5920966	0.083291315
è	7.693379e-06	3.0033468e-06	4.2336815e-06	5.894262e-05	0.00020998396	0.00041632852	0.0059359157	0.3151306	0.6501044	0.028128965
t	3.294793e-05	6.4492892e-06	8.231463e-06	0.00014166547	6.169859e-05	0.00014604746	0.0014116412	0.032377336	0.9612884	0.0045255953
s	1.0082262e-05	6.7757373e-06	6.7479054e-06	2.8786297e-05	2.4773677e-05	7.687093e-05	0.0019202895	0.033156868	0.8977041	0.06706469
i	0.00058181654	0.00013502332	0.00021357283	0.0020434153	0.00035648333	2.1031032e-05	0.006304273	0.02822336	0.7471068	0.21501414
</S>	0.0002670272	3.475911e-05	5.5066615e-05	0.0017594618	7.716442e-05	3.382557e-05	0.00022682738	0.00046995332	0.16037257	0.83670336
