 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a	0.99350846	0.006372641	9.009672e-05	1.622814e-05	6.2029403e-06	3.2022583e-06	2.2618278e-06	9.060103e-07
n	0.7580926	0.13302344	0.10489527	0.0016071862	0.0021640093	0.00020243888	1.2032757e-05	2.9614923e-06
è	0.027435817	0.9149875	0.0071041617	0.044807587	0.003795278	0.0009301371	0.0008841836	5.532241e-05
r	0.0056681084	0.6475656	0.34444252	0.0019326863	0.00023594705	0.00015415576	6.9410123e-07	2.711077e-07
k	0.0049069347	0.38625875	0.5596221	0.04482041	0.004383493	7.673445e-06	6.164883e-07	7.2159764e-08
e	0.0032849265	0.44245505	0.40077758	0.14235418	0.010998142	0.00010592466	1.5008805e-05	9.246216e-06
s	0.001046164	0.02277592	0.9265738	0.046746586	0.0027950727	5.6531575e-05	5.2330524e-06	8.086954e-07
e	4.082029e-06	0.053410932	0.047137864	0.8075782	0.09178377	8.1328355e-05	3.7677678e-06	1.2340899e-08
s	0.0021773824	0.008368076	0.7619268	0.17619365	0.048734788	0.0025533983	2.8657365e-05	1.7271934e-05
e	7.171488e-06	0.05316869	0.020503439	0.49579966	0.42240122	0.0078964615	0.00022139099	1.9739373e-06
s	0.0010668769	0.0013032417	0.420546	0.36598593	0.18985987	0.021219194	1.4482982e-05	4.4680446e-06
e	2.6838143e-05	0.028873378	0.023212671	0.40639645	0.4721111	0.06808343	0.001168587	0.00012749333
t	0.0016809618	0.00067910913	0.09997535	0.23344892	0.31076705	0.35324425	0.0001633775	4.092253e-05
t	3.9852603e-05	0.0041653044	0.011768909	0.25954705	0.44441035	0.27401975	0.005056961	0.0009918556
à	1.4134813e-05	0.00012842192	0.010452359	0.5438795	0.39741352	0.03473475	0.011984923	0.0013924077
s	0.00040329862	0.00059280853	0.015871031	0.02790221	0.116069384	0.8382723	0.00068781787	0.00020124431
t	5.0646984e-05	0.0006511216	0.0026066261	0.107607044	0.6176592	0.26720896	0.004114705	0.000101706275
e	0.0017063697	0.0004955102	0.016679063	0.11422937	0.23236014	0.6275615	0.006354957	0.0006130895
a	0.0022624058	0.00094670116	0.0030691319	0.0010034493	0.0026316796	0.97899044	0.008126835	0.002969271
n	0.00060634693	0.00013338818	0.00072902767	0.0010600069	0.0028386093	0.95149046	0.039782785	0.0033594028
k	7.852183e-05	0.00031524146	8.483654e-05	0.0010046539	0.012972002	0.75641215	0.21185587	0.017276658
ò	0.021895006	0.015645603	0.009123001	0.012487718	0.008730608	0.6433459	0.20586175	0.0829104
r	0.0018784184	0.0058204564	0.002248852	0.00037533056	0.0006673071	0.34409687	0.62903214	0.015880672
a	0.00015115511	0.0003839838	0.0009525122	0.0004975953	0.0012032102	0.7885005	0.18577625	0.022534851
m	0.00088019343	0.0016564397	0.0007688196	0.00032603237	0.00019315968	0.006809945	0.53576195	0.4536034
a	5.572892e-06	3.6062745e-06	3.595159e-06	7.81205e-06	4.825064e-05	0.020120068	0.88338166	0.096429534
r	5.801309e-06	7.5661887e-06	7.874378e-06	3.7985221e-06	5.3049853e-06	0.0010303917	0.84603065	0.1529086
è	1.2323152e-05	6.724095e-06	2.2457778e-06	1.2888076e-05	1.5530175e-05	0.0023487692	0.9101923	0.08740917
o	6.4789447e-06	2.2192256e-05	1.16102765e-05	4.292469e-06	9.480053e-06	0.002540723	0.97860646	0.018798662
</S>	0.00028801762	0.00090334733	0.00022670777	4.412056e-05	1.7588047e-05	0.0004231177	0.08674682	0.91135025
