 	allora	questo	anno	che	viene	vengo	nuovamente	qui	e	mangio	molti	pasticciotti	</S>
a	0.99494946	0.0049621407	8.118271e-05	1.5480765e-06	3.8983867e-06	1.4730911e-06	8.525431e-08	3.582294e-08	7.38597e-09	3.3754105e-08	1.8275326e-08	9.031443e-09	7.230803e-08
l	0.84757763	0.14053547	0.0065114815	0.0008614945	0.0035949051	0.0008948759	9.599306e-06	3.432571e-06	4.5318387e-07	7.662817e-06	1.7817644e-06	5.581629e-07	6.882986e-07
l	0.5567839	0.42951173	0.013564686	0.00012165801	1.9116562e-06	2.3141633e-06	6.787293e-06	4.618311e-06	7.046634e-07	1.5492583e-06	8.518849e-08	5.3330133e-08	1.694362e-08
ò	0.48274195	0.4991252	0.016020838	0.0011848182	0.00020519708	0.00022678217	0.00014680013	0.00014326855	5.0221348e-05	0.0001010015	1.5955311e-05	3.0290626e-05	7.642647e-06
r	0.0767126	0.8953196	0.027654383	0.00010824268	0.00016546661	3.872619e-05	4.5107888e-07	1.4751252e-07	1.2628628e-08	2.5334282e-07	5.6553526e-09	9.355703e-09	3.2630084e-08
a	0.18574978	0.786669	0.027532568	3.6485315e-05	3.2353605e-06	7.511112e-06	3.2818548e-07	3.173323e-07	7.502227e-08	5.298785e-07	2.2654516e-08	2.7762084e-08	2.0534013e-07
f	0.08557357	0.5547203	0.31486824	0.017146677	0.017103946	0.010236108	9.964445e-05	6.0054706e-05	2.0330974e-06	0.00017577449	4.975257e-06	2.6032274e-06	6.077336e-06
è	0.0036070207	0.23320504	0.75041676	0.012675661	3.2429936e-05	2.7284479e-05	2.3900682e-05	8.177417e-06	1.0230758e-06	2.439558e-06	1.8371661e-07	6.6250465e-08	2.1146668e-08
t	0.0025242364	0.04103213	0.9347629	0.012589229	0.008973534	0.00011747742	3.045379e-07	4.7012524e-08	2.8771896e-09	3.671192e-08	3.5849024e-09	4.9530993e-09	1.6939445e-08
i	0.025796348	0.09507911	0.7056033	0.16734393	0.0024757127	0.0034891076	5.8619138e-05	2.9502273e-05	4.921737e-06	0.00011318516	2.2175184e-06	7.3190535e-07	3.311898e-06
p	0.069502234	0.044523273	0.25033575	0.49669316	0.100021176	0.03615929	0.0014352478	0.000587609	1.8758263e-05	0.00066036574	3.497523e-05	1.3831422e-05	1.4315214e-05
ò	0.0021067676	0.008024141	0.60873824	0.3711212	0.004944768	0.004461582	0.00052056747	5.4484724e-05	5.1462675e-06	2.0239022e-05	1.9040609e-06	6.6247696e-07	1.6877807e-07
r	0.000908814	0.012005755	0.3180735	0.3486375	0.24670404	0.07331608	0.00032450812	2.079006e-05	5.0883574e-07	7.4419017e-06	4.4348948e-07	2.485588e-07	4.2796117e-07
k	0.006655428	0.006308743	0.0934843	0.3086452	0.049408432	0.53422564	0.0010768769	7.332577e-05	1.7786873e-05	9.356853e-05	7.4883706e-06	1.5115683e-06	1.6776065e-06
e	0.17334259	0.17506556	0.40795714	0.049642082	0.035819877	0.15671164	0.0007657743	0.00013495113	6.2690684e-05	0.0001942178	3.78422e-06	5.776854e-06	0.00029390494
t	0.021932242	0.01444226	0.027854336	0.4745617	0.2878557	0.15740952	0.012939783	0.002074575	3.875336e-05	0.0008591108	1.5573305e-05	1.0062517e-05	6.3049238e-06
e	0.00018110679	0.0008466323	0.13291653	0.58604145	0.008328256	0.19381559	0.07653761	0.0012600098	4.53586e-05	2.548887e-05	1.2400569e-06	6.6625336e-07	4.2901654e-08
è	0.0036410808	0.0010402658	0.0019318288	0.10089768	0.21348463	0.65666866	0.020789033	0.0012480499	2.1364925e-05	0.00027205024	3.8622206e-06	1.0889706e-06	3.7129098e-07
r	0.001566541	0.00079859456	0.00089223246	0.030125972	0.123456836	0.8284003	0.014444225	0.00026033618	1.1802558e-05	3.8439084e-05	7.5825096e-07	6.643717e-07	3.2350515e-06
k	0.00060240214	0.00024394205	0.0036214343	0.04161567	0.037878092	0.7456278	0.16752204	0.0024737972	0.0003582257	4.35347e-05	9.6477725e-06	2.452897e-06	9.679757e-07
o	0.13689783	0.037173845	0.016283086	0.005790999	0.02701354	0.48088622	0.28049415	0.0115434155	0.0024867628	0.0010749272	9.3781e-06	1.0867618e-05	0.0003349049
m	0.008139645	0.0047193663	0.0016359262	0.008009914	0.074080795	0.37424663	0.43857425	0.07611443	0.0022086024	0.012150141	7.0126414e-05	4.035063e-05	9.808842e-06
e	0.0002173946	0.00012582866	0.0004971151	0.010144712	0.034547407	0.10469979	0.7733863	0.062094785	0.011517653	0.0012360369	0.00061631005	0.00088616373	3.0443221e-05
m	9.001193e-05	4.0914103e-05	6.537711e-05	0.0026905227	0.005963752	0.12065674	0.6576144	0.19690238	0.01142245	0.004373028	0.0001643427	1.3317301e-05	2.6748382e-06
a	0.00030816576	0.00012721674	0.000213495	0.0020914285	0.009828392	0.026784763	0.797292	0.12619768	0.031247558	0.0033673292	0.0012393277	0.00115972	0.00014286485
p	7.0553964e-05	3.2992753e-05	3.850753e-05	0.0020183595	0.0049379035	0.061962306	0.74104553	0.17185032	0.0125970105	0.00510094	0.00032503082	1.7840468e-05	2.6197508e-06
à	0.00023053274	8.233396e-05	8.375704e-05	0.00034243808	0.0020436381	0.007303657	0.54036635	0.26280558	0.17624104	0.007525812	0.00207933	0.0008282448	6.737266e-05
l	8.499225e-05	7.8465004e-05	7.528116e-05	0.0016085079	0.0017980015	0.024144964	0.82519174	0.13131829	0.013121426	0.0022775463	0.00027058076	2.783337e-05	2.3810378e-06
e	0.009984579	0.0021025501	0.00036578957	0.002973152	0.030594593	0.19823794	0.5345558	0.074361496	0.13544759	0.008468502	0.0017545479	0.00053953374	0.00061390514
e	0.04554021	0.027264453	0.011673232	0.0037412976	0.007621815	0.013236756	0.16065408	0.28363743	0.3768991	0.048479903	0.018862747	0.0022219876	0.00016694573
