 	se	avevo	visto	nuvole	avevo	capito	che	stava	per	piovere	</S>
a	0.99846894	0.0014380852	7.318977e-05	1.0492978e-05	7.717037e-06	8.450023e-07	3.333887e-08	5.558805e-07	1.431575e-08	4.2385878e-08	8.337209e-08
n	0.7895455	0.18643147	0.021154463	0.0018273152	0.0010079028	1.5904638e-05	1.707208e-06	1.3082497e-05	7.273168e-07	9.1955224e-07	1.0182039e-06
e	0.07376169	0.69150895	0.22306135	0.005188501	0.003636927	0.0022606598	3.2911434e-05	0.0005213149	2.0099303e-06	2.3664988e-05	1.9983822e-06
v	0.011744916	0.95205945	0.035302877	0.00074469	0.00013629845	7.5520684e-06	2.4259236e-07	3.503314e-06	5.313199e-08	9.791108e-08	3.0905036e-07
ò	0.00075190037	0.8396904	0.1573044	0.0013654765	0.00044016624	0.00032216028	3.0125648e-05	8.234571e-05	2.8576312e-06	9.695726e-06	5.0059543e-07
ì	0.00092267036	0.9824399	0.015934896	0.00069234864	9.997698e-06	6.895093e-08	2.7798648e-09	2.296192e-08	2.8875366e-10	1.3964979e-09	6.3080217e-09
c	0.024091875	0.7315047	0.20179999	0.03970148	0.0026006633	0.00023851854	3.0337144e-06	5.3377644e-05	7.6727724e-07	4.471813e-06	1.2069135e-06
h	0.0036612905	0.4263565	0.5450271	0.0241649	0.00074933254	3.3576474e-05	9.309754e-07	5.48624e-06	1.0871544e-07	7.361279e-07	9.3057196e-08
a	0.0068558943	0.41568887	0.5681365	0.009237402	7.1483126e-05	6.326814e-06	5.0580326e-07	3.2827916e-07	7.260192e-08	1.896234e-07	2.348457e-06
d	0.006021487	0.19355801	0.7249958	0.07180604	0.0033099316	0.0002656536	1.9993752e-06	4.075671e-05	7.741145e-08	1.6606405e-07	1.245108e-07
ò	8.407138e-05	0.038485527	0.8686494	0.0897161	0.0025588635	0.00039362733	3.2443393e-05	6.728828e-05	1.7934404e-06	1.0718079e-05	1.9277863e-07
n	0.00026856246	0.070918314	0.12533839	0.78320885	0.020243721	2.091342e-05	1.9260925e-07	9.650543e-07	1.458884e-09	3.664419e-08	4.439465e-08
t	0.022292458	0.030256247	0.07429151	0.8643107	0.007998645	0.00051698496	4.335028e-05	3.398137e-05	2.0732703e-06	2.5852674e-05	0.00022822904
