 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
c	0.9935719	0.006410881	6.1714836e-06	1.0057223e-05	4.9916036e-08	4.6749136e-07	4.698374e-07	6.4445025e-08
ì	0.99620736	0.0020710977	0.001568442	3.574714e-06	9.1737544e-05	4.2138e-05	1.493068e-05	7.511745e-07
n	0.15147512	0.6406301	0.20324166	0.0044851196	3.3186434e-06	0.00015421268	9.37947e-06	1.1382745e-06
i	0.15279752	0.17912655	0.66572344	7.8915444e-05	0.0016039276	0.0004897974	0.00013183724	4.8056372e-05
e	0.06253754	0.78109497	0.10699727	0.042268716	0.0009889642	0.005332516	0.0006998242	8.015115e-05
n	0.0061693364	0.040387463	0.9349722	0.018106543	0.00027021207	8.1271995e-05	9.71755e-06	3.3047231e-06
è	0.06438004	0.40625656	0.19520745	0.08460006	0.14463072	0.0032260856	0.09866792	0.0030312154
r	0.02963577	0.018439401	0.50684255	0.42477432	0.011868226	0.008349443	8.418797e-05	6.099475e-06
k	0.0024901733	0.011351876	0.8830751	0.002108176	0.09989518	0.00092554645	0.00014590386	7.923337e-06
o	0.15411353	0.0031041955	0.58807427	0.056754977	0.15828672	0.0368856	0.0016561031	0.0011245991
t	0.019143995	0.0042313486	0.6735411	0.11846785	0.17321128	0.010100516	0.0010903241	0.00021359658
t	0.00020394493	0.00029756647	0.006196973	0.001014226	0.9679235	0.01731631	0.006952642	9.47556e-05
e	0.00023222045	0.00017542866	0.00509579	0.0022998957	0.85604155	0.12058824	0.014565548	0.0010012673
e	0.0045302524	0.0024282215	0.07576605	0.06211568	0.70867544	0.10162237	0.022853807	0.02200817
t	0.0023779569	0.0005196224	0.009011009	0.050700765	0.75614506	0.10324199	0.06397771	0.014025833
u	0.0004179436	6.2995365e-05	0.0011202242	0.008183919	0.3424199	0.14910649	0.41609415	0.08259437
s	0.0028369592	0.00023617665	0.0054674977	0.008334278	0.11465173	0.16030939	0.42943588	0.2787281
m	0.0003205026	4.7278034e-05	0.00048261505	0.028453035	0.0851705	0.35500133	0.39548758	0.13503711
è	0.016511388	4.4673994e-05	0.0034832414	0.00021993599	0.05125772	0.054288514	0.48693413	0.3872604
n	8.573555e-05	4.0787403e-05	0.00031142062	0.0005110598	0.0036586188	0.067218125	0.9208141	0.0073602167
o	0.00024693925	4.085418e-05	0.0025979322	0.00035660694	0.009276736	0.060041595	0.84085643	0.08658285
m	0.032507364	0.00041127246	0.00082721614	0.0004809608	0.000389134	0.0035589933	0.44148648	0.5203386
e	5.1361698e-05	1.9843771e-06	1.8025388e-05	9.00552e-05	0.0011576309	0.047119137	0.8628604	0.08870137
t	4.7567373e-05	7.4030413e-06	2.0110967e-05	6.3496664e-05	3.6606965e-05	0.0015950537	0.6110388	0.38719094
r	3.1178177e-05	3.509956e-07	3.4912755e-06	4.150718e-05	0.0010701413	0.033751912	0.8731421	0.091959186
ò	3.6692156e-05	6.87999e-07	9.0365365e-06	3.121867e-05	0.0071947062	0.008309234	0.89272267	0.09169568
m	2.5401665e-05	7.842009e-06	1.5731333e-05	0.000107043576	9.6170734e-05	0.0034826614	0.9479052	0.048359964
e	9.829021e-06	5.592042e-07	5.5769196e-06	1.7670402e-05	3.502355e-05	0.00422333	0.96000475	0.035703246
</S>	0.03096225	0.0002705379	0.0004884953	5.2470004e-05	0.00023375388	0.00019332784	0.17183968	0.7959594
