 	voglio	un	forno	che	vende	rustici	</S>
t	0.99692315	0.0030222023	4.2553515e-05	4.65108e-06	1.2380184e-06	4.9094374e-06	1.4707133e-06
è	0.9844275	0.0151503235	0.00039959542	1.2250409e-05	8.6456985e-06	1.5119123e-06	1.0458293e-07
l	0.9681263	0.03043913	0.0013468573	7.03793e-05	7.523361e-07	1.6003823e-05	4.1612105e-07
o	0.87694615	0.122034326	0.0009822829	6.0198918e-06	2.7688227e-05	3.3327153e-06	2.5541547e-07
è	0.17858502	0.7072408	0.11004066	0.00320827	0.00019260526	0.00067459384	5.8177586e-05
n	0.010188765	0.90529066	0.08423109	0.00026946916	2.2966678e-06	1.5796115e-05	1.9775134e-06
a	0.019799782	0.85907274	0.11827253	0.0015696988	0.000832242	0.0004347747	1.821961e-05
f	0.069215514	0.19977178	0.6710975	0.05373364	0.0050948737	0.001027723	5.894061e-05
ù	0.005039157	0.08195319	0.7456243	0.14750293	0.011902514	0.0077524814	0.00022544154
r	0.00063652074	0.09108731	0.82577944	0.080077715	0.0023762712	4.031803e-05	2.450914e-06
n	0.00735435	0.03521356	0.76094407	0.16450812	0.029465271	0.0024407227	7.39572e-05
o	0.20901029	0.042188935	0.51231045	0.07896776	0.11367507	0.039231382	0.004616067
k	0.019089995	0.015167588	0.367803	0.42292726	0.15052707	0.023761407	0.00072382786
a	0.0006435358	0.0017779416	0.14795664	0.7537341	0.052268002	0.04352208	9.768957e-05
p	0.0022334214	0.002236593	0.053801827	0.34848872	0.576814	0.015818741	0.00060672744
u	0.00049441174	0.00066422723	0.045613874	0.34613734	0.5297626	0.059568916	0.017758613
l	0.00017836805	0.0004657157	0.025116462	0.098926194	0.79867506	0.06588953	0.010748655
ì	0.0010694765	0.0004549998	0.012306572	0.1843027	0.41985744	0.3687086	0.01330022
r	0.0010231095	0.0007741101	0.0063493703	0.035910893	0.27040982	0.6815857	0.0039469693
ù	0.00012423682	1.1932462e-05	0.00042797878	0.00343542	0.02245495	0.9703564	0.0031890168
s	0.027948122	0.0075694537	0.008350928	0.019674284	0.047787756	0.80489326	0.08377627
t	9.0411515e-05	2.1520939e-06	1.1489263e-05	5.6324352e-05	0.0009348021	0.9874435	0.011461308
i	0.0005499014	4.7172707e-06	8.345704e-06	9.380715e-06	0.0064822934	0.97635084	0.016594544
k	0.00057124195	0.00012638763	0.00014961872	8.016987e-05	0.0051580616	0.38999423	0.6039202
u	3.232163e-06	1.6117266e-06	1.0229308e-05	0.0002830576	0.008548787	0.983223	0.007930001
</S>	0.0007413945	0.000119189135	0.00012571606	3.9100574e-05	0.0016065404	0.13090074	0.8664673
