 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
t	0.9985304	0.0014378952	1.8886361e-05	8.122481e-06	8.3375204e-07	2.718058e-06	2.3983543e-07	4.451319e-07	3.3032296e-07
ù	0.97221833	0.027487427	0.00026004366	3.3346492e-05	4.872162e-07	3.0613654e-07	4.3650065e-08	3.8328515e-08	1.5949325e-08
o	0.86884004	0.130502	0.0003030229	0.00031819768	8.693533e-06	2.6573432e-05	8.9067294e-07	3.9712435e-07	2.122552e-07
o	0.1677087	0.83062094	0.0011202266	0.000512874	9.8656865e-06	2.5371479e-05	9.138598e-07	6.3747945e-07	5.3256394e-07
f	0.035780665	0.95299524	0.010175626	0.0009950069	1.7910636e-05	3.2512955e-05	1.4692372e-06	1.2735406e-06	3.2426962e-07
r	0.016501842	0.60394543	0.37766916	0.0017805678	8.196136e-05	1.4663071e-05	5.963706e-06	2.520071e-07	1.4564009e-07
a	0.21699785	0.43744236	0.3423036	0.00305295	0.00019532927	2.4291885e-06	9.877892e-07	4.3818027e-06	7.283088e-08
b	0.0023451406	0.82388276	0.15640512	0.017341966	1.578056e-05	8.914802e-06	1.5905192e-07	1.02616845e-07	1.152448e-07
b	0.0013434881	0.17762056	0.8099142	0.010667626	0.00036961798	5.4976357e-05	2.7541513e-05	1.2640746e-06	9.0413033e-07
i	0.008371124	0.045670476	0.9040517	0.041386615	0.0003587762	3.104487e-05	3.6904898e-05	9.170754e-05	1.7660171e-06
k	0.0048112697	0.19730288	0.62460744	0.09692294	0.01975055	0.045855485	0.006903914	0.0034068811	0.00043865512
è	0.01558224	0.019582877	0.2911547	0.6125357	0.026192607	0.012959208	0.017085532	0.0040009096	0.0009062075
s	0.23964193	0.38635078	0.18714422	0.14354515	0.013468297	0.025575355	0.002832369	0.0005573772	0.0008845213
s	0.0016157464	0.037233382	0.25709575	0.65479124	0.047324996	0.0013266307	0.0003628893	4.0747855e-05	0.00020856943
a	0.013167159	0.0063398858	0.122165285	0.8558328	0.0023530137	9.259037e-05	4.5423485e-06	2.1128697e-06	4.2519026e-05
n	0.023008	0.007672953	0.101715565	0.76156384	0.094074436	0.01119224	0.0005606948	0.00019360184	1.865502e-05
o	7.0492715e-05	0.00045231503	0.09008674	0.64319897	0.26111877	0.004794385	0.00025031064	2.6138907e-05	1.8121982e-06
m	0.0017879406	0.0011808597	0.023310238	0.5684934	0.35909814	0.045669384	0.00039385763	6.435383e-05	1.7414319e-06
a	0.0002643918	0.0006369709	0.016688664	0.31290308	0.6418101	0.02511183	0.001730368	0.0003981993	0.00045634602
s	0.00013165615	0.0003636105	0.008507339	0.10803905	0.48114467	0.39824322	0.0034999126	6.740878e-05	3.1222758e-06
t	0.0001541444	4.568836e-05	0.0020007908	0.14597684	0.687023	0.15620294	0.008475716	0.000114176735	6.6847215e-06
ò	9.763566e-05	3.2686854e-05	0.0072032404	0.8149391	0.1258478	0.044843454	0.006650311	0.00031410652	7.164702e-05
r	0.00023169197	0.0001174813	0.0012798456	0.17533945	0.3351901	0.48234102	0.005322031	0.0001679295	1.0500014e-05
i	2.9284522e-05	6.5684515e-05	0.0010958188	0.29239094	0.2909473	0.39815065	0.01700605	0.0003054755	8.850892e-06
k	0.032114007	0.005605086	0.024094293	0.015968403	0.1648794	0.59821266	0.1473543	0.011459149	0.00031272948
a	3.7725276e-05	1.8829092e-05	0.00013955047	0.011503569	0.21634118	0.6611037	0.106779486	0.004012574	6.337613e-05
ì	0.002288093	0.00060699444	0.0017383131	0.0013092506	0.022523694	0.4962439	0.44820786	0.0263925	0.0006894412
a	0.0031518792	0.0005603148	0.00095163623	0.0061755865	0.013694769	0.73248	0.2326243	0.009174919	0.0011865722
n	0.011118003	0.0008402487	0.0033769454	0.00524349	0.0028145036	0.1747051	0.7321641	0.06355961	0.006178029
e	2.9901381e-05	1.4033862e-05	2.8191029e-05	0.00014336917	0.0048958804	0.086156726	0.70865625	0.18781427	0.012261343
e	0.0002019062	7.609167e-05	0.0002664341	0.0001475039	0.0005336353	0.034089014	0.531577	0.4078674	0.025241127
f	0.0011434183	8.280601e-05	0.00023070848	0.00039749022	0.00014233057	0.015348631	0.42995796	0.50575066	0.046946004
r	3.0926716e-05	1.2452115e-05	1.9622461e-05	5.4263535e-05	0.00024849712	0.0049023395	0.27530888	0.61123765	0.108185455
a	6.891345e-06	1.2214422e-06	5.140036e-06	0.00012867677	0.0009010538	0.0089562	0.6104064	0.33922306	0.040371247
b	1.0180082e-05	4.5184875e-06	1.2619467e-05	6.386714e-06	1.9884741e-05	0.001127169	0.049727976	0.80282533	0.14626588
b	1.5719292e-05	9.103096e-06	1.3919616e-05	2.255962e-05	0.00011121424	0.0023982963	0.17384629	0.71379685	0.10978609
i	0.0010229326	9.5867654e-05	0.0002967746	0.0021516567	0.0004599607	0.0022837655	0.13103099	0.26706266	0.5955954
k	0.00078725826	0.00024868947	0.0008947892	0.00019448469	0.00018086661	0.0003225866	0.00339527	0.4261296	0.5678464
a	0.001320123	0.00031176244	0.0005330901	0.0012371339	0.00020493852	0.00044470947	0.0152483275	0.11032144	0.8703785
t	0.10643026	0.008954014	0.06173372	0.023343321	0.002895684	0.002475236	0.001953654	0.041012898	0.75120115
ò	0.00014959369	0.00011962554	0.00015793554	9.807994e-05	5.4126e-05	5.4387616e-05	0.0037214062	0.45218235	0.54346246
r	0.007870001	0.0025343401	0.0046691396	0.005595348	0.0008863994	0.003381928	0.019231414	0.28672534	0.66910607
i	5.9516304e-05	1.5491178e-05	2.4489258e-05	4.2384036e-05	9.3560575e-06	0.00012326351	0.017076096	0.73165625	0.25099313
</S>	0.005038179	0.00042063574	0.0029693125	0.0012952379	0.00012968662	0.00027266218	0.00084830436	0.12546109	0.8635649
