 	avete	cucinato	le	verdure	</S>
è	0.9991524	0.000783216	1.3704564e-05	4.672222e-05	3.9600877e-06
c	0.70131266	0.2831969	0.008716709	0.006736608	3.7149017e-05
h	0.6644949	0.32645586	0.007713647	0.0013276064	7.962884e-06
e	0.11117481	0.83574563	0.048551217	0.004249951	0.0002783519
t	0.058487136	0.9066323	0.031224621	0.003537875	0.00011800244
e	0.0023694145	0.36145252	0.6311827	0.0049826577	1.2761181e-05
m	0.020376647	0.4841817	0.3967084	0.097355	0.001378198
a	0.00133895	0.25509277	0.72085226	0.009664489	0.013051602
r	0.0074770954	0.18809083	0.36050346	0.43400353	0.00992504
à	0.0005654838	0.037728902	0.7177623	0.18006216	0.06388109
t	0.0023573192	0.070967026	0.35467038	0.5473003	0.024704956
a	0.00018017151	0.027752588	0.7630674	0.20398349	0.0050163735
t	0.0297853	0.014997629	0.14450422	0.6334398	0.17727305
a	3.4218792e-05	0.0034221832	0.37309593	0.40132657	0.22212109
l	0.00047704126	0.00052873744	0.034577705	0.83861	0.12580654
à	0.00013183318	0.0013951341	0.08220565	0.39497113	0.52129626
c	0.00024943808	0.00071042875	0.011593594	0.86546504	0.121981524
h	1.8209967e-05	2.290197e-05	0.0037159566	0.94820356	0.04803935
a	5.179813e-06	1.0073345e-05	0.004553281	0.9331524	0.062279105
n	1.77691e-05	1.9968544e-05	6.497212e-05	0.014502254	0.9853951
a	9.022011e-06	5.2180472e-05	0.007371881	0.4656856	0.52688134
</S>	4.4950833e-05	2.5081954e-05	0.00044590925	0.021306774	0.9781773
