 	questa	canzone	ee	l'	ha	scritta	un	poeta	</S>
t	0.9964992	0.0033992333	9.022947e-05	1.1854129e-06	6.7845344e-06	2.8488162e-07	1.7112749e-06	8.892721e-07	4.4982775e-07
ù	0.9798503	0.01999373	0.00014568098	8.056534e-06	2.0716282e-06	5.085172e-08	5.682547e-08	2.0351177e-08	9.242964e-09
t	0.5884986	0.38900423	0.02245746	4.9725286e-06	3.164494e-05	5.2639734e-07	2.1254884e-06	3.4211476e-07	1.3356814e-07
t	0.9115182	0.08751797	0.00092337123	3.946066e-05	9.701708e-07	3.9423547e-08	1.4519748e-08	6.7101347e-09	9.7324735e-09
o	0.5659702	0.43224806	0.0016960443	6.623831e-05	1.4905163e-05	1.7830171e-06	6.2629135e-07	2.3568742e-07	1.9290746e-06
t	0.060698375	0.8431746	0.09595222	0.000103704806	6.1458246e-05	2.471126e-06	5.615379e-06	1.3540938e-06	1.8989607e-07
r	0.00345144	0.8815697	0.09739775	0.016674444	0.0009022056	3.832275e-06	4.4865044e-07	2.4524138e-07	1.8361355e-09
a	0.015305196	0.9809413	0.0029803764	0.0007589667	1.3545853e-05	4.938139e-07	6.7899514e-08	1.0974296e-07	3.9225987e-09
v	0.001628711	0.07456591	0.92305243	0.0006734508	7.870679e-05	2.0718122e-07	3.987844e-07	9.1913485e-08	7.3551895e-08
ù	0.003661604	0.2743776	0.5010137	0.21324946	0.007350226	0.00029384505	2.9248737e-05	2.1611198e-05	2.6746309e-06
d	0.00059318915	0.009437274	0.9818076	0.0046934905	0.0034661402	1.2477086e-06	7.3029605e-07	1.7671597e-07	2.1314185e-07
i	0.0016096487	0.046276383	0.9037155	0.038582526	0.009668093	0.00011721544	2.2712371e-05	5.791066e-06	2.1098654e-06
e	0.025761778	0.061796356	0.62176615	0.13753022	0.15187557	0.00054966746	0.00059538684	0.00011245724	1.2289039e-05
e	0.0047056065	0.023441717	0.5021643	0.21742605	0.25154555	0.0006177197	8.314579e-05	1.4332454e-05	1.6427107e-06
t	0.011112259	0.031574924	0.11839637	0.18339233	0.65089077	0.0042631435	0.00033503288	3.2034462e-05	3.1315326e-06
o	0.00044739663	0.0031018718	0.032058377	0.2744195	0.5098221	0.17812696	0.001909067	0.00010752413	7.257723e-06
n	0.0007331595	0.00074919214	0.028605185	0.040953238	0.8986474	0.02773205	0.0025652247	1.3149326e-05	1.282545e-06
è	0.0014178943	0.0037914868	0.014470254	0.054984186	0.47444397	0.43751577	0.012000216	0.0012450019	0.00013118269
g	0.008152675	0.020867016	0.013143536	0.057671037	0.41248763	0.41063347	0.0768075	0.00023505255	2.0202506e-06
r	0.00043963446	0.0021482091	0.027264418	0.02568738	0.2742311	0.61573267	0.0530753	0.001334288	8.694359e-05
a	0.045947604	0.10234404	0.058039054	0.18164659	0.12172065	0.45788574	0.0279102	0.0019833914	0.0025226453
t	0.021117155	0.062851176	0.007443255	0.021531262	0.06793497	0.5508403	0.24459481	0.020754127	0.0029329327
s	1.1625244e-05	3.372504e-05	9.011157e-05	0.011056991	0.056376703	0.5797642	0.3120431	0.040122245	0.0005013511
e	0.00010821049	0.0032969073	0.0003529411	0.047322903	0.04622504	0.551326	0.19246717	0.14341149	0.015489357
è	0.00045348774	0.0010192796	0.0004897511	0.0007624243	0.009332296	0.1560516	0.8018547	0.019968813	0.010067616
n	0.005088366	0.01187412	0.0053104023	0.0024106973	0.016597666	0.108438306	0.78915495	0.038634967	0.022490526
a	0.00019084658	0.00040879427	0.00019720322	0.00020845036	0.0072657936	0.13117996	0.46970224	0.3628041	0.028042562
p	0.087899454	0.20050538	0.008203888	0.014906085	0.0069307373	0.008899447	0.11489545	0.44031137	0.117448114
o	3.587654e-05	0.00028633498	2.8400063e-05	2.6799244e-05	7.101936e-05	0.0028727138	0.06599653	0.83369654	0.09698577
è	8.590311e-06	1.0243655e-05	4.8114725e-06	4.514192e-06	1.5996526e-05	0.00014766635	0.033197377	0.88498944	0.081621274
t	0.0019151587	0.006628848	0.00034176905	0.00039013274	0.00020639389	0.0002048344	0.005676198	0.8523628	0.13227381
a	1.2793902e-05	8.714742e-05	8.581616e-06	4.430952e-06	1.0110999e-05	0.0003662101	0.011737698	0.95360494	0.034168113
</S>	0.02287592	0.062229294	0.0015139799	0.004849448	0.0011011502	0.00087485457	0.002279533	0.16383816	0.7404377
