 	il	morto	vuole	pianto	</S>
t	0.999731	0.00025562837	6.372339e-06	4.9774762e-06	2.00636e-06
o	0.9889254	0.011037106	3.636124e-05	1.0333637e-06	1.1127743e-07
n	0.67498964	0.31276017	0.011974122	0.00025256432	2.3401393e-05
a	0.47318467	0.52503496	0.0014370112	0.00012178647	0.00022157295
p	0.04586487	0.9475865	0.0065328088	1.1635393e-05	4.2066517e-06
e	0.0023573437	0.9873554	0.009739417	0.000296538	0.00025141015
s	0.014527849	0.9566287	0.028641796	0.00018080122	2.0921396e-05
a	0.0009824442	0.88944215	0.10489584	0.003718018	0.00096151355
m	0.00362428	0.6985483	0.29602975	0.0017639888	3.3667726e-05
m	0.0044282353	0.4925313	0.40284702	0.04520105	0.054992415
è	0.19561775	0.62169033	0.13647044	0.029175967	0.017045587
n	0.009366656	0.61029154	0.3783376	0.0018308945	0.00017335602
o	0.042523265	0.09284122	0.48603818	0.10737296	0.2712244
t	0.3431325	0.13907462	0.37239763	0.11033108	0.035064124
è	0.00044151116	0.010591514	0.7846671	0.16924185	0.03505811
l	0.0029881005	0.0069140904	0.88413256	0.09245381	0.0135114845
i	0.0013853109	0.0017737458	0.6782217	0.24075782	0.07786146
g	0.12878098	0.022265872	0.029038412	0.29831037	0.52160436
l	0.00018804346	0.0004103136	0.29234412	0.45386317	0.2531944
e	0.0032784953	0.00045771763	0.01730944	0.062563755	0.91639054
m	0.0007741552	0.00016744267	0.007933929	0.27746165	0.71366286
m	7.246474e-05	6.9885595e-05	0.017667478	0.9186946	0.06349556
è	0.002166103	0.0007985765	0.11448806	0.33763155	0.54491574
n	0.005463749	0.0027310983	0.089007296	0.4851382	0.41765967
o	0.015399781	0.0016365995	0.0714044	0.11121064	0.8003486
</S>	0.06981827	0.013853902	0.005897765	0.005356754	0.90507334
