 	le	melanzane	vogliono	girate	</S>
i	0.99915934	0.00079640397	1.3671449e-05	2.8898328e-05	1.6783733e-06
m	0.8256081	0.15078093	0.021603161	0.001988839	1.8948027e-05
a	0.74541736	0.24518697	0.008811747	0.00022137628	0.00036253978
r	0.16240856	0.8353119	0.0021995523	7.7446464e-05	2.4602625e-06
a	0.004840221	0.9903257	0.0046776347	7.003786e-05	8.658111e-05
n	0.012032943	0.9712427	0.01651593	0.0002051234	3.2148369e-06
g	0.0043467507	0.9613341	0.032300092	0.0010241513	0.0009948278
i	0.029255638	0.9353099	0.03208094	0.003166195	0.00018735215
à	0.0040729437	0.85916	0.1289619	0.0071939495	0.0006112676
n	0.015000798	0.7000358	0.28031865	0.0045088567	0.0001359639
e	0.002486216	0.25712994	0.7376777	0.0014825767	0.0012236865
i	0.4558908	0.06552211	0.29465413	0.15843678	0.025496157
t	0.0017663003	0.004865669	0.9214176	0.06804236	0.0039080554
è	6.694643e-05	0.009305669	0.86891466	0.046586912	0.07512586
l	0.00049004966	0.0012834191	0.9383201	0.04426791	0.015638527
u	0.00018882412	0.0008862222	0.89289194	0.099343896	0.0066891224
n	0.039129265	0.0062186113	0.053424332	0.47363937	0.42758852
e	0.00030508733	0.000307039	0.32291755	0.6049654	0.07150495
v	0.0022784686	0.00031743193	0.007880251	0.257431	0.7320928
o	2.423578e-05	3.662496e-05	0.06507147	0.8766338	0.058233812
t	0.000177279	7.5543016e-05	0.008435514	0.21328138	0.77803034
i	7.9922334e-05	5.1032282e-05	0.026572121	0.63170743	0.34158948
m	0.00050596095	0.00012578376	0.0031232622	0.26508185	0.7311631
m	5.073532e-05	3.246633e-05	0.0012881202	0.9049261	0.093702555
è	0.002030259	0.00022090635	0.026246417	0.3848528	0.58664966
n	0.0025010414	0.00092920085	0.02135583	0.64545107	0.32976288
e	0.0015862655	0.00014767505	0.006181079	0.8434759	0.14860913
</S>	0.014571762	0.0026356913	0.0027769958	0.010281821	0.9697337
