 	le	melanzane	vogliono	ee	girate	</S>
t	0.9989759	0.0009940962	1.1506866e-05	7.5922835e-06	1.0077997e-05	7.586301e-07
e	0.9896595	0.010181269	0.0001562577	2.543497e-06	5.270386e-07	4.1956493e-08
s	0.6858442	0.30058783	0.009766905	0.003629342	0.00016813642	3.5890757e-06
m	0.45160922	0.54271775	0.0056126756	5.634707e-05	2.9630262e-06	1.018721e-06
a	0.1756052	0.82178265	0.0024550783	5.5445096e-05	9.091785e-05	1.0676101e-05
r	0.020259928	0.95675665	0.022707121	0.00025579263	1.8441182e-05	2.0338134e-06
a	0.0029006787	0.90809965	0.08867316	0.00025029475	5.217707e-05	2.4048431e-05
n	0.0046128044	0.7695619	0.22478797	0.0009980776	3.7854872e-05	1.3163584e-06
g	0.0024771516	0.5219209	0.47074434	0.0031297875	0.0011963157	0.0005314781
i	0.0094606485	0.78688365	0.20233278	0.00070779014	0.0005020645	0.00011305433
à	0.002283015	0.19008823	0.8022847	0.0040166005	0.0012542688	7.312238e-05
n	0.0039253877	0.16935195	0.81837004	0.007892563	0.00043048555	2.9493223e-05
e	0.001178485	0.07026809	0.9183589	0.0098184	0.00016193965	0.00021417989
t	0.4393852	0.07426148	0.34093738	0.061870236	0.0763307	0.0072149416
è	6.6864595e-05	0.007888567	0.89888674	0.083334856	0.008079668	0.0017433185
l	0.0011425609	0.0021693017	0.79762655	0.1942723	0.0041219266	0.00066742394
u	0.0016270265	0.0034005907	0.3139722	0.66479075	0.012153606	0.004055874
n	0.15829016	0.02768284	0.113415025	0.35568005	0.19647829	0.14845358
e	0.0012205889	0.00091165537	0.05539979	0.6933429	0.1942594	0.054865696
e	0.0066455747	0.0008956074	0.0077347094	0.18503562	0.44431657	0.3553719
e	0.0007819835	0.0002098829	0.005951346	0.65171665	0.23018432	0.11115583
v	0.0016880265	0.00017969127	0.0017032211	0.22757824	0.504155	0.26469582
o	0.00012725458	5.1001567e-05	0.0002290541	0.04091096	0.84722805	0.11145373
t	0.00011771925	3.1742045e-05	0.00017031832	0.019928979	0.2389248	0.7408264
i	5.053877e-05	2.0262727e-05	0.00024430527	0.06621239	0.5298161	0.40365636
m	0.0005303965	0.00011714599	0.0003162064	0.014967255	0.35844848	0.62562054
m	3.527396e-05	1.7858269e-05	3.721415e-05	0.007711143	0.89887124	0.093327306
è	0.0024854129	0.00015459013	0.000605012	0.04225766	0.45247585	0.5020215
n	0.0022784937	0.0006398341	0.0007532968	0.14187314	0.62969065	0.22476456
e	0.0017443302	0.0001264764	0.00018235907	0.061241508	0.7962061	0.14049919
</S>	0.023323035	0.004308482	0.004411755	0.003406605	0.023331724	0.9412184
