 	la	madre	e	il	padre	non	è	non	è	che	li	dimentichiamo	mai	perchè	ci	hanno	dato	la	vita	e	amore	</S>
i	0.9954005	0.00454783	4.1372165e-05	3.2264475e-06	3.0887525e-06	2.399655e-06	5.359917e-07	7.256403e-07	3.1638535e-07	7.108013e-09	1.0068628e-08	4.9955635e-09	2.4734597e-09	5.3164136e-08	6.6544203e-10	4.4210564e-09	5.2263958e-09	1.048764e-09	6.3245786e-09	1.6802569e-09	2.2968842e-09	1.9938376e-08
m	0.6109482	0.35511753	0.02187429	0.0012479189	0.0049913335	0.0038806796	0.0007978634	0.00087824924	0.00024909063	1.6092195e-06	1.2703571e-06	4.5189708e-07	4.6952056e-07	6.5964214e-06	2.2762242e-07	7.171401e-07	7.861797e-07	2.424866e-07	9.42912e-07	2.7569567e-07	2.4484683e-07	1.0243845e-06
à	0.3127766	0.6091094	0.068426654	0.0088275075	0.0008050578	5.37134e-06	7.353341e-06	3.3242113e-06	4.053704e-06	1.0195452e-05	1.3178227e-05	5.409608e-06	1.32588e-06	2.0169264e-06	8.308486e-08	5.964713e-07	2.4319786e-07	1.09801384e-07	1.4481569e-07	2.0979968e-07	1.0963873e-06	9.841847e-08
n	0.09366536	0.8096578	0.094816156	0.0010714312	0.00030245582	0.000442351	1.1841968e-05	3.085804e-05	1.5947872e-06	7.860069e-09	2.0098472e-08	1.2399988e-08	1.44063685e-08	1.0806596e-08	2.1140205e-09	2.0486908e-08	8.090617e-09	2.9179463e-09	2.2811497e-09	3.9746446e-09	1.9274164e-09	5.7347137e-08
a	0.043792423	0.74778384	0.19837198	0.008852595	0.0011482306	2.076068e-06	7.066494e-06	1.3563011e-06	4.248301e-06	1.3077523e-06	3.7282368e-06	1.8597077e-05	1.4118345e-06	6.095502e-07	4.3318394e-08	7.3468385e-07	8.202391e-08	3.4470838e-07	7.614674e-08	6.832683e-07	5.040279e-06	3.4946074e-06
c	0.07029882	0.08470987	0.5973196	0.15462177	0.071048416	0.012557928	0.0044907383	0.0037920792	0.0010347347	7.67112e-06	3.03456e-05	1.4906452e-05	1.3263107e-05	8.739299e-06	1.1001013e-06	1.9793544e-05	8.340911e-06	2.458098e-06	9.178796e-07	3.995957e-06	1.9154388e-06	1.2623536e-05
e	0.0013892797	0.015270647	0.6139091	0.3626177	0.0067217387	2.3709215e-05	1.825e-05	5.3501562e-06	8.673318e-06	1.24704875e-05	1.2659623e-05	2.3213029e-06	1.1618413e-06	4.2392053e-06	9.7539704e-08	7.348082e-07	3.0226352e-07	1.8035848e-07	1.0924929e-07	3.1747257e-07	8.929215e-07	9.078133e-08
o	0.0052995947	0.04430015	0.5269317	0.3251919	0.0691204	0.027463365	0.00023075272	0.0014520736	9.502283e-06	9.331396e-08	1.5510031e-07	3.9424666e-08	3.5587135e-08	4.5936233e-08	3.558223e-09	4.6509196e-08	4.1706162e-08	3.5392573e-09	4.047807e-09	4.6469983e-09	3.1904468e-09	1.0747236e-07
c	0.008062445	0.0013419766	0.042446308	0.7819243	0.14450839	0.018951349	0.00053256965	0.0021511358	5.587643e-05	3.4084678e-06	1.064838e-05	2.914311e-06	1.4359925e-06	2.6666432e-06	5.5446538e-08	1.7546126e-06	8.626459e-07	9.622643e-08	4.829517e-07	1.533143e-07	2.9585576e-07	9.0709545e-07
i	0.0006932016	0.0003602616	0.02608516	0.43978432	0.4923026	0.010276533	0.018273475	0.0042829094	0.0042993356	0.0025453805	0.00060062134	9.036696e-05	9.280501e-05	9.282607e-05	4.3133357e-05	4.1141342e-05	3.0680465e-05	2.5226353e-05	2.0254407e-05	3.9881794e-05	1.4458741e-05	5.4256125e-06
