 	la	casa	la	costruisce	il	mastro	</S>
o	0.99788326	0.002098225	1.6103051e-05	1.6793307e-06	3.3185506e-07	1.6796054e-07	2.1177479e-07
s	0.6086744	0.34663403	0.043969043	0.0005951874	9.678685e-05	2.1116764e-05	9.437996e-06
p	0.12805703	0.8526358	0.018381506	0.0008350302	5.9617247e-05	2.953492e-05	1.4434345e-06
ì	0.02767951	0.9486727	0.022472026	0.0011455744	1.751706e-05	8.778972e-06	3.8130386e-06
t	0.07907427	0.8372878	0.083586164	4.7178935e-05	9.224361e-07	2.3782054e-06	1.3169846e-06
i	0.0049095307	0.1423772	0.83094823	0.021362772	0.00030455767	9.5301206e-05	2.3796747e-06
o	0.14171237	0.0765728	0.7603665	0.014753716	0.0037245771	0.0027110977	0.00015889468
f	0.003966389	0.005619247	0.93535274	0.053769227	0.0011186621	0.00016760269	6.164908e-06
a	0.00014699333	0.010429285	0.44549105	0.5293552	0.013665126	0.0005911511	0.00032117654
b	0.0012627209	0.006660449	0.9034464	0.076032765	0.012459376	0.00013128878	6.9714615e-06
b	0.001277022	0.0055038724	0.26427042	0.6602664	0.06250427	0.0051715146	0.0010064644
r	0.017400661	0.0632808	0.101303995	0.44546095	0.14776759	0.21795546	0.0068305084
i	0.0091923885	0.036980625	0.11443184	0.5260392	0.23259781	0.078290746	0.0024673846
k	0.04270724	0.0061973576	0.10676407	0.21580306	0.033503108	0.37125948	0.22376566
è	0.023441123	0.004256153	0.01716565	0.10327097	0.32909116	0.45788756	0.06488741
i	0.41814345	0.15352732	0.19501515	0.107715435	0.033122383	0.06719658	0.025279712
o	0.34035566	0.12163494	0.044158887	0.07408005	0.29278225	0.10894243	0.018045735
m	0.0528245	0.010702291	0.0068636993	0.03688645	0.35100347	0.5072681	0.034451526
à	0.00056350225	0.0011213507	0.0035630693	0.023918213	0.64172727	0.15477312	0.17433351
s	0.0013368994	0.0012782795	0.0050028916	0.0124851875	0.22142304	0.65410507	0.1043687
c	0.0013862493	0.00051461265	0.0024432763	0.0075541814	0.4622147	0.28799585	0.23789121
i	0.021889323	0.008095969	0.0020839057	0.0035832236	0.07784775	0.7424421	0.14405778
a	0.0024467735	0.002243232	0.00053476554	0.0037238898	0.012209409	0.2673624	0.7114795
</S>	0.0002565002	6.24433e-05	2.663686e-05	0.00021332984	0.00037232786	0.09620556	0.90286314
