 	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
t	0.9967152	0.0032219677	2.5451243e-05	3.470505e-05	1.3612258e-06	4.2305054e-08	1.2456846e-06	1.0421781e-08	7.592578e-09	1.7587503e-08	4.071721e-08
a	0.94104373	0.05876371	7.386459e-06	0.00018256862	1.9550603e-06	5.560336e-08	5.537932e-07	1.500892e-08	1.8908952e-09	2.2715818e-09	1.4485034e-09
p	0.5277746	0.4242493	0.02969025	0.01757683	0.00042090498	1.7951957e-06	0.00028493098	1.6850501e-07	2.5222946e-07	2.3599327e-07	6.761517e-07
e	0.03306217	0.9642456	0.00041136058	0.0022401032	2.8904835e-05	7.2785865e-06	4.1637927e-07	3.623002e-06	2.9602737e-07	2.0366902e-07	1.862489e-08
t	0.053082306	0.92453974	0.020519968	0.0018426523	1.4909691e-05	3.4365293e-08	3.658252e-07	1.8015966e-09	1.1434228e-09	1.654828e-09	1.0377305e-08
ì	0.00082016987	0.95407784	0.012558038	0.031999674	0.0005222565	1.6777984e-05	2.8220172e-06	1.6478838e-06	4.1544524e-07	2.285131e-07	8.531084e-09
a	0.0008669793	0.9811318	0.008487583	0.009402216	0.000110977315	1.7320959e-07	4.0446176e-07	2.1604951e-09	2.2780762e-09	2.8095202e-09	4.642942e-09
e	0.014017002	0.053824693	0.6552128	0.25030056	0.026389405	6.976373e-05	0.0001769611	2.6393693e-06	1.4224282e-06	1.5939239e-06	3.145864e-06
s	0.006146258	0.008413399	0.5368961	0.32750517	0.1207878	0.0001265307	0.00012115685	2.2886393e-06	3.3766415e-07	3.8526062e-07	5.813685e-07
ò	0.00061337225	0.012832824	0.13041696	0.70784754	0.14329295	0.0046990975	0.00019763704	7.740139e-05	1.6256752e-05	5.6951526e-06	2.7966914e-07
z	0.0003184829	0.022547483	0.020411365	0.9314743	0.025179803	5.453601e-05	1.3500566e-05	2.9096742e-07	6.7828736e-08	3.5423973e-08	1.6353805e-08
u	0.0072848233	0.021558484	0.81990194	0.026864659	0.12349874	0.0008125657	3.5460147e-05	2.8737544e-05	7.377273e-06	3.4327993e-06	3.7503328e-06
n	0.029911127	0.017327448	0.32363778	0.0616955	0.56059545	0.005883613	0.0008044542	0.000106490916	2.0696525e-05	1.2328971e-05	5.1110715e-06
e	0.017798647	0.008099604	0.35571334	0.046744954	0.5304447	0.027911514	0.012051819	0.0005531009	0.00033907604	0.00027350246	6.973887e-05
f	0.003108047	0.0010132245	0.025349282	0.08217837	0.8473029	0.03631063	0.0046824245	3.5862555e-05	1.1574327e-05	6.6920084e-06	8.985295e-07
à	9.669429e-05	0.0013246803	0.039622016	0.26272997	0.49951333	0.19257697	0.0012881474	0.0021943108	0.0004013162	0.00017487997	7.779941e-05
i	0.00013027019	0.00023394667	0.013629388	0.02765094	0.8775537	0.06556844	0.015092775	0.00012952271	9.980672e-06	8.073038e-07	2.659214e-07
t	0.017399598	0.0045307716	0.033469316	0.008291279	0.6192595	0.29830834	0.017442362	0.0010721616	0.00017679627	4.5649525e-05	4.3388786e-06
o	0.00016801989	0.00025046233	0.003518357	0.02311735	0.22562389	0.71502364	0.009526354	0.021076428	0.0016588148	3.5550565e-05	1.166392e-06
g	0.00091494364	0.00042172868	0.008023736	0.004146265	0.49916252	0.44119972	0.03490395	0.010342266	0.00087022234	1.3421252e-05	1.2035306e-06
e	0.00012354084	0.00024261622	0.0022297215	0.012367582	0.14139351	0.69747156	0.03330333	0.100356765	0.0123444395	0.00015707871	9.9356075e-06
l	0.000844803	0.00029392997	0.0018392116	0.0019446039	0.19129682	0.6879311	0.034175128	0.0694595	0.012105832	0.000102053134	6.976201e-06
à	0.0001903312	0.00029686277	0.0021411465	0.0055177854	0.113415755	0.5654414	0.030919299	0.23560722	0.045009587	0.0011298097	0.00033075767
t	0.0003045287	0.0005212312	0.005676779	0.004602958	0.09195094	0.427347	0.021882491	0.26322085	0.18240741	0.0020225781	6.315417e-05
o	0.00046462414	0.00015835185	0.0015557868	0.0012463429	0.06767835	0.23851533	0.010571086	0.53827	0.14000054	0.001426236	0.000113425245
p	0.084260255	0.0642291	0.008186328	0.026664456	0.015201425	0.08443308	0.015020612	0.17964244	0.48053768	0.040301286	0.0015233395
r	8.929468e-05	3.5603585e-05	0.00013555087	0.000115946335	0.0016752759	0.020374522	0.005462041	0.31855857	0.6141338	0.0375486	0.0018708117
ì	6.672743e-06	2.0699267e-06	2.5313511e-05	0.00012554416	0.00033501408	0.007820025	0.0002959589	0.778382	0.1458486	0.06568992	0.0014687927
m	0.0008977708	0.00029471476	0.0026870922	0.000570503	0.006870878	0.019182174	0.017308054	0.088354714	0.5185175	0.3207954	0.024521206
a	0.00077399105	4.444218e-05	0.0006086419	8.293395e-05	0.0015967509	0.0045852093	0.028062325	0.13416979	0.38159937	0.4338706	0.014605937
k	0.021712892	0.020977587	0.0012002935	0.012695109	0.0017390243	0.0050278557	0.00079660787	0.014407047	0.20861557	0.48534766	0.22748035
