 	il	ladro	è	entrato	da	qui	</S>
o	0.99328375	0.0065983366	0.000114923976	1.7523462e-06	4.0663943e-07	4.6334617e-07	3.7272545e-07
l	0.6792338	0.27868876	0.041438278	0.00045107023	0.0001735447	9.076154e-06	5.489353e-06
à	0.5837067	0.40914008	0.00048858894	0.0056328	0.00038545034	0.0006239197	2.2437205e-05
d	0.095943354	0.7730006	0.13072312	0.00031884204	1.22730235e-05	5.7120513e-07	1.271699e-06
r	0.068615355	0.91770357	0.0022707738	0.010915416	0.00037359493	0.00011303953	8.273056e-06
o	0.7090615	0.17437904	0.023832966	0.0914121	0.0009762942	0.00013562603	0.00020245257
i	0.122893214	0.563455	0.29709154	0.0143087	0.00092699955	0.0007889895	0.00053561915
m	0.006639642	0.12450511	0.6564964	0.2087844	0.0030800912	0.000460446	3.3886317e-05
b	0.0002764696	0.01991258	0.015692545	0.9126796	0.046244655	0.0031362174	0.0020579959
ì	0.0048547774	0.0015100435	0.001723631	0.94567657	0.0391731	0.006739394	0.00032258456
k	0.0013340652	0.02775904	0.8851097	0.04338544	0.041374773	0.0009393211	9.769001e-05
e	0.010204104	0.0043375813	0.0078067267	0.82727766	0.08319714	0.025916968	0.04125993
a	0.5031642	0.048905082	0.046703957	0.012415609	0.23172018	0.12595974	0.031131294
p	0.06386406	0.0031418863	0.0055024833	0.047960766	0.4046388	0.32980695	0.1450851
ò	0.0001401901	0.0001732451	0.0008506747	0.03402264	0.6270126	0.16117719	0.1766234
t	0.00025972002	0.00028812393	0.000828412	0.00028965686	0.09538471	0.8825456	0.02040373
t	0.00050442084	5.094081e-05	0.0001881119	0.016640443	0.49332112	0.39800453	0.09129039
u	0.011619457	3.0960597e-05	3.3981178e-06	0.001487116	0.022047974	0.83464575	0.13016532
</S>	0.0025156394	6.702341e-05	1.7212264e-05	9.9704805e-05	0.00086614426	0.25874624	0.73768806
