 	hai	già	mangiato	</S>
è	0.99906677	0.000649806	0.00025511184	2.8354438e-05
c	0.33645844	0.45511392	0.20823736	0.00019026318
h	0.46439293	0.52956796	0.0060319146	7.265691e-06
i	0.049620803	0.9443502	0.005955814	7.320653e-05
g	0.07364573	0.92173135	0.0042803152	0.0003425934
i	0.0017599328	0.9631877	0.034986444	6.59629e-05
à	0.010297558	0.83783656	0.11809829	0.033767663
f	0.0031003954	0.249754	0.7227028	0.02444281
a	8.04628e-05	0.04544855	0.95269156	0.0017793741
m	0.0028915203	0.0041402015	0.7755072	0.217461
è	0.00016592753	0.0047932407	0.9351467	0.05989406
n	6.1735514e-06	0.0006581267	0.9957339	0.003601796
a	7.5350705e-05	0.0014938783	0.72682786	0.271603
</S>	0.0060830517	0.003504986	0.08553522	0.9048767
