 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
o	0.9854644	0.014520381	1.1368218e-05	2.382681e-06	7.437926e-08	6.2857524e-08	1.1619593e-06	1.0549227e-07
m	0.50413924	0.45809358	0.030647058	0.007060765	1.2301392e-05	6.244562e-06	3.8843486e-05	1.9152556e-06
a	0.920627	0.047225527	0.02680799	0.0018463338	0.0031147809	0.00031627604	4.158278e-05	2.0570054e-05
r	0.25628892	0.20444322	0.5384594	0.000806313	1.9100375e-07	1.0033765e-07	1.369893e-06	4.9607235e-07
ì	0.021258537	0.03977032	0.9235495	0.012891072	0.0020932218	0.00037504084	5.281053e-05	9.498017e-06
o	0.008753292	0.008494082	0.9779599	0.0047875266	1.3245455e-06	2.3150422e-07	3.4890434e-06	1.7438695e-07
e	0.011880095	0.023862878	0.9472655	0.016867645	6.146463e-05	1.5788568e-05	4.1916992e-05	4.6627856e-06
t	0.002659037	0.001642647	0.94523394	0.05035134	9.4941126e-05	1.17247655e-05	5.5586956e-06	8.587782e-07
è	0.0004916596	0.0008428686	0.72499895	0.26577908	0.007526673	0.00034163616	1.7133902e-05	2.0831942e-06
l	0.00047342226	0.0005615673	0.75036484	0.24835499	0.00023069436	7.4008635e-06	6.9189855e-06	1.285108e-07
i	0.0018799151	0.0017553025	0.6668604	0.32759488	0.0017436028	0.00014185655	1.7948918e-05	6.0775997e-06
f	0.060966868	0.015153285	0.06896038	0.8446486	0.0071928105	0.0023266734	0.00071612647	3.526305e-05
a	0.0016936755	0.00072127464	0.09645644	0.7924116	0.096953996	0.008809281	0.0028084335	0.00014529354
m	0.00026332698	0.0007883467	0.021890866	0.9591114	0.013281433	0.004467481	0.00018638253	1.0709189e-05
è	0.0024230466	0.0003801189	0.015391191	0.4776495	0.43236238	0.05576431	0.011106849	0.004922671
n	0.0005088236	0.006476315	0.024425616	0.9164596	0.041461147	0.00663757	0.004006995	2.3978197e-05
o	0.016725812	0.014434629	0.06938669	0.61358494	0.15791698	0.061201315	0.034361027	0.0323886
a	0.2689818	0.026258096	0.02543648	0.108262345	0.1757663	0.36118436	0.030739479	0.0033710466
p	0.027303662	0.0010590781	0.0044885143	0.030298635	0.09823752	0.7879282	0.0474336	0.0032507526
p	0.00023582487	1.0701447e-05	0.00037908115	0.008946414	0.3621462	0.48041406	0.089529395	0.058338337
è	0.0018417488	0.00018145185	0.00132283	0.007010325	0.4314562	0.2977742	0.06322969	0.19718364
n	0.0002102511	0.00030433552	0.00025660294	0.012444819	0.011933601	0.042954143	0.92618865	0.005707666
a	0.0052360855	0.00080479326	0.0015587767	0.012489466	0.0073597217	0.0744284	0.42542088	0.47270182
o	0.06814792	0.003639854	0.008512497	0.0057235016	0.010650738	0.055940744	0.26668906	0.5806957
m	0.0018701785	5.2915795e-05	0.0002557138	0.00020603908	0.00090989284	0.021759566	0.47596636	0.49897927
a	0.00010006517	8.922555e-06	4.9495186e-05	6.272389e-05	0.00086009747	0.0285259	0.7412309	0.2291619
r	0.00037517384	6.1252686e-05	8.199775e-05	0.00012650005	0.00019204777	0.007986983	0.55879664	0.43237942
è	4.504195e-05	3.2614716e-06	2.305066e-05	1.8101213e-05	0.00027326946	0.0068803374	0.77546513	0.21729188
i	0.00058790925	8.146544e-05	0.00021954553	0.00013853457	0.00096459646	0.010334403	0.7687336	0.21893993
</S>	0.0022399067	2.8552913e-05	0.00019502215	6.147135e-05	8.1241145e-05	0.00025980856	0.08341289	0.91372114
