 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	0.88565344	0.11382159	0.00047888604	3.745031e-05	1.7771076e-06	3.151929e-06	8.366744e-07	2.9112796e-06
t	0.24321027	0.7382878	0.017256387	0.0011895066	3.8766106e-05	1.52026405e-05	5.2786396e-07	1.443384e-06
è	0.1392234	0.84059477	0.019781576	0.000225871	0.00015394429	3.2190972e-06	1.327363e-05	3.9949036e-06
l	0.005953688	0.9866937	0.0072622583	8.710123e-05	2.4570243e-06	6.8623774e-07	2.046624e-08	4.902428e-08
i	0.0036200653	0.9399757	0.055602692	0.00076688285	3.3393124e-05	3.0942078e-07	8.279171e-07	1.6414121e-07
f	0.044720143	0.21808326	0.70750356	0.029184667	0.00020219818	0.0002629454	1.0983734e-06	4.2065003e-05
a	0.0018509215	0.2859165	0.69336164	0.017011141	0.0018132442	3.5832763e-05	8.837459e-06	1.8173844e-06
m	0.0019117533	0.017367793	0.9677578	0.012955904	4.9453283e-06	1.2299616e-06	1.3575758e-08	6.1532023e-07
o	0.0031976104	0.039944965	0.8465649	0.090951644	0.016113963	0.0010593046	0.0011766925	0.0009909204
n	0.0026706099	0.00615065	0.8247967	0.16627121	0.000102349455	6.3902007e-06	9.07789e-08	2.0141033e-06
o	0.0045248414	0.008036066	0.25962615	0.6181323	0.09624995	0.012080429	0.000782016	0.0005682016
f	0.0014986207	0.001635049	0.18997425	0.80425394	0.0023468866	0.00028010714	4.527061e-07	1.0722984e-05
a	0.00037630592	0.0030927244	0.1682	0.69515735	0.12485529	0.0016827877	0.003426002	0.003209619
m	0.0003355148	0.00036211868	0.06717718	0.9235458	0.008243355	0.00033098052	5.66932e-07	4.5022152e-06
è	0.0006898918	0.0031593053	0.02921094	0.58286816	0.36830902	0.0073812604	0.004704748	0.0036766487
n	0.00028921003	0.0008193611	0.03267606	0.912722	0.052331425	0.0011501095	7.250277e-06	4.55616e-06
o	0.017103821	0.044021044	0.08443923	0.7024437	0.12387049	0.012540398	0.01049829	0.005083009
o	0.05370655	0.031224482	0.041727785	0.27368915	0.43848193	0.1569402	0.0010153659	0.0032145127
l	0.005859178	0.0051418785	0.0029097795	0.08273371	0.6953828	0.20603834	0.0005652402	0.0013691174
i	4.3654316e-05	0.00032626753	0.00030610574	0.025019784	0.8872759	0.06827597	0.015154398	0.0035978495
m	0.0003009668	0.00054411654	0.00063632993	0.0136189	0.4431911	0.5172088	0.007863091	0.01663662
i	7.465195e-05	0.00025553117	0.00017102054	0.00647162	0.31967077	0.20292708	0.41861218	0.051817194
a	9.237285e-05	0.0001178624	0.00017698026	0.0044888007	0.09814999	0.5236881	0.1732861	0.19999982
f	0.0028297117	0.0033270367	0.0005675676	0.0013478195	0.01961048	0.40265173	0.2939937	0.27567193
o	2.0623065e-06	1.5288048e-05	6.3753105e-06	0.00020411902	0.030646892	0.10550269	0.8112499	0.052372612
r	3.332903e-05	4.4251803e-05	3.6314515e-05	0.00023208465	0.004520361	0.21827032	0.43563837	0.341225
à	4.0386676e-06	3.9415376e-05	8.643228e-06	5.3531086e-05	0.00957554	0.115258835	0.8032628	0.07179718
</S>	5.1737843e-05	5.963673e-05	5.5715824e-05	0.00020247667	0.0021196953	0.1567904	0.68289924	0.15782118
