 	se	si	era	vestito	la	figlia	l'	avessi	portata	alla	chiesa	</S>
a	0.977661	0.020901304	0.001192812	0.00022977103	9.127792e-06	5.389893e-06	9.6320555e-08	3.6765883e-07	4.3927006e-08	2.6301201e-08	4.204283e-08	1.5508057e-07
n	0.51280415	0.33066526	0.1524241	0.0033096338	0.00055841065	0.00022725952	1.8354973e-06	6.574335e-06	7.9322757e-07	4.161131e-07	4.575459e-07	1.1235953e-06
ì	0.007821362	0.8488693	0.05947138	0.08175942	0.00165389	0.00028338793	5.2831387e-05	6.817838e-05	1.1576454e-05	5.567527e-06	2.4960457e-06	7.321744e-07
c	0.008993696	0.7366003	0.24746342	0.006475873	8.902847e-05	0.00037690467	5.3722914e-07	2.6401176e-07	2.6764084e-08	3.321271e-08	1.0893617e-08	4.9132698e-08
h	0.0016816251	0.68257886	0.23929942	0.07514517	0.0012585707	3.3937784e-05	9.33075e-07	1.1219743e-06	1.670512e-07	8.01123e-08	2.436077e-08	3.3261802e-08
a	0.003036069	0.71233577	0.18056382	0.10314043	0.00089307816	2.9260835e-05	6.1043295e-07	1.8541971e-07	9.811027e-08	1.3304788e-07	1.0194336e-07	4.1665365e-07
n	0.006183708	0.12952621	0.4656588	0.38899294	0.007169568	0.0024320404	1.9982994e-05	1.3685421e-05	2.391853e-06	2.9916032e-07	9.19482e-08	1.7281111e-07
d	4.809131e-05	0.026606549	0.07762729	0.85102516	0.044413596	0.0002274453	2.4401723e-05	2.2584873e-05	2.3288983e-06	8.9333327e-07	1.5707072e-06	9.301194e-08
ì	0.0053982604	0.10322077	0.03981197	0.8054631	0.04126313	0.0041837012	0.0004730877	8.594838e-05	5.864883e-05	1.7756473e-05	2.1398691e-05	2.2728932e-06
s	0.011449323	0.08856728	0.48409483	0.25529304	0.15873237	0.0017712949	4.3894768e-05	3.3672044e-05	4.696515e-07	1.5409976e-06	6.1907126e-06	6.1381556e-06
o	0.115231566	0.083364	0.21316612	0.19390273	0.37014943	0.021244392	0.0011446732	7.186127e-05	5.2813633e-05	4.3857297e-05	7.092923e-05	0.0015575952
n	0.050365943	0.028199362	0.035300504	0.06339387	0.7000599	0.11428036	0.0058868923	0.0023593325	3.45021e-05	6.5013235e-05	3.1598225e-05	2.2712926e-05
t	0.0026721829	0.0020991203	0.0052637523	0.030187722	0.93718356	0.019907003	0.0017594123	0.0007923402	6.8035726e-05	2.4628056e-05	3.0518564e-05	1.1840811e-05
a	0.00013032903	0.0023900152	0.0051809778	0.09829561	0.83006364	0.056155726	0.0076005147	0.00015367164	2.639241e-05	2.1042335e-06	7.1633167e-07	3.170903e-07
i	0.0009370252	0.000659895	0.0013264506	0.022824327	0.49715704	0.47219533	0.0047824597	0.00011176659	4.1983058e-06	5.8659396e-07	3.1218283e-07	5.9877596e-07
k	0.0020561079	0.00022949804	0.00026510892	0.029109105	0.27278545	0.66903454	0.022901358	0.0033532518	0.00024305322	1.746761e-05	4.708105e-06	3.4731133e-07
i	8.467637e-05	0.00016676575	0.0002836214	0.0050917557	0.1889389	0.6317508	0.1562937	0.01676754	0.0005162596	8.033775e-05	2.2743418e-05	2.9718547e-06
a	0.001944415	0.0013162281	0.00059530453	0.0036093637	0.03236316	0.77700615	0.17596935	0.0070689414	0.000105527295	1.5835836e-05	4.0971177e-06	1.6100706e-06
t	0.0010961323	0.0006129927	0.00016830176	0.0016915968	0.013795757	0.8490303	0.12819351	0.005202858	0.00019663433	9.333789e-06	1.950639e-06	5.45495e-07
