 	lui	sapeva	che	oggi	fa	freddo	e	non	ha	voluto	venire	</S>
c	0.9993187	0.0006674763	9.187231e-06	3.7979714e-06	2.0085174e-07	2.1820786e-07	2.7575496e-08	2.3585953e-07	5.426937e-08	8.259696e-09	5.0613926e-09	5.0224383e-08
ì	0.96861345	0.029175082	0.0013492807	0.0007442935	2.497641e-05	8.4880405e-05	3.1723794e-06	3.2774171e-06	9.761571e-07	1.3167632e-07	2.2465416e-08	4.4049733e-07
o	0.9073996	0.092118286	0.00046401157	1.4958627e-05	9.546046e-07	3.509407e-07	4.466521e-08	1.6671065e-06	6.703635e-08	3.275038e-09	5.4688487e-10	3.4400045e-08
ì	0.45435098	0.47945753	0.05930381	0.004581722	0.00062444276	0.000997461	3.0533076e-05	0.0006051548	4.1252468e-05	1.8114165e-06	2.3695038e-07	5.095246e-06
s	0.066047296	0.70374763	0.22774455	0.0020701855	0.00015104374	0.00011533531	7.515379e-06	0.000106622974	8.0979335e-06	6.549203e-07	7.300978e-08	1.0170862e-06
s	0.01829294	0.94509816	0.03594007	0.0006477834	2.9450314e-06	1.7008755e-05	9.451665e-07	1.8559755e-08	4.0472795e-08	3.729147e-08	1.0899126e-09	1.493755e-08
e	0.04895212	0.8102703	0.13614194	0.003995994	0.00011163008	0.00047015955	8.072056e-06	1.7985505e-05	2.0010725e-06	2.43647e-06	2.3975983e-06	2.497921e-05
r	0.041046996	0.42347565	0.52270126	0.010348718	0.001101606	0.00048005136	1.30932885e-05	0.0008120347	1.9302779e-05	2.4313934e-07	8.993326e-08	1.0124259e-06
e	0.001301712	0.580457	0.39854294	0.019561747	0.000121072015	1.2911625e-05	2.253201e-06	6.8166656e-08	2.821008e-07	3.469421e-08	6.8988004e-10	4.594402e-09
k	0.004321594	0.05701309	0.911855	0.02575149	0.00077647343	0.00016952469	5.117504e-06	0.000102993086	4.2904862e-06	4.5959354e-08	2.0997465e-08	2.6327342e-07
a	0.0002671658	0.12244062	0.7289642	0.14713654	0.0010601197	9.33434e-05	2.124496e-05	3.8939734e-06	1.1994122e-05	5.4410646e-07	4.261966e-08	2.6340945e-07
s	0.0017057823	0.0057622003	0.5885816	0.3912751	0.012134676	0.00038061145	2.4863994e-05	0.00012616024	8.372657e-06	1.6891019e-07	1.0512672e-08	4.3555636e-07
ì	0.00018932871	0.022945138	0.2933168	0.655932	0.026182363	0.001111739	0.00028346555	7.912731e-06	2.9849925e-05	1.1791301e-06	9.996688e-08	1.3313387e-07
m	0.00028220416	0.0017611508	0.055774	0.91880965	0.022444993	0.0007403067	2.8461545e-05	0.00015616513	3.0347778e-06	3.1920333e-08	6.836583e-10	1.5337818e-08
b	0.0009959405	0.0019323704	0.088192545	0.8827817	0.025297485	0.0006290121	0.00012696328	1.15645435e-05	2.1316344e-05	7.81382e-06	5.529218e-07	2.8220625e-06
e	0.102459475	0.04504824	0.09330946	0.53193337	0.13140403	0.093675464	0.0013232693	0.00013294295	4.889499e-05	1.443358e-05	9.612792e-06	0.00064074347
r	0.005256549	0.004230686	0.047482464	0.48326412	0.43057463	0.021284914	0.003743468	0.0035961496	0.0005590303	3.5731543e-06	3.176164e-07	4.1290946e-06
i	0.00010218327	0.00022952438	0.015399227	0.57431364	0.4046246	0.0028734268	0.0022843417	1.545505e-05	0.00014757071	8.591373e-06	7.4337925e-07	6.528519e-07
k	0.000145769	7.670008e-05	0.0025364044	0.1602457	0.7933309	0.032805458	0.008442185	0.00229295	0.00012338486	2.9719874e-07	2.4287798e-08	1.6819504e-07
à	0.00014104813	0.00025033814	0.0039705806	0.386629	0.5797886	0.013151685	0.014682501	0.00048217186	0.0008602236	3.3280932e-05	5.0361396e-06	5.4857665e-06
n	0.00090277113	0.0010958685	0.004167113	0.23426314	0.6345883	0.08229509	0.02369252	0.018502431	0.0004892621	2.8514085e-06	4.142757e-08	5.6306817e-07
n	0.0034004308	0.00078377494	0.0063856356	0.2521388	0.61784875	0.0916574	0.026497463	0.00041065912	0.00057106116	0.00016318355	4.0165243e-05	0.00010265293
i	0.019978378	0.0029692487	0.002021111	0.0148415025	0.20032534	0.7208807	0.038021464	0.0003619316	0.00031166524	1.4394489e-05	7.2527973e-06	0.00026712488
s	0.0041680858	0.0034068034	0.0019320595	0.009216866	0.6070177	0.1401958	0.21685743	0.010023476	0.0071167424	4.1714105e-05	5.044324e-06	1.8315955e-05
s	2.8623886e-05	4.122575e-05	0.00032173755	0.035992064	0.60392547	0.08240811	0.27180636	0.00071068824	0.004716105	4.1016883e-05	7.2004614e-06	1.3696423e-06
ì	6.276943e-06	8.259987e-06	2.300021e-05	0.0013622757	0.013823441	0.89186186	0.09253165	9.364547e-05	0.00027767252	4.8528705e-06	6.677019e-06	3.720507e-07
c	0.00027805133	0.00033057347	0.00025438794	0.002365087	0.23165214	0.25226378	0.48637545	0.016109945	0.010357767	1.0126512e-05	9.100251e-07	1.8231277e-06
