 	un	forno	che	fa	buon	pane	</S>
è	0.9995278	0.00044022966	2.3752458e-05	5.9803915e-06	1.7691816e-06	1.6456596e-07	4.0814456e-07
n	0.6660147	0.2975568	0.028300857	0.007395559	0.0007121911	1.4985064e-05	4.938459e-06
a	0.9114377	0.08683382	0.0015739754	0.00010468335	2.033215e-05	2.8421371e-05	1.1875953e-06
f	0.106158614	0.80479103	0.07165554	0.016989661	0.0003429299	4.320053e-05	1.9104398e-05
ù	0.011319633	0.9404096	0.045981128	0.0017484177	0.00044166236	9.124293e-05	8.330498e-06
r	0.026497856	0.8688818	0.10270983	0.0019075962	2.3205737e-06	4.6184476e-07	2.2080741e-07
n	0.006642547	0.7767502	0.20793228	0.008561936	7.045873e-05	2.8513736e-05	1.4011073e-05
o	0.01591103	0.85060775	0.12159529	0.009855697	0.00023862753	5.311066e-05	0.0017384579
k	0.018805664	0.31689054	0.55579	0.106748775	0.0015021443	0.00019161472	7.125535e-05
a	0.00053807005	0.15321906	0.7919628	0.047849867	0.0059672887	0.00042753285	3.5290304e-05
i	0.0016100433	0.02531619	0.2931731	0.6777612	0.0021116384	2.3420249e-05	4.3813975e-06
k	0.0011207672	0.006493327	0.10422136	0.8788111	0.009161557	0.00017747392	1.43454845e-05
à	0.00056686543	0.006477923	0.15351145	0.64362496	0.19226886	0.0032093101	0.0003406263
n	0.0025919685	0.003443997	0.031245772	0.8243531	0.13815998	0.00019938797	5.816441e-06
n	0.002110699	0.022604859	0.060874626	0.75570536	0.15461877	0.0020237004	0.002062018
i	0.008756514	0.030863563	0.015162269	0.79865646	0.13425009	0.0026766758	0.009634494
t	0.0037806942	0.0047339424	0.006069663	0.74511707	0.22995742	0.008638013	0.0017031664
s	3.7374366e-06	0.00010274855	0.0036332097	0.114254706	0.8706679	0.0111290775	0.00020871022
o	9.653853e-06	0.00034167198	0.011069619	0.116188474	0.66243154	0.20509805	0.004860957
m	0.00052995206	0.0007782113	0.00071400154	0.219742	0.69264716	0.05836051	0.02722821
ì	1.9167112e-05	0.00010075195	0.0012047585	0.109551296	0.73234123	0.14615291	0.010629813
k	2.6790105e-05	0.00010336049	0.0014625856	0.036881097	0.7920029	0.1592752	0.010248061
a	0.00042147553	0.00077732827	0.0009601886	0.017931717	0.43202582	0.16697271	0.38091072
l	0.016561205	0.016261727	0.0073435185	0.01678948	0.06257198	0.34599832	0.5344738
ò	7.4771175e-05	0.00011939391	9.3594565e-05	0.00091863837	0.113668226	0.683539	0.20158641
</S>	0.0003560742	0.00036549885	0.00020137675	0.0010462	0.014135181	0.8304725	0.15342315
