 	possono	essere	ancora	svegli	</S>
i	0.9350215	0.06408802	0.00034371627	0.0005077005	3.9035967e-05
s	0.91637564	0.068940274	0.011942647	0.0027332976	8.14873e-06
ò	0.9938558	0.006013685	3.720066e-05	9.279501e-05	5.441908e-07
z	0.9947968	0.00519615	6.5019267e-06	5.6442354e-07	1.7019035e-08
o	0.6106248	0.38723347	0.0017712328	0.00036812687	2.424138e-06
n	0.031319372	0.9301227	0.033816423	0.0046972753	4.4195673e-05
e	0.065766335	0.8914634	0.028028635	0.01473269	8.888262e-06
ì	0.039055217	0.8434815	0.11581521	0.0016150454	3.2966e-05
n	0.020278437	0.77400404	0.20444939	0.0010996776	0.00016852503
e	0.0020301873	0.8474521	0.11762829	0.03167665	0.001212804
a	0.15216736	0.046012353	0.7167633	0.08193756	0.0031193087
n	0.0014827738	0.0023105752	0.98517954	0.010765235	0.0002617961
k	0.001683086	0.006385326	0.59230113	0.3941819	0.0054485276
ò	0.15425056	0.0009524054	0.21998078	0.55706805	0.06774818
r	0.04037256	0.003339389	0.7158228	0.23948745	0.0009778601
a	0.00019414783	0.0002317263	0.92569375	0.06981544	0.004065025
a	0.43099317	0.003447922	0.07770142	0.22248332	0.26537415
t	0.0014122346	7.799557e-05	0.062134027	0.83444905	0.10192672
s	0.00014079834	0.00014721257	0.062808335	0.81720763	0.119695954
ù	0.00012698548	8.253129e-06	0.06963246	0.8585307	0.0717017
n	0.0001805115	4.2217685e-05	0.015255511	0.82434815	0.16017367
n	2.0422794e-05	9.163442e-06	0.01864518	0.9698266	0.011498658
i	0.00058722816	1.9867614e-06	0.0063866023	0.9369783	0.056045946
t	0.0014919363	8.9360165e-06	0.0020353114	0.7772693	0.21919455
i	2.0326902e-06	4.9566273e-07	0.002047255	0.9254242	0.07252604
</S>	0.00039267322	1.7991842e-05	0.00010934654	0.02000282	0.97947717
