 	se	avevi	visto	le	nuvole	sapevi	che	piove	</S>
a	0.98339254	0.016390648	0.00020514881	5.6080526e-06	4.846187e-06	2.6223356e-07	1.6871982e-07	6.566198e-07	2.6298895e-07
n	0.6951253	0.26391405	0.039995726	0.00038205794	0.0005659594	4.9825608e-06	5.8183305e-06	4.755227e-06	1.3117232e-06
ì	0.012670177	0.90195197	0.081677906	0.0031520177	0.0002788775	9.8544246e-05	1.442087e-05	0.00015357006	2.40159e-06
c	0.0023949202	0.9910849	0.0064691105	4.4691038e-05	6.096467e-06	7.330307e-08	4.5887205e-08	3.0286984e-08	1.552589e-08
h	0.0016834774	0.9083045	0.08871117	0.0012372592	6.223419e-05	1.117259e-06	8.5561034e-08	1.7881189e-07	4.2452676e-08
e	0.0015553228	0.94437677	0.05354699	0.0005139484	6.088124e-06	3.0806285e-07	9.208586e-08	7.0119526e-08	3.5290728e-07
t	0.006486115	0.30926755	0.6776637	0.0060149366	0.00055436423	8.619882e-06	2.2693096e-06	2.1878898e-06	2.95909e-07
o	1.690878e-05	0.13823412	0.7212132	0.13873082	0.0017693772	2.899345e-05	2.3150815e-06	4.188746e-06	1.8152507e-08
r	0.001039913	0.09497415	0.7798746	0.11191917	0.012167506	2.1179454e-05	7.6820106e-07	1.931668e-06	8.6905175e-07
ì	4.49038e-05	0.06910234	0.570406	0.3272556	0.032232657	0.00087352045	5.1009294e-05	3.3433065e-05	6.458696e-07
s	0.00060494896	0.08135267	0.27381456	0.25191504	0.39148542	0.0008155448	9.76732e-06	1.6544654e-06	3.9629842e-07
o	0.0016858438	0.02298569	0.4385574	0.5090791	0.027189035	0.00049735524	2.4840467e-06	2.2374538e-06	8.314779e-07
n	0.014293893	0.010859243	0.012880324	0.23417476	0.7220737	0.005064005	0.00019317096	0.00044392198	1.6981585e-05
t	0.00060655066	0.0013770747	0.10743552	0.35132173	0.5243317	0.014334287	0.00045447695	0.00013594267	2.664409e-06
a	0.00013953344	0.0127565	0.35462716	0.44780833	0.13617416	0.0476011	0.0008651658	2.4196434e-05	3.8393273e-06
e	0.00074066233	0.0010206441	0.013026902	0.21651667	0.75633675	0.012200074	0.0001375667	1.8505914e-05	2.2290812e-06
m	0.0021553102	0.0013971812	0.011369537	0.17659189	0.5972024	0.2085681	0.002304769	0.00040395017	6.842686e-06
a	0.00028313676	0.0008721109	0.010833922	0.06837409	0.6018777	0.2918281	0.02473952	0.0010836045	0.000107827334
n	8.079108e-05	0.00013183318	0.00029186136	0.016604261	0.89513075	0.08335683	0.0041768374	0.00021981448	7.036787e-06
t	0.0016424117	0.0007023443	0.0017424858	0.015855152	0.32643738	0.547959	0.10084205	0.004598323	0.0002207862
e	0.00014134169	0.00047748565	0.0026291972	0.034136508	0.20880237	0.672881	0.078835726	0.0015494737	0.0005468551
ì	0.00042915673	0.00031727555	0.0002724619	0.0072666667	0.3541089	0.5809443	0.055101376	0.0014222185	0.0001376921
t	0.006303897	0.0018775231	0.0009818777	0.007477529	0.29704407	0.5715658	0.1136128	0.0008549665	0.00028143823
s	8.503849e-05	0.0001308396	0.0006213014	0.011186301	0.21870124	0.46856427	0.290024	0.010513178	0.00017378949
e	0.0058822487	0.007439938	0.0013367122	0.013232845	0.08473844	0.7630163	0.1059367	0.015093855	0.003322957
r	0.00321781	0.005370436	0.0001546956	0.0007611749	0.015310193	0.27505705	0.6289799	0.053228475	0.01792031
e	7.4303457e-06	9.4135885e-06	2.4076251e-05	0.00035336497	0.011180913	0.16616774	0.6818083	0.13864292	0.0018059488
k	0.00024295706	0.0005855575	2.932071e-05	0.00016823135	0.0016572626	0.05804452	0.36372262	0.46469176	0.11085775
a	2.3785464e-05	3.4122997e-05	2.3431805e-05	0.00011174255	0.004635292	0.07339198	0.72302085	0.18912135	0.009637469
v	0.00020280408	0.0004078962	2.5321335e-05	0.00016070534	0.0006885616	0.0073053283	0.10026762	0.83382696	0.057114746
r	7.517142e-05	6.101074e-05	4.0472893e-05	2.8902004e-05	0.00095891097	0.015297897	0.30701748	0.5330285	0.14349167
è	1.4809503e-05	6.116709e-06	6.4695832e-06	9.387643e-05	0.00029197903	0.026568344	0.08210071	0.8274428	0.06347483
c	7.849844e-06	6.3632087e-06	1.2829877e-06	3.7477705e-05	4.1504965e-05	0.0011567711	0.03441321	0.950071	0.014264498
h	4.620429e-05	1.0015323e-05	1.0550211e-05	1.6789107e-05	1.6679229e-05	0.0014447066	0.023965387	0.92371637	0.05077345
i	0.00037817232	0.00019340405	5.473409e-05	0.00020971318	5.0783612e-05	0.004542833	0.008588271	0.9068834	0.07909868
</S>	0.00013239698	0.00038921525	4.648455e-06	1.6909325e-05	1.3135506e-05	3.1853215e-05	0.0004082766	0.12749414	0.87150943
