 	il	lupo	non	cammina	mai	nemmeno	con	la	volpe	</S>
o	0.96257997	0.036923926	0.0004919292	1.2666998e-06	2.5419802e-06	1.6140214e-07	2.80968e-08	1.0562477e-08	1.4620736e-07	6.222167e-08
l	0.5119958	0.45655873	0.027400376	0.00015247778	0.0037662408	0.00010467149	1.3776894e-05	1.6517938e-06	5.189074e-06	1.0188409e-06
ì	0.3213381	0.67326677	0.000687721	0.004221227	0.00046258318	1.2967354e-05	2.1711128e-06	3.5750052e-06	4.381362e-06	4.6393924e-07
k	0.14928123	0.13617326	0.7077657	0.004660923	0.0020351298	7.888448e-05	3.5588162e-06	2.831798e-07	4.437658e-07	5.5994417e-07
o	0.15952595	0.77272	0.030260406	0.013355097	0.024098577	2.7801234e-05	2.3445764e-06	2.4369067e-06	1.4563512e-06	5.8858327e-06
e	0.098705254	0.02239383	0.6598148	0.0789087	0.13868627	0.0013989755	4.545253e-05	1.8807623e-05	8.452702e-06	1.9451665e-05
n	0.0198038	0.003967572	0.49172938	0.37882352	0.105276786	0.00038186237	9.140757e-06	2.576563e-06	2.761477e-06	2.6606754e-06
p	0.0043974807	0.007838524	0.16613941	0.7238724	0.09265018	0.0040675015	0.00023741063	0.0003169231	0.00044801974	3.207808e-05
r	0.03700311	0.0074538663	0.0019798537	0.9485335	0.003396166	0.0008693505	0.00011826875	0.00013404903	0.00019960776	0.0003122517
a	0.0035740267	0.010551613	0.015446489	0.963019	0.005943994	0.0004879216	0.000118998636	0.00067454745	0.0001715932	1.1778304e-05
t	0.0016743592	0.00021909561	0.0634708	0.12335547	0.8089711	0.0022788586	1.803587e-05	4.273999e-06	3.0643102e-06	4.9221017e-06
ì	0.0002493287	0.00037646468	0.020208582	0.41148898	0.5299873	0.036347747	0.0010451073	0.00026179335	3.190776e-05	2.8594632e-06
m	0.00012813833	1.289289e-05	0.0014428513	0.032118574	0.9621853	0.004004207	0.000106982545	8.6373933e-07	6.996559e-08	3.875891e-08
à	0.0011398705	0.0005383731	0.014194614	0.04815922	0.8946218	0.040416524	0.00077458244	6.423213e-05	7.12905e-05	1.9525087e-05
i	0.022201834	0.0024538527	0.035659637	0.03427771	0.85634243	0.04411633	0.0045225634	0.0003408587	6.300605e-05	2.1780292e-05
n	0.02984814	0.0012220754	0.008521704	0.005247852	0.21926567	0.7005349	0.03303575	0.002245881	4.973679e-05	2.8353063e-05
e	0.0034553912	0.0010862238	0.0035111718	0.0029946654	0.08256434	0.7204498	0.17434372	0.0058540544	0.0055616163	0.0001788761
m	0.0054610367	0.0002931066	0.0003201333	0.0020479748	0.035418734	0.8062297	0.1386999	0.011446508	6.0903385e-05	2.1920494e-05
m	0.00028880106	8.5939064e-05	0.0006732367	0.00046051465	0.068518534	0.6289302	0.27109945	0.021821035	0.006036659	0.0020856336
è	0.012050085	0.00074355927	0.0054292083	0.21259779	0.024232203	0.2450166	0.21051909	0.27370068	0.0075579686	0.008152857
n	0.0034340853	0.0010104317	0.038378555	0.006223124	0.13009053	0.318454	0.4691395	0.025756648	0.0071340143	0.0003791716
o	0.019527892	0.0013923823	0.0494293	0.0024972553	0.029713279	0.38516673	0.33762306	0.10261924	0.019502256	0.05252862
m	0.1461271	0.01760126	0.0050093005	0.030296285	0.020112861	0.18971254	0.30936402	0.2613805	0.016516076	0.0038800754
i	0.0005758164	0.0002300461	0.00012967736	0.00023763564	0.0015387331	0.17557022	0.20721011	0.4215287	0.18700103	0.005978089
n	0.00046867976	6.611776e-05	0.00029499544	0.00016417936	0.002177113	0.11540924	0.11988119	0.5662692	0.15101038	0.0442589
a	0.00037008736	0.00019083358	5.8061312e-05	0.00023717055	0.00035462782	0.02909274	0.14023249	0.42440462	0.39560598	0.009453402
l	0.0040272647	0.00051501027	0.0002497911	0.0012389715	0.001329902	0.022346772	0.050429467	0.4565276	0.3603382	0.102997005
i	0.000114749724	6.402157e-05	1.1753687e-05	4.8801616e-05	0.00013225157	0.007578413	0.022618018	0.39733675	0.5482363	0.023858877
p	0.0009105852	0.00014102	4.2217616e-05	0.00036528605	0.00027514854	0.0031772049	0.0049648965	0.17403546	0.5447285	0.2713597
ù	3.7103033e-05	1.729062e-05	7.292641e-06	8.162886e-06	3.6857364e-05	0.001000923	0.0033315578	0.121604264	0.81331915	0.06063742
n	5.950342e-06	2.882506e-06	6.735493e-06	4.9510104e-06	1.0462485e-05	0.00017311481	0.0002608288	0.0053757504	0.99017113	0.0039882
a	8.354176e-05	6.539965e-06	7.646373e-06	2.2663795e-05	3.7330144e-06	0.00048065517	0.00024300924	0.004901972	0.8971651	0.09708511
</S>	0.0020972237	0.00020338662	0.00010249115	0.0016822258	0.00014280097	0.00022049759	0.00011794734	0.0021217822	0.19587287	0.7974388
