 	io	voglio	che	Maria	venga	qui	</S>
e	0.9993994	0.0005649822	2.8176075e-05	3.3078973e-06	3.1087627e-06	3.9677036e-07	6.389924e-07
v	0.9096857	0.08628918	0.0030984543	0.00065595156	0.00026567356	2.7082797e-06	2.4060619e-06
ò	0.45859468	0.5220397	0.012672646	0.0048764716	0.0010057224	0.00051746145	0.0002931985
t	0.048797302	0.70257896	0.24473469	0.001300249	0.002382699	9.1616086e-05	0.000114429495
è	0.011226994	0.94370925	0.042539857	0.0024943198	1.4297627e-05	1.4635639e-05	6.6827863e-07
l	0.040860903	0.9054968	0.048240658	0.004015503	0.0013145894	6.4820095e-05	6.9165367e-06
o	0.0059178546	0.9637081	0.027831832	0.0024380058	2.4159102e-05	7.394899e-05	6.1101896e-06
n	0.058178887	0.39172384	0.4886811	0.051800262	0.009015484	0.00051175227	8.864429e-05
a	0.0010366822	0.07021852	0.6299761	0.29377046	0.0030135212	0.001887618	9.708362e-05
r	0.0045400406	0.08449031	0.35229048	0.51615757	0.042366005	0.00012489232	3.0630912e-05
t	0.00016483486	0.06614795	0.228689	0.6919528	0.010935933	0.0015208661	0.00058858574
i	0.00024207182	0.06608655	0.17640863	0.6933742	0.031131458	0.030582558	0.002174435
e	0.00050067634	0.042271893	0.15571745	0.6976017	0.09492387	0.006222336	0.0027620667
M	0.00063344877	0.00730048	0.06567734	0.79814315	0.1229054	0.0051154206	0.00022469643
a	2.1567175e-05	0.0004977342	0.01635329	0.6588243	0.1899978	0.11371577	0.020589449
r	0.00017000231	0.0018985324	0.01327093	0.319516	0.5936503	0.062966734	0.008527499
ì	5.285897e-05	0.0005315571	0.010872743	0.5504238	0.3086676	0.10067571	0.028775798
a	0.00016353751	0.0007072732	0.002467056	0.10381064	0.6557769	0.22204004	0.015034522
e	0.0014103408	0.0026691468	0.00040241098	0.007834874	0.41338804	0.250079	0.3242162
t	0.00017184991	0.00050948095	7.336648e-05	0.0051765763	0.35192934	0.49819723	0.14394218
t	3.8179805e-06	2.7396707e-05	4.983374e-05	0.0071594957	0.0408624	0.79068583	0.16121124
ù	2.869016e-07	1.5188403e-06	4.807022e-05	0.003804833	0.0035700619	0.9647463	0.027829017
</S>	1.8869661e-05	3.696798e-05	2.6021364e-05	0.00056214054	0.059419986	0.4737666	0.46616936
