 	non	ho	cosa	è	da	mangiare	</S>
e	0.80958396	0.18798625	0.001695141	0.00064826774	7.587265e-06	7.097558e-05	7.803335e-06
n	0.75088924	0.12501734	0.11387565	0.009590803	0.0005069573	0.000100881036	1.9156887e-05
è	0.10546256	0.84764874	0.043988395	0.0006388239	0.0007206896	0.0014002124	0.00014053415
c	0.013091359	0.18826504	0.78448224	0.014075384	6.814776e-05	1.5594067e-05	2.1368935e-06
h	0.0012478783	0.7035592	0.2926021	0.001718871	0.00067833543	0.00018898756	4.5716174e-06
o	3.2678534e-05	0.059781957	0.93467814	0.0051322966	0.0003036425	6.8354595e-05	3.0492076e-06
t	0.0025804427	0.055819124	0.7969782	0.13844806	0.00525741	0.0006851775	0.00023154455
i	4.602592e-05	0.010656242	0.643771	0.06822874	0.27189115	0.0053792465	2.7653172e-05
è	0.021151945	0.0045674224	0.11819063	0.7285181	0.118120626	0.0048719146	0.0045793513
n	0.0025766222	0.0030137124	0.029034281	0.6950713	0.2622097	0.007783092	0.00031130912
a	0.00025996988	0.0013256137	0.0014149437	0.3008762	0.6634852	0.031412743	0.0012253476
f	0.04652542	0.06636958	0.016926695	0.037380163	0.33874518	0.42063776	0.07341526
à	1.6779355e-05	0.0001591832	0.00036622124	0.0034150567	0.5297433	0.37729076	0.08900866
o	3.967689e-05	3.721087e-05	7.14007e-05	0.0024500994	0.18990959	0.8024184	0.0050736
</S>	0.0026773766	0.0013575611	0.00070516876	9.844578e-05	0.001919046	0.16996554	0.8232768
