 	è	che	sono	ancora	svegli	che	ha	la	luce	accesa	</S>
è	0.9973859	0.0024904725	0.000115155424	5.2243977e-06	2.693874e-06	1.0609712e-07	2.516124e-07	2.0753548e-08	2.9280596e-08	1.1995985e-08	8.3065274e-08
n	0.30260125	0.4941522	0.17013115	0.027585918	0.005350131	7.66042e-05	6.403195e-05	4.557205e-06	3.123845e-05	1.5494276e-06	1.5179613e-06
a	0.3462695	0.5200684	0.13275632	0.00077506294	0.00010905681	1.4530711e-06	6.069462e-07	2.3583726e-07	1.8864048e-05	8.773835e-08	4.581842e-07
s	0.016065614	0.4527267	0.4781676	0.039447606	0.013283991	4.7552585e-05	0.00014436668	4.7719013e-06	0.000100572484	5.291916e-06	5.935551e-06
t	0.0009136609	0.48319575	0.513863	0.0018863308	0.00013839203	1.2267005e-06	5.58722e-07	1.207015e-07	9.0202525e-07	6.7822272e-09	7.951308e-09
a	0.00026404392	0.64363545	0.3527403	0.003226996	0.0001070828	2.1234073e-05	2.7930155e-06	1.2233905e-06	4.718291e-07	2.8988404e-07	8.284552e-08
s	0.00050788326	0.3837322	0.55253774	0.06225987	0.0009600718	1.0422265e-06	7.712988e-07	2.9270884e-08	3.0634038e-07	1.2875536e-08	9.0981146e-08
ù	0.00090371154	0.2277293	0.43798918	0.30357698	0.02911387	0.0005601285	9.47437e-05	1.8348943e-05	1.1314162e-05	1.8147584e-06	5.4946565e-07
n	0.00040204803	0.03806084	0.33082408	0.6156447	0.015028348	3.117062e-05	8.093803e-06	1.1965014e-07	4.4771542e-07	5.467226e-08	9.5784586e-08
a	6.887403e-05	0.04431468	0.88017505	0.073688984	0.0016745531	2.8203725e-05	3.5921187e-06	2.0547675e-06	4.3535227e-05	2.0153428e-07	1.9576265e-07
n	0.025036462	0.055648547	0.09679508	0.5518235	0.26518947	0.0019884882	0.0019318911	6.255818e-05	0.0015005919	9.442783e-06	1.3929308e-05
k	0.0008135609	0.03952244	0.0975291	0.5490181	0.2932218	0.01438299	0.004087928	0.0006361934	0.0006014564	0.00015705565	2.9336608e-05
ò	0.0028217405	0.22775039	0.12898415	0.18379523	0.39057416	0.0077427807	0.0020390444	0.0031927752	0.05038379	0.0015863649	0.001129591
r	0.001970276	0.012783221	0.030567162	0.6298063	0.31871387	0.0041134804	0.0016410889	5.2421772e-05	0.00034543872	4.052635e-06	2.7136507e-06
a	3.0156727e-05	0.003601806	0.018543277	0.84900224	0.12840393	0.00036256423	1.6530355e-05	1.8807573e-06	3.020491e-05	5.906028e-07	6.7028977e-06
a	0.008919232	0.017775487	0.015730323	0.24037518	0.5550717	0.13128188	0.025146773	0.001862798	0.003593321	0.00019779718	4.553888e-05
t	5.331555e-05	5.1145063e-05	0.000107080654	0.059397392	0.9066238	0.031934816	0.0017384894	4.0911793e-05	5.2557243e-05	3.9207885e-07	2.6407537e-07
s	7.3131646e-06	4.1603143e-05	0.00087119726	0.12019141	0.57856345	0.26398182	0.031459503	0.0047976165	5.531483e-05	2.0664911e-05	1.0084508e-05
ù	1.6544375e-06	0.00021924783	0.0016310705	0.067053184	0.70871973	0.16700977	0.03348039	0.021186134	0.0006760242	1.8640347e-05	4.1143753e-06
n	2.1219483e-05	2.4505436e-05	5.335641e-05	0.044574853	0.8406167	0.08510278	0.029089844	0.0004945575	2.0942289e-05	9.325733e-07	3.8446572e-07
n	1.4220382e-05	0.0002352581	0.00079609756	0.072389424	0.65795606	0.19680788	0.067927085	0.0038075831	3.8504637e-05	2.5128742e-05	2.8149525e-06
i	1.2767455e-05	0.00020428805	0.00014118255	0.056743924	0.92443234	0.009328973	0.0076128435	0.0010401242	0.00045468338	9.276057e-06	1.9440104e-05
t	0.00010960141	4.1636675e-05	4.746363e-05	0.01093718	0.711027	0.17265315	0.09210122	0.007970696	0.0050686765	3.5119923e-05	8.222661e-06
i	1.5604809e-06	1.61212e-05	3.803595e-05	0.005293329	0.22204503	0.35270086	0.2741527	0.14544556	0.0001273149	0.00017838749	1.1399108e-06
k	0.00015829253	8.985102e-05	5.3078875e-05	0.0014689376	0.027923739	0.16948092	0.63951457	0.14812736	0.012991244	0.0001569436	3.5056742e-05
a	1.1913478e-05	2.2823335e-05	3.1501007e-05	0.0016913601	0.05154782	0.25265253	0.47009614	0.22183248	0.0011841957	0.0009026413	2.6525724e-05
è	0.0001424878	9.154998e-05	5.5899956e-05	0.00035649902	0.0029597795	0.05755499	0.54628325	0.37105602	0.021285582	0.00018867254	2.5263478e-05
c	0.0007100464	0.0003443501	0.00025709815	0.0029818944	0.024233557	0.045938138	0.44779786	0.459875	0.016862998	0.00090927805	8.970839e-05
h	1.1576059e-05	4.6851972e-05	3.0060906e-05	0.0003373535	0.0057827607	0.02588736	0.22277483	0.7293445	0.008043658	0.007611335	0.0001297806
i	0.00010851554	0.00031485746	0.00012597139	0.007127668	0.065974206	0.0030976962	0.034813542	0.26915795	0.60926074	0.00815991	0.0018589677
o	0.00020359544	6.663047e-05	4.3481414e-05	0.001399209	0.006923209	0.0019227513	0.039526433	0.25570285	0.65706664	0.03159923	0.0055459403
l	0.00014235535	0.00011204139	5.6607394e-05	0.0007865326	0.0015475675	0.0012390768	0.017962312	0.30558988	0.595061	0.049968075	0.027534477
ù	2.6927955e-05	4.3137497e-05	3.6721198e-05	7.8965924e-05	0.00027494293	0.0069741174	0.06705482	0.6626492	0.08019084	0.17693333	0.005736911
s	0.000108238586	9.159006e-05	8.024018e-05	0.00041549723	0.0019297685	0.0010316214	0.010926623	0.13922141	0.22584142	0.6134564	0.0068971636
t	1.4417721e-05	3.6647776e-05	2.162254e-05	0.00016431978	0.00057207054	0.00067150634	0.0073591936	0.096596174	0.1028766	0.7631486	0.028538859
r	7.3303905e-05	0.00015269761	6.4033826e-05	0.0007057246	0.0017640567	0.00013713098	0.0007882979	0.014986005	0.53251517	0.36998317	0.0788304
o	8.773854e-06	3.640013e-05	1.892261e-05	0.00019737905	0.0006697567	0.0004415134	0.0024985662	0.07320825	0.69536	0.21260479	0.0149557395
a	2.1165723e-05	9.145868e-06	5.6661074e-06	0.00022885167	0.0006009582	8.917371e-06	7.594171e-05	0.0006417633	0.14033613	0.492469	0.3656025
n	8.360391e-06	9.59074e-06	4.866724e-06	6.2038656e-05	0.00010535674	1.1631377e-05	9.675742e-05	0.0018999868	0.0444945	0.5953105	0.3579964
a	1.0013723e-06	1.6553304e-06	1.3002096e-06	1.5892945e-06	2.2922757e-06	1.9376532e-05	0.0002056706	0.0041026496	0.013885759	0.9623018	0.019476922
m	5.610813e-05	6.131829e-05	3.4120894e-05	9.457566e-05	0.00014772516	2.9445315e-05	0.000105059866	0.00046909144	0.0035443138	0.77708554	0.2183727
m	1.0091195e-05	1.1215556e-05	8.739149e-06	6.424449e-06	4.33289e-06	8.537766e-06	3.5980112e-05	0.00038560355	0.0013525808	0.9394469	0.058729544
è	2.2457116e-05	3.569972e-05	2.0977257e-05	0.00033047856	0.0005182925	3.594871e-05	4.8869308e-05	0.0004592675	0.11122531	0.23196426	0.65533847
n	0.00013957609	0.00015209951	9.4888164e-05	0.00031044995	0.00040493242	0.00011187522	0.00016740157	0.0006931357	0.0024702472	0.7539087	0.2415467
o	0.00019802852	0.0002594285	0.00010399356	0.0005520015	0.00026423184	5.43365e-05	9.873849e-05	0.00036859635	0.0013770545	0.54127663	0.45544693
</S>	0.00012682288	0.00016075041	0.00010857992	0.00037470294	0.00080404954	5.2991967e-05	7.549627e-05	0.00011126045	0.0007980709	0.081013255	0.91637397
