 	la	sorella	mia	si	non	è	venuta	ancora	ancora	qui	</S>
e	0.99771166	0.0022685276	8.364793e-06	1.5761531e-06	8.593321e-06	9.168167e-07	9.946016e-08	2.0588783e-07	7.3392314e-08	1.0749157e-08	8.68439e-08
d	0.783473	0.20919149	0.0036468143	0.00031341307	0.002783338	0.00055514177	7.881804e-06	2.0136336e-05	7.836878e-06	2.1746568e-07	7.664259e-07
e	0.70779073	0.28269258	0.008005234	0.0013844244	3.9596575e-06	1.0021742e-05	8.803138e-05	1.9324581e-05	2.4719664e-06	2.9744385e-06	2.1432403e-07
r	0.20007278	0.7921685	0.0067606913	0.0001742223	0.0008165993	5.10433e-06	1.397675e-07	1.453264e-06	5.4532126e-07	2.4779163e-09	6.374281e-08
f	0.032685395	0.9210463	0.040975034	0.0051559987	1.0815911e-05	1.6592014e-05	7.408179e-05	2.5558486e-05	6.4700534e-06	3.4947552e-06	1.950979e-07
ì	0.37439436	0.5325166	0.07482212	0.015425029	0.0009380098	0.00076655403	0.00017617036	0.0004506904	0.00037339109	0.00010602877	3.1071726e-05
m	0.01153472	0.9729897	0.01241518	0.000980345	0.0020557772	2.2785323e-05	2.4284893e-07	5.4707596e-07	2.0486998e-07	1.2684107e-07	4.4706857e-07
u	0.030449715	0.8446397	0.105603576	0.016427454	0.0006240614	0.0018157818	3.7680285e-05	0.00025273027	9.2384296e-05	3.463985e-05	2.2138382e-05
s	0.034783777	0.22141497	0.44148868	0.23849063	0.056144994	0.0051734513	0.00059778686	0.0015521116	0.00032636296	1.0616199e-05	1.6714404e-05
i	0.000275018	0.14050989	0.60532653	0.25051007	0.0013716337	0.0018991804	8.466495e-05	1.9648305e-05	2.2435443e-06	1.0946619e-06	2.6944283e-08
e	0.0038231944	0.014345542	0.33711848	0.21921882	0.41679007	0.008499	5.1585717e-05	0.00012438638	2.7353732e-05	3.5993745e-07	1.189903e-06
n	0.009397715	0.011053395	0.4638993	0.40310305	0.105850674	0.004869827	0.00042223668	0.0012432383	0.00015718554	2.1749063e-06	1.2485565e-06
è	0.009392754	0.020408345	0.31741813	0.47016117	0.07222425	0.034589324	0.034534674	0.026310232	0.013739559	0.0010744277	0.00014707669
e	0.010656997	0.004856194	0.25401846	0.3783633	0.19302796	0.14761414	0.009308013	0.0020036108	0.00014772608	2.8781683e-06	6.879846e-07
r	0.0103594065	0.0038636648	0.12531456	0.27794695	0.42748037	0.12937234	0.014421271	0.010561484	0.0006723186	4.362786e-06	3.174267e-06
t	0.0005550103	0.0008947763	0.08351225	0.32569796	0.013481342	0.09273207	0.4570923	0.02488762	0.0011144568	2.8658218e-05	3.5928338e-06
o	0.00016366354	0.00049518264	0.04591625	0.28129718	0.0052161217	0.060096968	0.5753301	0.03076564	0.00068647845	2.6715275e-05	5.7512234e-06
m	0.002912361	0.001008155	0.05251349	0.16869749	0.20516929	0.18303211	0.26305896	0.120850965	0.002737977	1.276547e-05	6.4410674e-06
è	0.00048722042	0.00047411871	0.017230153	0.0761834	0.027840417	0.11161057	0.72871464	0.033132743	0.0021875775	0.0015004004	0.00063871
n	0.00026117667	0.00032882654	0.012496766	0.026413074	0.015738612	0.42560828	0.41140577	0.10584169	0.0018712177	2.7963277e-05	6.7214987e-06
a	0.0067606154	0.0009212153	0.012817984	0.0150215775	0.020219939	0.6150629	0.20912516	0.10782369	0.008612652	0.0019676324	0.0016666059
a	0.04953231	0.011483338	0.013204849	0.008946085	0.07439468	0.04632177	0.32742357	0.35972688	0.10470821	0.003995492	0.00026286035
n	0.005033698	0.00068163336	0.000803771	0.00042126523	0.0060902755	0.002651648	0.07642258	0.7094649	0.19793342	0.00041636903	8.0424565e-05
c	0.001067791	0.00031665014	0.00087933586	0.0010057907	0.0037904745	0.02206864	0.37671193	0.39895058	0.17653506	0.016449125	0.0022247739
o	0.0025214143	6.38265e-05	0.00071695365	0.0008437111	6.18735e-05	0.0003813381	0.1839259	0.5230166	0.15883295	0.11833172	0.011303807
r	0.0002804166	3.9572245e-05	8.941434e-05	5.5240245e-05	0.00082388846	0.0004162081	0.0283617	0.6483251	0.31674588	0.003077958	0.001784658
a	2.0430232e-05	7.475124e-06	3.0791503e-05	9.4520525e-05	0.00062308693	0.003727635	0.27442563	0.50946647	0.17277066	0.0330307	0.005802574
a	0.0009573491	0.00018518139	0.00022652413	0.00014782799	0.0006369816	0.00017041482	0.01383785	0.31999087	0.6444635	0.017293297	0.0020901784
n	0.001717223	0.00014268361	0.00020929915	8.098574e-05	0.00016825166	3.7678536e-05	0.0019783217	0.110686205	0.8699165	0.012702701	0.0023601719
k	0.00026099308	6.9553535e-05	0.00016466404	0.0001206589	0.00022442371	0.00057642907	0.008995601	0.07206113	0.4713684	0.3843581	0.06179996
ò	0.0066688834	0.00035862898	0.0013040613	0.00055054977	4.966813e-05	0.000100643265	0.0038032702	0.04796644	0.18291484	0.60376495	0.15251803
r	0.0017255029	0.0003193592	0.0007335933	0.0002941254	0.00043813736	0.00024041982	0.0021492126	0.04681883	0.3352659	0.58039016	0.03162481
a	0.00019515732	1.0666579e-05	4.8517522e-05	2.8981169e-05	2.6199912e-05	9.9699995e-05	0.0013082147	0.040765148	0.53584707	0.38481683	0.03685347
e	0.0013874767	0.00023168838	0.00043159057	0.0002475938	2.9565505e-05	3.5547426e-05	0.0005434245	0.0023654932	0.012618219	0.49287197	0.48923746
t	8.36807e-05	5.7336583e-06	1.0202779e-05	4.33683e-06	4.5433944e-06	5.0611134e-06	8.324935e-05	0.0052141375	0.34386376	0.3310089	0.31971642
t	3.6399633e-06	8.0692257e-07	1.4804173e-06	1.2619365e-06	2.2389136e-06	6.1126916e-06	0.0003635776	0.0036464662	0.05608182	0.8781211	0.0617716
ù	8.9209055e-07	1.5812397e-07	3.394905e-07	4.0733966e-07	2.912408e-07	1.5867936e-06	0.000106939144	0.0006172349	0.010258847	0.97632354	0.012689786
</S>	4.4805696e-05	9.112627e-06	1.3353293e-05	6.5558656e-06	4.9791634e-05	1.09213015e-05	2.9253913e-05	0.0012820916	0.047588807	0.5381332	0.41283208
