 	quando	divento	vecchia	vendo	la	casa	in	in	Trieste	e	vengo	qui	da	vivere	al	mare	</S>
m	0.9986652	0.0013153321	1.4181505e-05	4.640069e-06	1.4973726e-07	3.116067e-07	6.160737e-08	1.46464085e-08	1.7282655e-08	1.3907149e-08	7.2167783e-09	8.341453e-09	4.117011e-09	5.544008e-09	4.9274638e-09	1.1472157e-08	4.7727955e-08
ò	0.091559045	0.79225206	0.10048716	0.01216624	0.00034124983	0.0031136456	4.207265e-05	6.8440445e-06	1.0913602e-05	5.0502276e-06	2.6431176e-06	3.3495244e-06	6.4304606e-07	8.137536e-07	6.5519146e-07	1.4907588e-06	6.13157e-06
t	0.9657119	0.03364087	0.00058138295	6.1284525e-05	1.3360378e-06	1.8224432e-06	6.584175e-07	1.998885e-07	1.35714195e-08	4.918771e-08	2.2985861e-07	2.2546251e-08	3.2765517e-08	6.566541e-09	2.0143133e-08	4.1569155e-08	1.5971266e-07
t	0.3051994	0.69005865	0.0046449294	6.103874e-05	2.6149178e-06	3.066105e-05	5.9547267e-07	1.8209728e-07	9.959564e-07	2.2511632e-07	2.5892362e-08	1.6842642e-07	3.2269202e-08	7.232692e-08	4.0335003e-08	1.2316666e-07	1.5586393e-07
e	0.120617285	0.8691659	0.009793781	0.0002631378	3.317311e-05	2.922507e-05	6.5890586e-06	4.34609e-06	2.0702857e-05	8.0889895e-06	3.7273335e-06	5.6223817e-06	3.280629e-06	4.221367e-06	5.455306e-06	1.5623551e-05	1.9778707e-05
j	0.127146	0.8006889	0.06150199	0.01025682	0.00021295492	0.00012965563	3.8240916e-05	7.075754e-06	4.246258e-07	1.307937e-06	9.470834e-06	4.8562885e-07	5.9151466e-07	1.5702228e-07	3.646107e-07	8.200574e-07	4.699366e-06
è	0.004087755	0.9609254	0.034642123	0.00032616183	8.708514e-06	8.496136e-06	7.4526474e-07	1.0424286e-07	2.656206e-07	1.0888049e-07	1.9364619e-09	5.9234914e-08	3.320875e-09	2.2648267e-08	3.4891268e-09	1.3919196e-08	3.6536665e-09
n	0.005077315	0.9451621	0.04912355	0.0006328502	1.7936638e-06	2.113271e-06	1.07304174e-07	2.0476234e-08	3.1878187e-09	6.9193984e-09	1.1648552e-08	3.681045e-09	3.2360807e-09	4.1146153e-10	2.4777274e-09	3.7018157e-09	1.1788739e-08
n	0.021218525	0.7849613	0.19044204	0.0026927686	0.0002945062	0.00026629327	3.8479997e-05	1.38075575e-05	3.3944165e-05	9.100799e-06	2.7586661e-06	5.1838424e-06	9.873197e-07	2.72399e-06	1.0369306e-06	6.5153345e-06	1.0146868e-05
o	0.0009601633	0.9762972	0.022475798	0.00017334176	2.042573e-05	1.9032776e-05	2.569187e-06	1.4042852e-06	3.7541072e-06	1.7666168e-06	1.6379066e-06	1.0274528e-06	6.83426e-07	5.388473e-07	1.0591228e-06	4.7766434e-06	3.4949655e-05
