 	voglio	che	Maria	venga	domani	</S>
i	0.99252725	0.007220369	0.00015842625	3.417537e-05	4.775664e-05	1.1920058e-05
t	0.9364878	0.049281783	0.01283217	0.0010578865	0.0003313567	9.0295525e-06
è	0.8340016	0.16150846	0.0041236216	3.4594468e-05	0.00027805511	5.368761e-05
l	0.9310249	0.065360725	0.0034291542	0.0001524918	3.170061e-05	1.0064656e-06
o	0.7777115	0.2041177	0.017999189	6.204561e-05	0.00010542021	4.213086e-06
n	0.18526758	0.5510275	0.2413853	0.02095458	0.0007398882	0.00062509265
a	0.0039196997	0.60262513	0.38786292	0.0008420151	0.0047324994	1.7660548e-05
r	0.0042662392	0.12987413	0.84387326	0.021153945	0.0006789709	0.00015352931
t	0.0020434153	0.1337162	0.54021466	0.013874461	0.2877734	0.022377867
i	0.0018333015	0.046785112	0.21446492	0.011693222	0.71883523	0.006388211
à	0.0018464971	0.064651154	0.5687099	0.19982196	0.06201319	0.10295732
v	0.0043055005	0.015234178	0.37958473	0.07573464	0.523447	0.0016939515
v	9.956296e-05	0.0008106389	0.064554006	0.0612123	0.86876816	0.0045553218
r	0.008636637	0.00071019155	0.006421948	0.007976185	0.95425797	0.021997102
i	0.00050839124	0.0014733232	0.042851727	0.020958966	0.9320818	0.0021257119
i	0.0048701135	0.0005420162	0.0038068343	0.32321867	0.31622615	0.35133624
M	0.0005045173	4.2623244e-05	0.00063755916	0.0761355	0.6353123	0.28736746
a	8.389875e-06	4.84679e-06	0.00030414088	0.04060121	0.8086972	0.15038425
r	7.152426e-05	0.00025673126	0.0019974802	0.2011832	0.13385187	0.6626392
ì	0.00022647262	5.2089417e-05	0.0003304757	0.036689196	0.62654424	0.33615747
a	0.00013693405	0.0005958841	0.0059778774	0.5987189	0.060424592	0.33414578
</S>	0.0023948164	0.00027318927	7.5542885e-05	0.003623986	0.0005707246	0.9930617
