 	mia	sorella	quest'	anno	che	viene	vuole	diventare	dottoressa	</S>
a	0.9978011	0.0021557983	3.2423064e-05	5.5889072e-06	5.337743e-07	3.958777e-06	4.6354683e-07	5.0531696e-08	5.5889547e-08	1.17071174e-07
d	0.6325104	0.30524516	0.05656146	0.0011124786	0.00027664803	0.00424082	4.529509e-05	4.639053e-06	2.2086992e-06	8.810384e-07
r	0.7844785	0.2097387	0.0012207709	0.0043022125	0.00011537609	5.76502e-06	9.436805e-05	2.3144376e-05	2.0335705e-05	8.43193e-07
e	0.41589123	0.54692745	0.036475286	0.0005671554	6.120041e-05	7.072604e-05	2.482804e-06	1.3385704e-06	2.8565019e-06	2.447819e-07
f	0.099205844	0.84356415	0.057063054	0.00014849156	3.1360055e-06	1.3979502e-05	1.1513869e-06	4.099412e-08	4.4401112e-08	6.857973e-08
f	0.016532468	0.9577415	0.020227317	0.0052240635	0.00015043037	4.22185e-06	5.004201e-05	2.4344818e-05	4.30756e-05	2.6091623e-06
ì	0.20259076	0.7003316	0.086907595	0.009707141	0.00016098557	9.5925476e-05	5.6066718e-05	1.8720433e-05	0.00012703807	4.130839e-06
m	0.013623317	0.7536972	0.23162223	0.0010290247	8.767232e-06	1.57949e-05	2.3419575e-06	7.688765e-08	6.365854e-07	5.112323e-07
m	0.0108055975	0.17675439	0.8113568	0.00086402823	0.00015520991	1.3780855e-05	3.162131e-05	2.1962126e-06	9.044491e-06	7.30306e-06
u	0.5197279	0.22123145	0.24573314	0.011825742	0.00021440102	0.00014279783	7.749211e-05	5.9061695e-06	5.0985473e-05	0.0009901676
f	0.04506404	0.1576511	0.46281925	0.30011114	0.012039979	0.01565798	0.0064366665	9.006679e-05	0.00010998462	1.981029e-05
ù	0.007842578	0.11801899	0.36018845	0.47130677	0.037834007	0.0002887087	0.003399613	0.00055824406	0.0005513716	1.1222971e-05
e	0.0014100582	0.11206577	0.3802408	0.4774795	0.016092142	0.012597814	0.00010980388	1.2932124e-06	1.9376e-06	7.664793e-07
p	0.023143858	0.010569062	0.21774219	0.60021496	0.109939136	0.022471111	0.015849845	3.4745262e-05	3.040001e-05	4.6908604e-06
p	0.0125184	0.0066043474	0.102313206	0.6536705	0.20945193	0.0017194877	0.012059149	0.0011056066	0.0005451315	1.2249934e-05
ò	0.039931178	0.019668633	0.068624415	0.8156295	0.039204855	0.001114755	0.01299902	0.00058031926	0.0021416007	0.00010574191
r	0.0037877746	0.02818563	0.37625548	0.33939326	0.19130485	0.05658273	0.0041448777	0.00012721203	0.00018057325	3.757262e-05
k	0.026932932	0.014461752	0.732369	0.05697946	0.13274668	0.023317304	0.010072273	0.0006731962	0.0012044635	0.001242836
e	0.17739308	0.0062611834	0.049073964	0.70613426	0.032877352	0.012953439	0.013123183	0.00016914579	0.0002402165	0.0017742817
t	0.027404837	0.009028831	0.027237529	0.0889578	0.5108178	0.14822447	0.18298464	0.0037283443	0.0015255584	9.0119174e-05
e	8.123066e-05	6.5544125e-05	0.0012142786	0.37187734	0.31972098	0.002553427	0.28689873	0.017264314	0.0003229141	1.2329731e-06
e	0.0014750786	0.0004008836	0.0014018539	0.008241329	0.15311448	0.1883582	0.6427291	0.0041846675	8.9902234e-05	4.491165e-06
